,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Valor Fixo
228,2017,Classe 1,Diesel,Usados,8060817167,Renault,00-00-00,Nacional,110 cv,30 000 km,Carrinha,Manual,,Sim
229,2018,,Gasolina,Usados,8053024122,Renault,,Nacional,90 cv,15 500 km,SUV / TT,Manual,,
230,2018,Classe 1,Gasolina,Usados,8060815711,Skoda,76-VA-29,Nacional,95 cv,26 414 km,Citadino,Manual,,
231,2016,,Diesel,Usados,8045362437,Ford,,Nacional,120 cv,94 561 km,Carrinha,Manual,,Sim
232,2014,Classe 1,Diesel,Usados,8071891347,Mercedes-Benz,55-PH-01,Nacional,116 cv,97 258 km,Carrinha,Manual,Classe C,Sim
233,2018,,Diesel,Usados,8053807945,Citroën,,Nacional,75 cv,35 235 km,Citadino,Manual,,Sim
234,2012,Classe 1,Gasolina,Usados,8062073928,Porsche,,Nacional,400 cv,19 500 km,Coupé,Automática,911 (Todos),
235,2010,Classe 1,Diesel,Usados,8074220109,Nissan,16-IQ-82,Nacional,106 cv,134 852 km,SUV / TT,Manual,,Sim
236,2014,Classe 1,Diesel,Usados,8075599380,BMW,82/ZR/40,Importado,184 cv,94 000 km,Coupé,Manual,Série 1,
237,2017,Classe 1,Diesel,Usados,8068035433,BMW,,Nacional,258 cv,47 000 km,Sedan,Automática,Série 4,Sim
238,2017,,Diesel,Usados,8064443808,Renault,,Nacional,110 cv,60 462 km,Carrinha,Manual,,
239,2019,Classe 1,Gasolina,Usados,8058479143,Mercedes-Benz,,Nacional,110 cv,9 490 km,Utilitário,Manual,Classe A,Sim
240,2017,,Diesel,Usados,8038991221,Renault,,Nacional,90 cv,61 000 km,Citadino,Manual,,Sim
241,2017,Classe 1,Diesel,Usados,8075746593,Fiat,,Nacional,95 cv,20 045 km,SUV / TT,Manual,,
242,2015,Classe 1,Gasolina,Usados,8071086239,Ford,56-QB-07,Nacional,81 cv,116 258 km,Citadino,Manual,,Sim
243,2016,,Diesel,Usados,8045362437,Ford,,Nacional,120 cv,94 561 km,Carrinha,Manual,,Sim
244,2017,,Diesel,Usados,8001573810,Renault,,Nacional,90 cv,51 000 km,Citadino,Manual,,
245,2017,,Diesel,Usados,8045854438,Renault,,Nacional,90 cv,60 245 km,Carrinha,Manual,,Sim
246,2015,,Diesel,Usados,8039515507,Mercedes-Benz,,Nacional,258 cv,70 248 km,Sedan,Automática,Classe CLS,
247,2018,Classe 1,Gasolina,Usados,8071891322,VW,64-VF-90,Nacional,150 cv,5 080 km,Cabrio,Manual,,Sim
248,2015,,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,
249,2016,,Diesel,Usados,8025911343,Audi,,Nacional,150 cv,79 000 km,Sedan,Manual,,Sim
250,2015,,Diesel,Usados,8075748070,Kia,,Nacional,136 cv,91 437 km,Monovolume,Manual,,
251,2017,,Diesel,Usados,8008720263,Peugeot,,Nacional,120 cv,70 000 km,Carrinha,Manual,,
252,2017,,Gasolina,Usados,8045854165,Renault,,Nacional,90 cv,47 658 km,Citadino,Manual,,Sim
253,2016,,Diesel,Usados,8037069727,Peugeot,,Nacional,120 cv,85 214 km,Carrinha,Manual,,Sim
254,2009,Classe 1,Diesel,Usados,8066949258,Dodge,80-IE-58,Nacional,140 cv,142 325 km,SUV / TT,Automática,,Sim
255,2017,,Diesel,Usados,8074456122,Volvo,,,190 cv,161 676 km,Sedan,Manual,,
256,2014,Classe 1,Diesel,Usados,8038150191,BMW,,Nacional,218 cv,71 210 km,Coupé,Automática,Série 2,Sim
257,1996,Classe 1,Gasolina,Usados,8060097794,Honda,22-76-HR,Nacional,90 cv,264 258 km,Citadino,Manual,,Sim
258,2013,Classe 1,Diesel,Usados,8068161335,BMW,62-QO-34,,184 cv,83 258 km,Carrinha,Automática,Série 5,Sim
259,2001,Classe 1,Diesel,Usados,8075746777,Ford,,Nacional,90 cv,262 000 km,Carrinha,Manual,,
260,2015,Classe 1,Diesel,Usados,8075761263,Peugeot,,,120 cv,75 200 km,Utilitário,Manual,,Sim
261,2015,Classe 1,Diesel,Usados,8071215761,BMW,,Nacional,177 cv,126 000 km,Carrinha,Automática,Série 5,
262,2014,Classe 1,Diesel,Usados,8075746712,Mercedes-Benz,,Nacional,110 cv,122 191 km,Utilitário,Manual,Classe A,
263,2016,,Diesel,Usados,8036489061,Ford,,Nacional,120 cv,84 033 km,Carrinha,Manual,,Sim
264,2018,,Gasolina,Usados,8046026977,Peugeot,,Nacional,82 cv,30 970 km,Citadino,Manual,,
265,2017,Classe 1,Diesel,Usados,8075746756,DS,85-ZB-87,,120 cv,159 000 km,Utilitário,Automática,,
266,2016,Classe 1,Eléctrico,Usados,8069148284,BMW,32-zl-83,,170 cv,29 959 km,Citadino,Automática,Série i,
267,2016,Classe 1,Eléctrico,Usados,8069148284,BMW,32-zl-83,,170 cv,29 959 km,Citadino,Automática,Série i,
268,2017,,Diesel,Usados,8041732485,Renault,,Nacional,90 cv,54 700 km,SUV / TT,Manual,,Sim
269,2014,Classe 1,Gasolina,Usados,8049813934,Mercedes-Benz,47-OV-39,Nacional,585 cv,119 852 km,Sedan,Automática,Classe S,Sim
270,2015,Classe 1,Diesel,Usados,8071215761,BMW,,Nacional,177 cv,126 000 km,Carrinha,Automática,Série 5,
271,2015,Classe 1,Diesel,Usados,8074454909,Audi,,,190 cv,159 524 km,Carrinha,Automática,,
272,2015,Classe 1,Diesel,Usados,8075761263,Peugeot,,,120 cv,75 200 km,Utilitário,Manual,,Sim
273,2017,,Diesel,Usados,8009477001,Renault,,Nacional,90 cv,55 212 km,Carrinha,Manual,,
274,2010,Classe 1,Diesel,Usados,8072816241,Volvo,11-IQ-75,Nacional,175 cv,175 784 km,SUV / TT,Manual,,Sim
275,2017,,Diesel,Usados,8008753194,Volvo,,Nacional,120 cv,44 500 km,Carrinha,Manual,,
276,2013,,Diesel,Usados,8074570577,Toyota,,,90 cv,114 944 km,Citadino,Manual,,
277,2017,,Diesel,Usados,8045283159,Peugeot,,Nacional,75 cv,58 000 km,Citadino,Manual,,Sim
278,2005,,Gasolina,Usados,8063811006,Mercedes-Benz,,Nacional,95 cv,93 000 km,Utilitário,Automática,Classe B,Sim
279,2017,,Gasolina,Usados,8046028951,Renault,,Nacional,90 cv,44 350 km,Citadino,Manual,,
280,2018,Classe 1,Gasolina,Usados,8074381871,Ford,98-UJ-90,Nacional,125 cv,55 100 km,Carrinha,Manual,,
281,2012,,Diesel,Usados,8075746253,Renault,,,110 cv,220 000 km,Carrinha,,,
282,2012,Classe 1,Diesel,Usados,8067582708,BMW,62-ND-05,Nacional,184 cv,167 352 km,Carrinha,Automática,Série 5,Sim
283,2019,Classe 1,Diesel,Usados,8073113093,BMW,41-ZR-05,Nacional,190 cv,2 000 km,SUV / TT,Automática,Série X,
284,2018,Classe 1,Diesel,Usados,8074384181,Jeep,30-VA-78,Nacional,120 cv,32 968 km,SUV / TT,Manual,,
285,2016,Classe 1,Diesel,Usados,8072009561,Mercedes-Benz,,,170 cv,139 000 km,Carrinha,Automática,Classe C,
286,2008,,Diesel,Usados,8038043341,BMW,,Nacional,177 cv,134 285 km,Sedan,Automática,Série 5,Sim
287,2015,Classe 1,Híbrido (Diesel),Usados,8065801440,Mercedes-Benz,23-QB-50,Nacional,204 cv,126 258 km,Carrinha,Automática,Classe E,Sim
288,2008,,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,
289,2019,Classe 1,Diesel,Usados,8074403021,Peugeot,81-XX-38,Nacional,130 cv,9 449 km,Utilitário,Manual,,
290,2016,Classe 1,Diesel,Usados,8052548641,Mercedes-Benz,,,170 cv,149 000 km,Carrinha,Automática,Classe C,
291,2019,Classe 1,Diesel,Usados,8074399836,Citroën,72-XB-78,Nacional,102 cv,15 831 km,Sedan,Manual,,
292,2018,,Diesel,Usados,8066504505,Nissan,23-VV-36,Nacional,110 cv,24 391 km,SUV / TT,Manual,,Sim
293,2017,Classe 1,Gasolina,Usados,8074394893,Ford,44-TR-91,Nacional,125 cv,58 120 km,SUV / TT,Manual,,
294,2015,Classe 1,Diesel,Usados,8061467942,Peugeot,84-PT-92,Nacional,120 cv,121 752 km,Monovolume,Manual,,Sim
295,2019,Classe 1,Diesel,Usados,8073107837,Ford,60-XB-64,Nacional,130 cv,23 500 km,Carrinha,Manual,,
296,2017,Classe 1,Diesel,Usados,8053196075,Mercedes-Benz,,,109 cv,37 000 km,Utilitário,Manual,Classe GLA,
297,2019,Classe 1,Gasolina,Usados,8073112225,Ford,82-XE-44,Nacional,85 cv,16 283 km,Citadino,Manual,,
298,2012,Classe 1,Diesel,Usados,8071202871,Nissan,,Nacional,130 cv,86 000 km,SUV / TT,Manual,,
299,2018,Classe 1,Diesel,Usados,8074397488,Fiat,35-UH-80,Nacional,95 cv,49 239 km,Citadino,Manual,,
300,2018,,Diesel,Usados,8066504505,Nissan,23-VV-36,Nacional,110 cv,24 391 km,SUV / TT,Manual,,Sim
301,2019,Classe 1,Diesel,Usados,8074409334,Mercedes-Benz,04-XO-71,Nacional,245 cv,10 000 km,Coupé,Automática,Classe C,
302,2014,Classe 1,Diesel,Usados,8075599380,BMW,82/ZR/40,Importado,184 cv,94 000 km,Coupé,Manual,Série 1,
303,2012,Classe 1,Híbrido (Diesel),Usados,8060606348,Peugeot,,,163 cv,183 000 km,Carrinha,Automática,,
304,2019,Classe 1,Gasolina,Usados,8073113569,Abarth,67-ZQ-40,Nacional,140 cv,1 000 km,Coupé,Manual,,
305,2006,Classe 1,Diesel,Usados,8067433820,BMW,,Nacional,164 cv,217 042 km,Sedan,Manual,Série 5,Sim
306,2010,,Diesel,Usados,8030866500,Audi,,,140 cv,214 142 km,Utilitário,Manual,,
307,2019,Classe 1,Diesel,Usados,8073109864,BMW,46-XD-86,Nacional,116 cv,10 600 km,Utilitário,Manual,,
308,2009,Classe 1,Gasolina,Usados,8075610412,Audi,,Nacional,211 cv,34 836 km,Cabrio,Automática,,
309,2018,Classe 1,Diesel,Usados,8074398109,Peugeot,13-VM-38,Nacional,130 cv,18 999 km,Carrinha,Manual,,
310,2009,Classe 1,Gasolina,Usados,8075610412,Audi,,Nacional,211 cv,34 836 km,Cabrio,Automática,,
311,2019,Classe 1,Gasolina,Usados,8074384859,Fiat,55-XE-25,Nacional,69 cv,14 411 km,Cabrio,Manual,,
312,2014,Classe 1,Diesel,Usados,8075599380,BMW,82/ZR/40,Importado,184 cv,94 000 km,Coupé,Manual,Série 1,
313,2008,,Diesel,Usados,8075595697,Audi,,,143 cv,291 222 km,Carrinha,,,
314,2015,Classe 1,Diesel,Usados,8074407402,BMW,13-QQ-20,Nacional,116 cv,75 000 km,Monovolume,Manual,Série 2,
315,1994,,Diesel,Usados,8034124467,Toyota,,Nacional,125 cv,271 356 km,SUV / TT,Manual,,
316,2019,Classe 1,Eléctrico,Usados,8073113923,BMW,05-ZR-60,Nacional,170 cv,1 km,Utilitário,Automática,Série i,
317,2019,Classe 1,Gasolina,Usados,8075746455,Renault,56-XE-52,Nacional,90 cv,27 520 km,SUV / TT,Manual,,
318,2019,Classe 1,Diesel,Usados,8074386234,Citroën,80-XE-05,Nacional,102 cv,25 754 km,Citadino,Manual,,
319,2015,,Diesel,Usados,8075746516,Citroën,,,100 cv,87 000 km,Citadino,,,
320,2016,,Diesel,Usados,8065506712,Renault,,,110 cv,117 000 km,Citadino,,,
321,2005,,Diesel,Usados,8075737701,SEAT,,,350 cv,250 000 km,Utilitário,,,
322,2013,Classe 1,Diesel,Usados,8072926213,Opel,,Nacional,95 cv,203 000 km,Citadino,Manual,,
323,2015,Classe 1,Diesel,Usados,8074399003,Ford,91-QB-47,Nacional,120 cv,98 900 km,Carrinha,Manual,,
324,2018,Classe 1,Diesel,Usados,8074400174,Fiat,22-VI-52,Nacional,95 cv,18 579 km,Utilitário,Manual,,
325,2018,,Diesel,Usados,8075745906,Renault,,Nacional,110 cv,26 746 km,Carrinha,Manual,,Sim
326,2018,,Diesel,Usados,8075745895,Opel,,Nacional,95 cv,55 156 km,Citadino,Manual,,Sim
327,2016,,Diesel,Usados,8075745953,Renault,,Nacional,120 cv,61 733 km,Monovolume,Manual,,Sim
328,2011,Classe 1,Diesel,Usados,8075641587,Opel,,Nacional,95 cv,200 000 km,Monovolume,Manual,,
329,2018,,Diesel,Usados,8075746016,Renault,,Nacional,90 cv,34 271 km,SUV / TT,Manual,,Sim
330,2015,Classe 1,Diesel,Usados,8075746182,BMW,,Nacional,190 cv,145 000 km,Coupé,Automática,Série 4,
331,2015,,Diesel,Usados,8075746046,Mercedes-Benz,41-QM-00,Nacional,258 cv,140 000 km,Sedan,Automática,Classe S,Sim
332,2017,,Gasolina,Usados,8075746068,Opel,,Nacional,90 cv,63 617 km,Citadino,Automática,,Sim
333,2016,Classe 1,Diesel,Usados,8066375993,Peugeot,,,120 cv,127 376 km,SUV / TT,Manual,,
334,2015,Classe 1,Diesel,Usados,8072462721,Renault,,Importado,90 cv,139 861 km,Citadino,Manual,,
335,2007,Classe 1,Diesel,Usados,8075726960,BMW,,,143 cv,292 000 km,Sedan,Manual,Série 3,
336,2011,Classe 1,Diesel,Usados,8075641587,Opel,,Nacional,95 cv,200 000 km,Monovolume,Manual,,
337,2018,,Diesel,Usados,8075745928,Nissan,,Nacional,110 cv,53 559 km,SUV / TT,Manual,,Sim
338,2014,,Diesel,Usados,8015504235,VW,,,177 cv,170 111 km,Sedan,Manual,,
339,2016,,Gasolina,Usados,8075745856,VW,,Nacional,75 cv,78 209 km,Citadino,Manual,,Sim
340,2014,Classe 1,Diesel,Usados,8053818754,BMW,,Importado,184 cv,92 000 km,Coupé,Automática,Série 4,Sim
341,2015,,Diesel,Usados,8075746038,VW,,Nacional,120 cv,88 032 km,Carrinha,Automática,,Sim
342,2009,Classe 1,Gasolina,Usados,8075610412,Audi,,Nacional,211 cv,34 836 km,Cabrio,Automática,,
343,2018,,Diesel,Usados,8075745938,Nissan,,Nacional,110 cv,50 289 km,SUV / TT,Manual,,Sim
344,2016,,Diesel,Usados,8075745961,Mercedes-Benz,,,110 cv,14 937 km,SUV / TT,Automática,Classe GLA,Sim
345,2010,Classe 1,Diesel,Usados,8075745951,Mercedes-Benz,,Nacional,204 cv,125 000 km,Sedan,Manual,Classe C,
346,2016,,Diesel,Usados,8075745999,Renault,,,75 cv,36 104 km,Citadino,Manual,,Sim
347,2018,,Diesel,Usados,8075745915,Nissan,,Nacional,110 cv,53 928 km,SUV / TT,Manual,,Sim
348,1998,Classe 1,Gasolina,Usados,8067888503,Mercedes-Benz,,Nacional,75 cv,220 000 km,Citadino,Manual,Classe A,Sim
349,2009,Classe 1,Gasolina,Usados,8075610412,Audi,,Nacional,211 cv,34 836 km,Cabrio,Automática,,
350,2019,Classe 1,Gasolina,Usados,8075746011,Opel,,Nacional,70 cv,14 000 km,Pequeno citadino,Manual,,
351,2014,Classe 1,Diesel,Usados,8075745751,Mercedes-Benz,,Nacional,170 cv,85 547 km,SUV / TT,Automática,Classe GLK,Sim
352,2018,Classe 1,Diesel,Usados,8075746129,Mercedes-Benz,,,194 cv,38 700 km,Sedan,Automática,Classe E,Sim
353,2013,Classe 1,Diesel,Usados,8072926213,Opel,,Nacional,95 cv,203 000 km,Citadino,Manual,,
354,2015,,Diesel,Usados,8075746138,BMW,,Nacional,150 cv,176 898 km,Carrinha,Manual,Série 3,Sim
355,2010,,Gasolina,Usados,8075745960,Citroën,,Nacional,75 cv,76 014 km,Citadino,Manual,,
356,2014,Classe 1,Diesel,Usados,8053818754,BMW,,Importado,184 cv,92 000 km,Coupé,Automática,Série 4,Sim
357,2018,,Diesel,Usados,8075746089,Fiat,,Nacional,95 cv,19 832 km,Carrinha,Manual,,Sim
358,2011,Classe 1,Diesel,Usados,8075746127,BMW,17-LT-03,Nacional,143 cv,88 588 km,SUV / TT,Manual,Série X,
359,2019,Classe 1,Gasolina,Usados,8075745712,Renault,29-XD-98,Nacional,90 cv,14 560 km,Citadino,Manual,,
360,2020,Classe 1,Gasolina,Novos,8063493338,Renault,,Nacional,140 cv,10 km,Carrinha,Manual,,Sim
361,2020,,Diesel,Usados,8074414719,Mercedes-Benz,99-ZR-00,,116 cv,735 km,Utilitário,Automática,Classe B,Sim
362,2020,,Diesel,Novos,8074414254,Microcar,,,8 cv,1 km,Pequeno citadino,,,Sim
363,2019,,Gasolina,Usados,8071225568,Opel,84-ZJ-87,Nacional,130 cv,700 km,Utilitário,Manual,,Sim
364,2016,,Diesel,Usados,8001493606,MINI,,Nacional,116 cv,63 000 km,Citadino,Manual,,
365,2015,,Diesel,Usados,8075745628,BMW,,,150 cv,71 000 km,SUV / TT,Automática,,
366,2019,Classe 1,Diesel,Usados,8075745312,Renault,37-XN-29,Nacional,115 cv,66 000 km,SUV / TT,Manual,,
367,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,,,100 cv,48 000 km,SUV / TT,Automática,,
368,2017,,Diesel,Usados,8074414547,Mercedes-Benz,16-TC-96,,114 cv,77 824 km,Carrinha,Manual,,Sim
369,2009,Classe 1,Diesel,Usados,8070345199,Renault,,Nacional,105 cv,162 000 km,Monovolume,Manual,,Sim
370,2007,Classe 1,Diesel,Usados,8075736744,Mercedes-Benz,,Importado,109 cv,212 000 km,Monovolume,Automática,Classe A,
371,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,,,100 cv,48 000 km,SUV / TT,Automática,,
372,2018,,Gasolina,Usados,8069111691,MINI,EN18MVV,Nacional,196 cv,22 953 km,Utilitário,Automática,,
373,2015,,Diesel,Usados,8066452426,Opel,,,95 cv,73 606 km,Carrinha,,,Sim
374,2017,Classe 1,Diesel,Usados,8071225984,BMW,,Nacional,190 cv,60 500 km,Cabrio,Automática,Série 4,
375,2013,Classe 1,Diesel,Usados,8062797138,Ford,,Nacional,110 cv,73 000 km,Carrinha,Manual,,
376,1989,,Gasolina,Usados,8058606969,Porsche,,,231 cv,147 000 km,Cabrio,,911 (Todos),
377,2018,Classe 1,Eléctrico,Usados,8075745294,Renault,,,92 cv,10 000 km,Citadino,Automática,,Sim
378,2017,Classe 1,Diesel,Usados,8072463933,Citroën,,,75 cv,157 000 km,Citadino,Manual,,
379,2010,,Diesel,Usados,8075745265,BMW,,,116 cv,232 934 km,Utilitário,Manual,Série 1,
380,2016,,Diesel,Usados,8075745460,Land Rover,08-XG-72,,150 cv,73 000 km,SUV / TT,Manual,,
381,2015,Classe 1,Diesel,Usados,8075745367,BMW,70-PL-88,Nacional,184 cv,149 323 km,Coupé,Automática,Série 4,Sim
382,2016,,Diesel,Usados,8075745618,Peugeot,,,100 cv,165 000 km,Citadino,Manual,,
383,2019,Classe 1,Gasolina,Usados,8074407421,Opel,,Nacional,70 cv,9 900 km,Citadino,Manual,,
384,2009,Classe 1,Diesel,Usados,8073121933,Opel,,Nacional,125 cv,148 000 km,Carrinha,Manual,,Sim
385,2017,,Diesel,Usados,8047184127,Mercedes-Benz,,Nacional,109 cv,37 470 km,Utilitário,Automática,Classe A,
386,2017,,Gasolina,Usados,8056617710,Opel,,Nacional,70 cv,63 150 km,Citadino,Manual,,Sim
387,2010,Classe 1,Diesel,Usados,8073209739,Ford,90-JC-81,Nacional,109 cv,136 834 km,Monovolume,Manual,,
388,2018,,Gasolina,Usados,8069111691,MINI,EN18MVV,Nacional,196 cv,22 953 km,Utilitário,Automática,,
389,2017,,Gasolina,Usados,8071225591,SEAT,,Nacional,75 cv,57 050 km,Citadino,Manual,,
390,2016,Classe 1,Diesel,Usados,8075742446,Audi,,,110 cv,98 258 km,Sedan,Manual,,
391,2014,Classe 1,Gasolina,Usados,8069305033,Ford,,,125 cv,103 374 km,Utilitário,Manual,,Sim
392,2019,,Diesel,Usados,8074414737,Mercedes-Benz,35-ZP-15,,306 cv,1 887 km,Carrinha,Automática,Classe E,Sim
393,2014,Classe 1,Diesel,Usados,8075745032,BMW,,Nacional,116 cv,192 000 km,Utilitário,Manual,Série 1,
394,2014,Classe 1,Gasolina,Usados,8069305033,Ford,,,125 cv,103 374 km,Utilitário,Manual,,Sim
395,2019,Classe 1,Híbrido (Gasolina),Usados,8069751120,Volvo,28-VZ-79,Nacional,405 cv,18 088 km,Carrinha,Automática,,Sim
396,2019,,Diesel,Usados,8074414354,Mercedes-Benz,88-XC-90,,116 cv,9 339 km,Utilitário,Automática,Classe B,Sim
397,2007,Classe 1,Diesel,Usados,8075736744,Mercedes-Benz,,Importado,109 cv,212 000 km,Monovolume,Automática,Classe A,
398,2014,Classe 1,Diesel,Usados,8075744986,Renault,,,95 cv,181 000 km,Carrinha,Manual,,
399,2007,,Diesel,Usados,8075745529,Citroën,,Nacional,90 cv,230 000 km,Utilitário,Manual,,Sim
400,2014,Classe 1,Diesel,Usados,8046610263,Volvo,08-XL-11,,114 cv,114 894 km,Carrinha,Manual,,Sim
401,2010,,Diesel,Usados,8075744434,Volvo,00-00-00,Nacional,109 cv,216 000 km,Carrinha,Manual,,Sim
402,2009,Classe 1,Diesel,Usados,8075621734,Toyota,,,170 cv,210 000 km,Carrinha,Automática,,
403,2018,Classe 1,Diesel,Usados,8075744320,VW,,,90 cv,17 729 km,Citadino,Manual,,
404,1989,Classe 1,Diesel,Usados,8074272008,Mercedes-Benz,,Nacional,72 cv,560 000 km,Sedan,Manual,,
405,2018,Classe 1,Híbrido (Gasolina),Usados,8074631663,BMW,,,225 cv,8 200 km,SUV / TT,Automática,Série 2,
406,2014,Classe 1,Diesel,Usados,8074407838,Peugeot,,Nacional,68 cv,115 500 km,Citadino,Manual,,
407,2019,Classe 1,Gasolina,Usados,8075744584,Mercedes-Benz,00-VX-23,Nacional,109 cv,7 500 km,Utilitário,Manual,Classe A,Sim
408,2008,Classe 1,Diesel,Usados,8075744193,BMW,,,177 cv,163 008 km,Carrinha,Manual,Série 3,
409,2016,Classe 1,Diesel,Usados,8075744833,Renault,00-00-00,Nacional,130 cv,83 000 km,Monovolume,Manual,,Sim
410,2015,Classe 1,Diesel,Usados,8075744805,Fiat,00-00-00,Nacional,95 cv,57 000 km,Monovolume,Manual,,Sim
411,2017,Classe 1,Diesel,Usados,8075744531,BMW,,Nacional,194 cv,67 300 km,Carrinha,Automática,Série 5,
412,2019,Classe 1,Diesel,Usados,8063374906,Mercedes-Benz,,Nacional,116 cv,1 800 km,Utilitário,Automática,Classe A,
413,2016,Classe 1,Diesel,Usados,8064841056,Mercedes-Benz,,Importado,110 cv,46 000 km,Utilitário,Manual,Classe A,
414,2007,,Diesel,Usados,8075744411,Mercedes-Benz,00-00-00,Nacional,95 cv,228 000 km,Carrinha,Manual,,Sim
415,2017,Classe 1,Diesel,Usados,8055807096,Mercedes-Benz,72-TX-02,Nacional,204 cv,30 000 km,SUV / TT,Automática,Classe GLC,
416,2012,Classe 1,Diesel,Usados,8058777261,Renault,,,130 cv,170 000 km,Monovolume,Manual,,Sim
417,2004,Classe 1,Diesel,Usados,8075744788,Mercedes-Benz,,Nacional,204 cv,194 000 km,Sedan,Automática,Classe S,Sim
418,2008,,Diesel,Usados,8075744459,Nissan,00-00-00,Nacional,150 cv,146 000 km,SUV / TT,Manual,,Sim
419,2007,Classe 1,Gasolina,Usados,8057189865,Ford,00-00-00,Nacional,75 cv,250 000 km,Citadino,Manual,,Sim
420,2017,Classe 1,Gasolina,Usados,8073292865,Peugeot,23-SS-29,Nacional,82 cv,50 800 km,Citadino,Manual,,
421,2019,Classe 1,Diesel,Usados,8063374906,Mercedes-Benz,,Nacional,116 cv,1 800 km,Utilitário,Automática,Classe A,
422,2014,Classe 1,Diesel,Usados,8046610263,Volvo,08-XL-11,,114 cv,114 894 km,Carrinha,Manual,,Sim
423,2008,Classe 2,Diesel,Usados,8075744737,Chevrolet,00-00-00,Nacional,126 cv,181 000 km,SUV / TT,Manual,,Sim
424,2013,,Gasolina,Usados,8005995890,BMW,,Nacional,156 cv,150 000 km,Cabrio,Manual,Série Z,
425,1997,Classe 1,Diesel,Usados,8075744533,VW,,Importado,110 cv,286 000 km,Monovolume,Manual,,
426,2015,Classe 1,Diesel,Usados,8072367894,Mercedes-Benz,,,170 cv,107 000 km,Carrinha,Automática,Classe C,
427,2015,Classe 1,Híbrido (Diesel),Usados,8075586724,Mercedes-Benz,,,204 cv,65 600 km,Sedan,Automática,Classe S,
428,2014,Classe 1,Diesel,Usados,8075744986,Renault,,,95 cv,181 000 km,Carrinha,Manual,,
429,2002,,Diesel,Usados,8072196408,VW,,Importado,130 cv,248 000 km,Monovolume,Automática,,Sim
430,2018,Classe 1,Híbrido (Gasolina),Usados,8074631663,BMW,,,225 cv,8 200 km,SUV / TT,Automática,Série 2,
431,2005,,Diesel,Usados,8075744290,VW,,Nacional,140 cv,269 000 km,Sedan,,,Sim
432,2016,Classe 1,Diesel,Usados,8072371074,Renault,75-RE-05,Nacional,90 cv,68 600 km,Carrinha,Manual,,
433,2018,Classe 1,Diesel,Usados,8072368474,Mercedes-Benz,,Importado,110 cv,26 000 km,SUV / TT,Automática,Classe GLA,
434,2017,Classe 1,Gasolina,Usados,8074523491,Fiat,05-TG-95,Nacional,69 cv,43 000 km,Pequeno citadino,Manual,,
435,2015,Classe 1,Híbrido (Diesel),Usados,8075586724,Mercedes-Benz,,,204 cv,65 600 km,Sedan,Automática,Classe S,
436,2017,Classe 1,Diesel,Usados,8075744886,Nissan,,,90 cv,42 895 km,Citadino,Manual,,
437,2014,Classe 1,Diesel,Usados,8059708689,Mercedes-Benz,,Nacional,170 cv,84 000 km,Carrinha,Manual,Classe C,Sim
438,2016,,Gasolina,Usados,8073292878,VW,36-RM-53,Nacional,75 cv,99 400 km,Citadino,Manual,,
439,2019,,Gasolina,Usados,8073293036,VW,90-ZN-45,Nacional,80 cv,2 500 km,Citadino,Manual,,
440,2008,Classe 2,Diesel,Usados,8052914668,BMW,,Nacional,286 cv,140 000 km,SUV / TT,Automática,Série X,
441,2020,,Diesel,Novos,8074413510,Microcar,,,8 cv,1 km,Pequeno citadino,,,Sim
442,2011,Classe 1,Diesel,Usados,8074413135,SEAT,,Nacional,105 cv,159 000 km,Utilitário,Manual,,
443,2016,,Diesel,Usados,8066249470,Renault,,,90 cv,140 000 km,Carrinha,Manual,,
444,2019,Classe 1,Gasolina,Usados,8074297516,Ford,81-XE-91,Nacional,85 cv,16 000 km,Citadino,Manual,,Sim
445,2015,Classe 1,Diesel,Usados,8075740245,BMW,70-QN-01,Nacional,150 cv,88 450 km,Carrinha,Automática,Série 3,
446,2019,,Diesel,Usados,8073208390,Mercedes-Benz,52-XU-40,Nacional,116 cv,13 053 km,Utilitário,Automática,Classe B,
447,2020,,Diesel,Novos,8075744089,Ligier,,,8 cv,1 km,Pequeno citadino,,,
448,2016,Classe 1,Gasolina,Usados,8074382058,Audi,00-00-00,Importado,367 cv,55 469 km,Utilitário,Automática,,
449,2008,Classe 2,Diesel,Usados,8052914668,BMW,,Nacional,286 cv,140 000 km,SUV / TT,Automática,Série X,
450,2019,Classe 1,Gasolina,Usados,8074297516,Ford,81-XE-91,Nacional,85 cv,16 000 km,Citadino,Manual,,Sim
451,1989,,Gasolina,Usados,8058037784,VW,,,55 cv,200 000 km,Utilitário,Manual,,Sim
452,2001,,Diesel,Usados,8075743823,Mercedes-Benz,,,143 cv,413 000 km,Sedan,,Classe C,
453,2018,Classe 1,Gasolina,Usados,8075743650,Fiat,00-00-00,,69 cv,18 000 km,Cabrio,Manual,,
454,2014,Classe 1,Diesel,Usados,8075743800,BMW,10-PE-54,Nacional,150 cv,81 541 km,SUV / TT,Automática,Série 2,
455,2010,,Diesel,Usados,8072313849,Audi,,Nacional,170 cv,195 000 km,Sedan,Manual,,
