,Ano de Registo,Classe do veículo,Combustível,Condição,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
2191,2010,,Diesel,Usados,Volvo,163 cv,218 000 km,SUV / TT,,,,,
2192,2018,,Diesel,Usados,Fiat,120 cv,59 519 km,Carrinha,Manual,,50-VE-42,,Nacional
2193,1991,Classe 1,Gasolina,Usados,Mercedes-Benz,231 cv,170 000 km,Coupé,Manual,,,,
2194,2018,Classe 1,Diesel,Usados,Hyundai,110 cv,11 000 km,Utilitário,Manual,Sim,09-UX-14,,Nacional
2195,2015,,Diesel,Usados,BMW,150 cv,93 986 km,Carrinha,Automática,Sim,,Série 2,Nacional
2196,2002,,Diesel,Usados,Mercedes-Benz,150 cv,380 000 km,Sedan,,,,Classe C,
2197,2007,,Diesel,Usados,Opel,90 cv,212 579 km,Carrinha,,,,,
2198,1971,,Gasolina,Usados,Datsun,150 cv,70 000 km,Coupé,Manual,Sim,,,Nacional
2199,2017,Classe 1,Diesel,Usados,Ford,120 cv,69 500 km,Carrinha,Manual,Sim,00-TG-16,,Nacional
2200,2015,,Diesel,Usados,BMW,150 cv,93 986 km,Carrinha,Automática,Sim,,Série 2,Nacional
2201,2013,,Diesel,Usados,Dacia,90 cv,180 000 km,Utilitário,Manual,,,,
2202,2000,Classe 1,Diesel,Usados,Peugeot,90 cv,345 680 km,Carrinha,Manual,Sim,,,Nacional
2203,2011,Classe 2,Diesel,Usados,BMW,306 cv,118 000 km,SUV / TT,Automática,,,Série X,Nacional
2204,1969,,Gasolina,Usados,Triumph,140 cv,45 000 km,Cabrio,,,,,
2205,2016,Classe 2,Diesel,Usados,Opel,110 cv,149 904 km,Utilitário,Manual,,,,Nacional
2206,2007,,Diesel,Usados,BMW,300 cv,170 000 km,SUV / TT,Automática,Sim,,Série X,Nacional
2207,2017,Classe 1,Diesel,Usados,Renault,90 cv,58 183 km,Citadino,Manual,,,,
2208,2006,Classe 1,Gasolina,Usados,BMW,367 cv,145 000 km,Cabrio,Automática,,,Série 6,Nacional
2209,2017,,Gasolina,Usados,Renault,90 cv,28 928 km,Citadino,Manual,Sim,95-TC-50,,Nacional
2210,2007,,Diesel,Usados,Audi,140 cv,200 000 km,Citadino,Manual,,,,Nacional
2211,2016,Classe 1,Diesel,Usados,VW,110 cv,152 000 km,Carrinha,Manual,,,,Nacional
2212,2011,,Diesel,Usados,Mercedes-Benz,110 cv,181 435 km,Carrinha,,,,,
2213,2011,,Diesel,Usados,Mercedes-Benz,170 cv,122 000 km,Coupé,,,,Classe E,
2214,2012,Classe 1,Diesel,Usados,Fiat,105 cv,53 500 km,Utilitário,Manual,,,,Nacional
2215,2019,Classe 1,Gasolina,Usados,Mercedes-Benz,110 cv,9 490 km,Utilitário,Manual,Sim,,Classe A,Nacional
2216,2012,Classe 1,Diesel,Usados,Fiat,105 cv,53 500 km,Utilitário,Manual,,,,Nacional
2217,2018,Classe 1,GPL,Usados,Dacia,90 cv,92 135 km,Sedan,Manual,,,,Nacional
2218,2019,Classe 1,Gasolina,Usados,Peugeot,82 cv,2 300 km,SUV / TT,Manual,Sim,,,Nacional
2219,2016,,Diesel,Usados,BMW,110 cv,60 226 km,Monovolume,Automática,Sim,,Série 2,
2220,2010,Classe 1,Diesel,Usados,Renault,105 cv,250 000 km,Carrinha,Manual,,,,
2221,2010,,Gasolina,Usados,Opel,84 cv,113 400 km,Citadino,Manual,Sim,,,Nacional
2222,2017,Classe 1,Gasolina,Usados,SEAT,75 cv,48 000 km,Citadino,Manual,Sim,,,Nacional
2223,2011,,Gasolina,Usados,Citroën,200 cv,126 200 km,Utilitário,Manual,,,,
2224,1956,Classe 1,Gasolina,Usados,Mercedes-Benz,105 cv,103 500 km,Sedan,Manual,,,,
2225,2010,,Diesel,Usados,Smart,53 cv,128 634 km,Pequeno citadino,,,,,
2226,1969,Classe 1,Gasolina,Usados,BMW,85 cv,91 700 km,Cabrio,Manual,,97100,,
2227,2014,,Diesel,Usados,Chevrolet,130 cv,84 000 km,Carrinha,Manual,,,,
2228,2010,Classe 1,Diesel,Usados,Audi,240 cv,240 000 km,Sedan,Automática,,,,Nacional
2229,2010,Classe 1,Diesel,Usados,BMW,204 cv,229 000 km,SUV / TT,Automática,Sim,,Série X,Nacional
2230,2018,Classe 1,Gasolina,Usados,VW,130 cv,24 599 km,Utilitário,Automática,Sim,,,
2231,2007,,Gasolina,Usados,Audi,350 cv,194 000 km,SUV / TT,Automática,,,,Nacional
2232,2015,Classe 1,Diesel,Usados,Audi,90 cv,141 500 km,Citadino,Manual,,,,
2233,2019,Classe 1,Gasolina,Usados,Peugeot,130 cv,16 000 km,Carrinha,Manual,Sim,,,Nacional
2234,2016,Classe 1,Diesel,Usados,Volvo,120 cv,117 500 km,Carrinha,Manual,,,,
2235,2012,Classe 1,Gasolina,Usados,Audi,520 cv,160 000 km,Sedan,Automática,,,,
2236,2003,,Gasolina,Usados,Fiat,75 cv,219 000 km,Citadino,,,,,
2237,2009,Classe 1,Gasolina,Usados,MINI,174 cv,74 000 km,Carrinha,Manual,,,,Nacional
2238,2016,Classe 1,Diesel,Usados,Renault,90 cv,102 000 km,Carrinha,Manual,,,,Nacional
2239,2018,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,38 604 km,Utilitário,Manual,,,Classe A,Nacional
2240,2012,Classe 1,Diesel,Usados,BMW,116 cv,142 000 km,Utilitário,Manual,Sim,,Série 1,Nacional
2241,2001,,Diesel,Usados,Opel,115 cv,74 300 km,SUV / TT,,,,,
2242,2018,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,38 604 km,Utilitário,Manual,,,Classe A,Nacional
2243,2010,Classe 1,Diesel,Usados,BMW,177 cv,229 000 km,SUV / TT,Automática,Sim,,Série X,Nacional
2244,2018,,Gasolina,Usados,Hyundai,275 cv,12 000 km,Sedan,Manual,Sim,,,
2245,2019,Classe 1,Gasolina,Usados,Opel,83 cv,6 000 km,SUV / TT,Manual,Sim,,,Nacional
2246,2016,Classe 1,Diesel,Usados,Renault,90 cv,102 000 km,Carrinha,Manual,,,,Nacional
2247,2019,Classe 1,Gasolina,Usados,Fiat,68 cv,600 km,Pequeno citadino,Manual,Sim,,,
2248,2016,Classe 1,Gasolina,Usados,Smart,90 cv,28 000 km,Citadino,Automática,,,,Nacional
2249,2011,,Diesel,Usados,BMW,313 cv,240 000 km,Utilitário,,Sim,,Série 5,
2250,2009,Classe 1,Gasolina,Usados,MINI,174 cv,74 000 km,Carrinha,Manual,,,,Nacional
2251,1999,Classe 2,Diesel,Usados,Toyota,204 cv,311 000 km,SUV / TT,Manual,,,,Nacional
2252,2015,,Diesel,Usados,Renault,110 cv,140 630 km,Utilitário,Manual,,28-ZN-46,,Importado
2253,2012,Classe 1,Diesel,Usados,Peugeot,112 cv,150 000 km,SUV / TT,Manual,Sim,,,Nacional
2254,2019,Classe 1,Gasolina,Usados,Ford,125 cv,12 400 km,Utilitário,Automática,,29-XH-28,,Nacional
2255,2010,Classe 1,Diesel,Usados,VW,170 cv,240 000 km,Coupé,Manual,Sim,,,
2256,2018,,Gasolina,Usados,Peugeot,82 cv,19 102 km,Citadino,Manual,,75-UU-70,,Nacional
2257,2013,,Diesel,Usados,BMW,143 cv,118 626 km,Carrinha,Manual,,26-oe-25,Série 3,Nacional
2258,2015,Classe 1,Diesel,Usados,VW,190 cv,125 000 km,Carrinha,Automática,,,,
2259,2014,Classe 1,Diesel,Usados,Audi,170 cv,129 000 km,Carrinha,Manual,Sim,74-ZB-90,,
2260,2008,Classe 1,Diesel,Usados,Nissan,106 cv,96 100 km,SUV / TT,Manual,,,,
2261,2017,Classe 1,Gasolina,Usados,Smart,90 cv,35 000 km,Pequeno citadino,Automática,,,,
2262,2016,,Gasolina,Usados,MINI,231 cv,50 000 km,Coupé,,,,,
2263,2016,Classe 1,Diesel,Usados,Mercedes-Benz,130 cv,98 000 km,Utilitário,Manual,Sim,,Classe CLA,
2264,2013,Classe 1,Híbrido (Diesel),Usados,Peugeot,200 cv,122 000 km,Carrinha,Automática,,,,
2265,2017,,Gasolina,Usados,Renault,90 cv,36 550 km,Citadino,Manual,,51-TG-59,,Nacional
2266,2010,Classe 1,Gasolina,Usados,MINI,185 cv,132 000 km,Citadino,Manual,Sim,00-00-00,,
2267,2010,Classe 1,Diesel,Usados,SEAT,105 cv,164 000 km,Monovolume,Manual,,86-IX-90,,Nacional
2268,2017,,Diesel,Usados,Mercedes-Benz,170 cv,53 000 km,Carrinha,,,,Classe C,
2269,2016,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,49 356 km,Coupé,Automática,,,Classe C,Nacional
2270,2016,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,49 356 km,Coupé,Automática,,,Classe C,Nacional
2271,2014,Classe 1,Diesel,Usados,Peugeot,92 cv,196 070 km,Carrinha,Manual,Sim,,,Nacional
2272,2016,,Diesel,Usados,MINI,115 cv,99 800 km,Carrinha,Automática,,,,
2273,2015,Classe 1,Diesel,Usados,VW,110 cv,108 000 km,Carrinha,Manual,Sim,,,Nacional
2274,2014,Classe 1,Diesel,Usados,Audi,170 cv,129 000 km,Carrinha,Manual,Sim,74-ZB-90,,
2275,2007,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,235 000 km,Sedan,Manual,,,Classe C,Nacional
2276,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,98 000 km,SUV / TT,Manual,,,,
2277,2013,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,129 000 km,Sedan,Automática,Sim,,Classe E,
2278,2015,,Diesel,Usados,VW,110 cv,140 164 km,Utilitário,Manual,,54-ZT-82,,Importado
2279,2015,Classe 1,Diesel,Usados,VW,110 cv,108 000 km,Carrinha,Manual,Sim,,,Nacional
2280,2016,Classe 1,Diesel,Usados,BMW,120 cv,129 000 km,Monovolume,Manual,Sim,,Série 2,
2281,2009,Classe 1,Diesel,Usados,Audi,170 cv,284 817 km,Carrinha,Manual,Sim,,,Nacional
2282,2015,,Híbrido (Gasolina),Usados,Lexus,136 cv,81 000 km,Utilitário,Automática,Sim,,CT,Nacional
2283,1992,Classe 1,Gasolina,Usados,Mercedes-Benz,333 cv,144 400 km,Cabrio,Automática,,,Classe SL,Importado
2284,2014,Classe 1,Diesel,Usados,Peugeot,92 cv,196 070 km,Carrinha,Manual,Sim,,,Nacional
2285,2016,,Diesel,Usados,BMW,116 cv,55 000 km,Citadino,,,,Série 1,
2286,2007,,Gasolina,Usados,Toyota,75 cv,215 000 km,Citadino,,,,,
2287,2012,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,97 000 km,Utilitário,Manual,Sim,00-00-00,Classe A,
2288,2017,,Diesel,Usados,Peugeot,120 cv,78 000 km,SUV / TT,,,,,
2289,1981,Classe 1,Gasolina,Usados,Alfa Romeo,160 cv,114 000 km,Coupé,Manual,,,,Importado
2290,2014,,Diesel,Usados,Mercedes-Benz,204 cv,123 000 km,Coupé,,Sim,,Classe E,
2291,2013,Classe 1,Gasolina,Usados,Fiat,69 cv,107 052 km,Citadino,Manual,,46-NM-23,,Nacional
2292,2016,Classe 2,Híbrido (Gasolina),Usados,Porsche,450 cv,33 450 km,SUV / TT,Automática,,,,
2293,2016,Classe 1,Gasolina,Usados,Opel,90 cv,47 899 km,Citadino,Automática,,57-QT-55,,Nacional
2294,2007,Classe 1,Gasolina,Usados,MINI,174 cv,150 000 km,Citadino,Manual,,,,
2295,2014,Classe 1,Diesel,Usados,Kia,90 cv,111 000 km,Citadino,Manual,Sim,,,Nacional
2296,2011,Classe 1,Diesel,Usados,Opel,125 cv,162 000 km,Carrinha,Manual,,,,Nacional
2297,2014,Classe 1,Diesel,Usados,BMW,218 cv,111 000 km,Carrinha,Automática,,,Série 5,
2298,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,136 120 km,Carrinha,Manual,Sim,,,
2299,2018,,Diesel,Usados,Toyota,150 cv,26 500 km,SUV / TT,,Sim,,,
2300,2013,Classe 1,Gasolina,Usados,Ford,250 cv,107 000 km,Utilitário,Manual,,,,
2301,2015,Classe 1,Gasolina,Usados,Smart,71 cv,33 400 km,Pequeno citadino,Manual,,,,
2302,2012,,Diesel,Usados,Land Rover,150 cv,188 000 km,SUV / TT,,Sim,,,Nacional
2303,2016,Classe 1,Diesel,Usados,Mercedes-Benz,194 cv,159 500 km,Sedan,Automática,,,Classe E,Importado
2304,2017,Classe 1,Gasolina,Usados,Ford,125 cv,35 000 km,Utilitário,Manual,,05-TV-42,,Nacional
2305,2017,,Diesel,Usados,Opel,105 cv,8 000 km,Citadino,,,,,
2306,2016,Classe 1,Gasolina,Usados,Fiat,69 cv,69 208 km,Pequeno citadino,Manual,Sim,,,Nacional
2307,2016,,Diesel,Usados,Mercedes-Benz,115 cv,170 000 km,Carrinha,,,,,
2308,2011,,Diesel,Usados,Audi,177 cv,230 000 km,Sedan,Manual,,,,
2309,2004,,Diesel,Usados,Volvo,185 cv,162 000 km,SUV / TT,Automática,,,,Nacional
2310,2017,Classe 2,Híbrido (Gasolina),Usados,Porsche,416 cv,37 865 km,SUV / TT,Automática,Sim,88-TA-96,,Nacional
2311,2015,Classe 1,Diesel,Usados,Ford,120 cv,54 763 km,Carrinha,Manual,Sim,49-QD-88,,Nacional
2312,2017,Classe 1,Diesel,Usados,SEAT,115 cv,20 700 km,Carrinha,Manual,,00-00-00,,Nacional
2313,2014,,Diesel,Usados,Audi,245 cv,120 000 km,SUV / TT,,,,,
2314,2001,Classe 1,Diesel,Usados,Peugeot,90 cv,175 000 km,Citadino,Manual,,,,
2315,2014,Classe 1,Diesel,Usados,Ford,115 cv,77 925 km,Carrinha,Manual,Sim,,,Nacional
2316,2017,Classe 1,Gasolina,Usados,Ford,125 cv,35 000 km,Utilitário,Manual,,05-TV-42,,Nacional
2317,2015,Classe 1,Diesel,Usados,MINI,112 cv,77 952 km,Utilitário,Manual,,08-QL-37,,Nacional
2318,2015,Classe 1,Gasolina,Usados,Smart,71 cv,33 400 km,Pequeno citadino,Manual,,,,
2319,2010,Classe 1,Diesel,Usados,Renault,70 cv,200 500 km,Utilitário,Manual,,,,Nacional
2320,2017,,Diesel,Usados,Mercedes-Benz,170 cv,53 000 km,Carrinha,,,,Classe C,
2321,2013,Classe 1,Diesel,Usados,Audi,313 cv,112 000 km,Sedan,Automática,,42-NS-21,,Nacional
2322,2017,Classe 1,Diesel,Usados,SEAT,115 cv,20 700 km,Carrinha,Manual,,00-00-00,,Nacional
2323,2017,Classe 2,Híbrido (Gasolina),Usados,Porsche,416 cv,37 865 km,SUV / TT,Automática,Sim,88-TA-96,,Nacional
2324,2017,,Gasolina,Usados,Peugeot,69 cv,63 118 km,Pequeno citadino,Manual,,,,Nacional
2325,2019,Classe 1,Diesel,Usados,Volvo,150 cv,7 250 km,SUV / TT,Manual,Sim,,,Nacional
2326,2004,Classe 1,Diesel,Usados,BMW,218 cv,223 000 km,SUV / TT,Automática,,,Série X,Nacional
2327,2017,Classe 1,Diesel,Usados,Citroën,100 cv,60 000 km,Citadino,Manual,,,,Importado
2328,2015,Classe 1,Diesel,Usados,MINI,116 cv,143 000 km,Citadino,Automática,Sim,,,Importado
2329,2016,Classe 1,Híbrido (Diesel),Usados,Mercedes-Benz,231 cv,98 500 km,Sedan,Automática,,,Classe C,
2330,2010,,Diesel,Usados,BMW,143 cv,143 000 km,SUV / TT,,,,Série X,
2331,2008,,Diesel,Usados,BMW,177 cv,210 000 km,Carrinha,Manual,,,Série 3,Nacional
2332,2010,,Gasolina,Usados,Opel,85 cv,132 000 km,Citadino,Automática,,,,Nacional
2333,2019,,Eléctrico,Usados,Smart,82 cv,8 800 km,Pequeno citadino,Automática,,,,Nacional
2334,2016,,Diesel,Usados,Opel,95 cv,78 000 km,Citadino,Manual,,,,Nacional
2335,2015,Classe 1,Diesel,Usados,Citroën,120 cv,52 000 km,Monovolume,Automática,,,,Nacional
2336,2018,Classe 1,Diesel,Usados,Mazda,150 cv,52 000 km,SUV / TT,Manual,,,,Nacional
2337,2010,Classe 1,Gasolina,Usados,Honda,100 cv,105 000 km,Utilitário,Manual,,,,Nacional
2338,2016,,Diesel,Usados,Citroën,120 cv,133 000 km,Monovolume,Automática,,,,
2339,2011,Classe 1,Diesel,Usados,Opel,95 cv,200 000 km,Monovolume,Manual,,,,Nacional
2340,2011,Classe 1,Gasolina,Usados,Lancia,140 cv,75 000 km,Utilitário,Manual,,70LJ24,,Nacional
2341,2011,Classe 1,Diesel,Usados,Opel,95 cv,200 000 km,Monovolume,Manual,,,,Nacional
2342,2008,Classe 1,Diesel,Usados,Citroën,110 cv,230 000 km,Monovolume,Automática,,,,
2343,2004,Classe 1,GPL,Usados,Mercedes-Benz,163 cv,215 000 km,Cabrio,Manual,,,Classe SLK,
2344,2010,Classe 1,Diesel,Usados,Renault,64 cv,116 000 km,Citadino,,,,,
2345,2007,Classe 1,Diesel,Usados,Ford,110 cv,165 000 km,Carrinha,Manual,,87-DE-72,,Nacional
2346,2008,,Diesel,Usados,Dodge,140 cv,170 000 km,SUV / TT,Automática,,,,Nacional
2347,2013,Classe 1,Diesel,Usados,Toyota,90 cv,58 000 km,Carrinha,Manual,,,,Nacional
2348,2011,,Diesel,Usados,BMW,184 cv,281 000 km,Sedan,,,,Série 5,
2349,2014,Classe 1,GPL,Usados,Dacia,75 cv,117 000 km,Carrinha,Manual,,,,Nacional
2350,2017,Classe 1,Diesel,Usados,Volvo,190 cv,68 500 km,SUV / TT,Automática,,,,Nacional
2351,2014,Classe 1,Gasolina,Usados,VW,60 cv,13 700 km,Pequeno citadino,Manual,Sim,,,Nacional
2352,2013,,Diesel,Usados,Alfa Romeo,170 cv,135 000 km,Utilitário,Automática,Sim,,,
2353,2017,Classe 1,Diesel,Usados,BMW,116 cv,85 000 km,Utilitário,Manual,,,Série 1,Importado
2354,2011,,Gasolina,Usados,VW,265 cv,113 500 km,Coupé,Automática,,,,Importado
2355,2016,Classe 1,Diesel,Usados,Mercedes-Benz,258 cv,120 000 km,Sedan,Automática,,,Classe S,Nacional
2356,2018,Classe 2,Diesel,Usados,Volvo,190 cv,19 500 km,SUV / TT,Automática,Sim,26UJ96,,Nacional
2357,2016,,Diesel,Usados,Citroën,120 cv,133 000 km,Monovolume,Automática,,,,
2358,2014,Classe 1,Diesel,Usados,BMW,186 cv,143 000 km,Carrinha,Automática,,,Série 5,
2359,2017,Classe 1,Gasolina,Usados,Kia,84 cv,30 000 km,Citadino,Manual,,,,Nacional
2360,1981,Classe 1,Gasolina,Usados,BMW,200 cv,117 000 km,Coupé,Manual,,DR-09-91,,Nacional
2361,2016,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,113 011 km,Carrinha,Automática,,00-00-00,Classe CLA,
2362,2006,Classe 1,Gasolina,Usados,Peugeot,68 cv,146 000 km,Pequeno citadino,Manual,,,,Nacional
2363,2018,,Diesel,Usados,Audi,116 cv,42 642 km,Utilitário,Manual,Sim,90-UV-52,,Nacional
2364,2011,Classe 1,Diesel,Usados,Kia,90 cv,84 000 km,Utilitário,Manual,,,,Nacional
2365,2007,,Diesel,Usados,MINI,110 cv,180 000 km,Citadino,Manual,,23-EM-67,,Nacional
2366,2015,Classe 1,Diesel,Usados,MINI,90 cv,117 000 km,Utilitário,Manual,,61-om-52,,Nacional
2367,2011,Classe 1,Diesel,Usados,Alfa Romeo,105 cv,143 400 km,Utilitário,Manual,,,,
2368,2018,,Diesel,Usados,Audi,116 cv,42 642 km,Utilitário,Manual,Sim,90-UV-52,,Nacional
2369,2017,Classe 1,Diesel,Usados,Citroën,100 cv,60 000 km,Citadino,Manual,,,,Importado
2370,2016,Classe 1,Diesel,Usados,Mercedes-Benz,177 cv,113 011 km,Carrinha,Automática,,00-00-00,Classe CLA,
2371,2013,Classe 1,Diesel,Usados,Opel,95 cv,203 000 km,Citadino,Manual,,,,Nacional
2372,2008,,Gasolina,Usados,Fiat,69 cv,97 000 km,Pequeno citadino,Manual,,,,
2373,2013,Classe 1,Diesel,Usados,BMW,184 cv,114 200 km,Carrinha,Automática,,,Série 3,Importado
2374,2011,,Diesel,Usados,Suzuki,75 cv,132 000 km,Citadino,,,,,
2375,2018,Classe 1,Híbrido (Gasolina),Usados,Toyota,122 cv,40 000 km,SUV / TT,Automática,Sim,,,
2376,2019,Classe 1,Diesel,Usados,BMW,190 cv,5 500 km,Sedan,Automática,Sim,,Série 5,Nacional
2377,2017,Classe 1,Diesel,Usados,BMW,190 cv,54 500 km,Carrinha,Automática,,,Série 5,Nacional
2378,2017,Classe 1,Diesel,Usados,VW,75 cv,83 000 km,Citadino,Manual,Sim,,,Nacional
2379,2017,Classe 1,Diesel,Usados,Volvo,120 cv,98 960 km,Utilitário,Manual,,00-TS-00,,Nacional
2380,2017,Classe 1,Diesel,Usados,BMW,116 cv,87 000 km,Utilitário,Manual,Sim,,Série 1,Nacional
2381,2019,Classe 1,Diesel,Usados,Fiat,95 cv,31 750 km,Utilitário,Manual,Sim,,,Nacional
2382,2013,Classe 1,Diesel,Usados,Opel,95 cv,203 000 km,Citadino,Manual,,,,Nacional
2383,2015,,Diesel,Usados,Renault,110 cv,98 866 km,Carrinha,Manual,Sim,55QO58,,
2384,2017,Classe 1,Gasolina,Usados,Fiat,69 cv,69 700 km,Cabrio,Automática,,,,Nacional
2385,2019,Classe 1,Diesel,Usados,Fiat,95 cv,21 000 km,Carrinha,Manual,Sim,,,Nacional
2386,2017,Classe 1,Diesel,Usados,BMW,190 cv,54 500 km,Carrinha,Automática,,,Série 5,Nacional
2387,2011,Classe 1,Diesel,Usados,Audi,105 cv,208 000 km,Citadino,Manual,Sim,--MM -,,Nacional
2388,2019,Classe 1,Diesel,Usados,Fiat,95 cv,32 000 km,Carrinha,Manual,Sim,,,Nacional
2389,2016,Classe 1,Diesel,Usados,Opel,95 cv,68 600 km,Citadino,Manual,,28-RI-65,,Nacional
2390,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,24 000 km,Utilitário,Automática,,,Classe A,Nacional
2391,2007,,Diesel,Usados,Peugeot,110 cv,213 000 km,Citadino,,Sim,,,
2392,2010,Classe 1,Gasolina,Usados,BMW,272 cv,88 000 km,Coupé,Automática,,,Série 3,
2393,2017,Classe 1,Diesel,Usados,Mazda,105 cv,34 500 km,Utilitário,Manual,,,,Nacional
2394,2004,Classe 1,Gasolina,Usados,Maserati,400 cv,44 000 km,Sedan,Automática,Sim,,,Nacional
2395,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,13 000 km,Pequeno citadino,Manual,Sim,,,Nacional
2396,2016,Classe 1,Diesel,Usados,Ford,120 cv,92 000 km,Carrinha,Manual,Sim,73-RJ-90,,Nacional
2397,2016,Classe 1,Diesel,Usados,VW,120 cv,129 000 km,Carrinha,Automática,,,,Importado
2398,2017,Classe 1,Diesel,Usados,Audi,320 cv,74 000 km,Carrinha,Automática,,83-TB-99,,Nacional
2399,2015,,Diesel,Usados,Renault,110 cv,98 866 km,Carrinha,Manual,Sim,55QO58,,
2400,2018,Classe 1,Diesel,Usados,Fiat,95 cv,31 000 km,SUV / TT,Manual,Sim,,,Nacional
2401,2010,Classe 2,Diesel,Usados,Jeep,200 cv,65 000 km,SUV / TT,Automática,,,,
2402,2015,Classe 1,Gasolina,Usados,Jaguar,380 cv,158 000 km,Coupé,Automática,,,,Nacional
2403,2017,Classe 1,Diesel,Usados,Volvo,120 cv,98 960 km,Utilitário,Manual,,00-TS-00,,Nacional
2404,2002,Classe 1,Diesel,Usados,MINI,45 cv,257 000 km,Cabrio,Manual,,,,
2405,2015,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,229 500 km,Sedan,Automática,,,Classe E,
2406,2011,Classe 1,Diesel,Usados,Ford,140 cv,210 000 km,Monovolume,Manual,,,,Nacional
2407,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,21 000 km,Pequeno citadino,Manual,Sim,,,Nacional
2408,2018,Classe 1,Híbrido (Gasolina),Usados,BMW,365 cv,30 000 km,Coupé,Automática,,,Série i,
2409,2017,Classe 1,Diesel,Usados,Renault,110 cv,69 000 km,Carrinha,Automática,,,,
2410,2013,,Diesel,Usados,Renault,110 cv,120 124 km,Cabrio,Manual,,,,Nacional
2411,2015,,Diesel,Usados,Ford,75 cv,102 000 km,Citadino,,,,,
2412,2015,,Diesel,Usados,Nissan,110 cv,99 800 km,Utilitário,Manual,,,,
2413,2012,Classe 1,Diesel,Usados,Volvo,115 cv,176 744 km,Carrinha,Manual,,,,
2414,2019,Classe 1,Gasolina,Usados,Renault,90 cv,17 000 km,SUV / TT,Manual,,,,Nacional
2415,1998,,Diesel,Usados,Mercedes-Benz,125 cv,240 000 km,Carrinha,,,,Classe C,
2416,2016,,Diesel,Usados,Renault,110 cv,105 000 km,SUV / TT,Manual,,,,
2417,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,170 000 km,Carrinha,Manual,,,,Nacional
2418,2015,Classe 1,Gasolina,Usados,Jaguar,380 cv,158 000 km,Coupé,Automática,,,,Nacional
2419,2005,Classe 1,Gasolina,Usados,BMW,258 cv,304 000 km,Cabrio,Semi-automática,Sim,,Série 6,Importado
2420,2018,,Diesel,Usados,Nissan,110 cv,8 000 km,SUV / TT,Manual,,,,Nacional
2421,2016,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,51 000 km,Utilitário,Manual,,,Classe A,Nacional
2422,2019,Classe 1,Gasolina,Usados,Renault,90 cv,17 000 km,SUV / TT,Manual,,,,Nacional
2423,2015,,Diesel,Usados,Peugeot,120 cv,115 000 km,Carrinha,Manual,,,,
2424,2013,,Diesel,Usados,BMW,143 cv,117 000 km,Sedan,Automática,,,Série 3,Nacional
2425,2017,Classe 1,Diesel,Usados,Renault,90 cv,106 000 km,Utilitário,Manual,,,,
2426,2018,,Diesel,Usados,Audi,150 cv,34 494 km,Sedan,Manual,Sim,47UL44,,
2427,2010,Classe 1,Diesel,Usados,Renault,110 cv,220 000 km,Carrinha,Manual,,,,
2428,2014,,Gasolina,Usados,BMW,431 cv,50 000 km,Coupé,Automática,Sim,,Série 4,Nacional
2429,2015,Classe 1,Diesel,Usados,Mitsubishi,150 cv,126 000 km,SUV / TT,Manual,,,,
2430,2016,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,49 356 km,Coupé,Automática,,,Classe C,Nacional
2431,2016,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,49 356 km,Coupé,Automática,,,Classe C,Nacional
2432,2004,,Híbrido (Gasolina),Usados,Nissan,98 cv,146 000 km,Sedan,Manual,,,,Nacional
2433,2015,Classe 1,Gasolina,Usados,Bentley,520 cv,21 800 km,Coupé,Automática,,,,
2434,2015,Classe 1,Gasolina,Usados,MINI,136 cv,53 300 km,Citadino,Manual,,65-VZ-68,,
2435,2011,Classe 1,Diesel,Usados,Volvo,115 cv,139 000 km,Coupé,Manual,,,,Importado
2436,2015,,Gasolina,Usados,Renault,70 cv,63 000 km,Pequeno citadino,,,,,
2437,2018,,Diesel,Usados,Audi,150 cv,34 494 km,Sedan,Manual,Sim,47UL44,,
2438,2011,Classe 1,Diesel,Usados,Peugeot,112 cv,147 000 km,Carrinha,Manual,,01-TO-34,,
2439,2018,Classe 1,Diesel,Usados,Peugeot,130 cv,34 000 km,Carrinha,Manual,Sim,,,Nacional
2440,2011,,Diesel,Usados,Jaguar,200 cv,111 500 km,Sedan,Automática,,,,
2441,2016,Classe 1,Eléctrico,Usados,Nissan,100 cv,34 500 km,Utilitário,Automática,,,,Importado
2442,2008,Classe 1,Diesel,Usados,VW,140 cv,219 770 km,SUV / TT,Manual,,,,Nacional
