,Ano de Registo,Classe do veículo,Combustível,Condição,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
1303,2015,Classe 1,Gasolina,Usados,Smart,71 cv,91 964 km,Pequeno citadino,Automática,,,,Nacional
1304,2019,Classe 1,Diesel,Usados,Peugeot,130 cv,17 300 km,SUV / TT,Manual,,,,
1305,2015,Classe 1,Gasolina,Usados,Citroën,82 cv,53 271 km,Citadino,Manual,,,,Nacional
1306,2015,,Diesel,Usados,Nissan,110 cv,161 000 km,SUV / TT,Manual,Sim,00-00-00,,
1307,2012,,Diesel,Usados,SEAT,105 cv,144 000 km,Carrinha,Manual,Sim,,,Nacional
1308,2019,Classe 1,Gasolina,Usados,Opel,75 cv,9 650 km,Citadino,Manual,,,,
1309,2018,Classe 1,Eléctrico,Usados,Nissan,150 cv,22 500 km,Utilitário,Automática,,,,Nacional
1310,2019,,Diesel,Usados,Mercedes-Benz,122 cv,25 597 km,Sedan,Automática,,,Classe C,
1311,2015,,Diesel,Usados,Nissan,110 cv,161 000 km,SUV / TT,Manual,Sim,00-00-00,,
1312,2012,,Diesel,Usados,Kia,90 cv,104 524 km,Monovolume,Manual,,,,Nacional
1313,2019,,Diesel,Usados,Mercedes-Benz,194 cv,27 956 km,Carrinha,Automática,,,Classe C,
1314,2012,,Diesel,Usados,Porsche,245 cv,124 111 km,SUV / TT,Automática,Sim,,,
1315,2011,Classe 1,Diesel,Usados,Peugeot,112 cv,147 000 km,Carrinha,Manual,,01-TO-34,,
1316,2019,,Diesel,Usados,Mercedes-Benz,122 cv,26 359 km,Sedan,Automática,,,Classe C,
1317,2017,Classe 1,Gasolina,Usados,Audi,95 cv,89 091 km,Citadino,Manual,Sim,00-00-00,,
1318,2015,,Diesel,Usados,Renault,110 cv,116 590 km,Sedan,Manual,,,,Nacional
1319,2019,Classe 1,Diesel,Usados,Nissan,110 cv,28 km,SUV / TT,Manual,,,,
1320,2018,Classe 1,Eléctrico,Usados,Nissan,150 cv,22 500 km,Utilitário,Automática,,,,Nacional
1321,2011,Classe 1,Diesel,Usados,Peugeot,112 cv,147 000 km,Carrinha,Manual,,01-TO-34,,
1322,2015,Classe 1,Diesel,Usados,Renault,90 cv,84 847 km,Carrinha,Manual,Sim,97-XZ-74,,
1323,2015,,Diesel,Usados,Kia,128 cv,103 343 km,SUV / TT,Manual,,,,Nacional
1324,2013,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,142 381 km,Utilitário,Manual,Sim,57-XN-65,Classe A,
1325,2015,,Diesel,Usados,BMW,150 cv,93 986 km,Carrinha,Automática,Sim,,Série 2,Nacional
1326,2013,Classe 1,Diesel,Usados,VW,105 cv,171 656 km,Carrinha,Manual,Sim,,,Nacional
1327,2007,Classe 1,Gasolina,Usados,Renault,100 cv,177 577 km,Sedan,Manual,,,,Nacional
1328,2010,Classe 1,Diesel,Usados,MINI,112 cv,120 000 km,Citadino,Manual,,,,Nacional
1329,2018,Classe 1,Gasolina,Usados,Renault,90 cv,38 690 km,SUV / TT,Manual,,,,Nacional
1330,2017,Classe 1,Diesel,Usados,Renault,110 cv,171 034 km,Monovolume,Automática,Sim,00-00-00,,
1331,2015,Classe 1,Diesel,Usados,Renault,90 cv,25 000 km,Carrinha,Manual,,48-QC-47,,Nacional
1332,2016,,Diesel,Usados,Citroën,100 cv,126 851 km,Utilitário,Manual,,,,
1333,2016,Classe 1,Diesel,Usados,Opel,95 cv,77 000 km,Citadino,Manual,,58-RF-23,,Nacional
1334,2000,,Diesel,Usados,Mercedes-Benz,163 cv,336 000 km,SUV / TT,Automática,,,Classe M,Nacional
1335,2016,Classe 1,Diesel,Usados,Opel,134 cv,76 000 km,Monovolume,Manual,,35-QX-33,,Nacional
1336,2016,Classe 1,Diesel,Usados,Renault,110 cv,119 680 km,Carrinha,Manual,,,,
1337,2016,Classe 1,Diesel,Usados,Renault,110 cv,134 720 km,Utilitário,Manual,,,,
1338,2007,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,212 000 km,Monovolume,Automática,,,Classe A,Importado
1339,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 500 km,Utilitário,Automática,,,Classe A,Nacional
1340,2019,Classe 1,Gasolina,Usados,Mercedes-Benz,109 cv,1 200 km,Utilitário,Manual,Sim,,Classe A,Nacional
1341,2018,Classe 1,Gasolina,Usados,Opel,105 cv,21 000 km,Utilitário,Manual,,65-UE-51,,Nacional
1342,2012,Classe 1,Diesel,Usados,BMW,184 cv,252 000 km,Sedan,Automática,,,Série 3,Importado
1343,2011,Classe 1,Diesel,Usados,Opel,125 cv,128 220 km,Carrinha,Manual,,,,Nacional
1344,2018,Classe 1,Diesel,Usados,Opel,136 cv,21 000 km,SUV / TT,Manual,,71-UH-13,,Nacional
1345,2015,Classe 1,Gasolina,Usados,Smart,71 cv,91 964 km,Pequeno citadino,Automática,,,,Nacional
1346,2017,Classe 1,Híbrido (Gasolina),Usados,Toyota,136 cv,40 849 km,Carrinha,Automática,Sim,,,
1347,2004,Classe 1,Gasolina,Usados,VW,65 cv,190 000 km,Citadino,Manual,Sim,,,Nacional
1348,2010,,Gasolina,Usados,Ford,330 cv,27 682 km,Coupé,Manual,,,,
1349,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 500 km,Utilitário,Automática,,,Classe A,Nacional
1350,2016,Classe 1,Diesel,Usados,Fiat,120 cv,55 864 km,SUV / TT,Manual,Sim,61-RD-73,,Nacional
1351,2012,Classe 1,Diesel,Usados,Volvo,115 cv,177 000 km,Utilitário,Manual,,,,
1352,2010,Classe 1,Diesel,Usados,MINI,112 cv,120 000 km,Citadino,Manual,,,,Nacional
1353,2019,Classe 1,Diesel,Usados,Opel,102 cv,7 900 km,SUV / TT,Manual,,48-XA-66,,Nacional
1354,2012,Classe 1,Diesel,Usados,Citroën,110 cv,141 000 km,Utilitário,Manual,Sim,,,Nacional
1355,2008,Classe 1,Diesel,Usados,MINI,110 cv,156 000 km,Citadino,Manual,Sim,,,
1356,2015,,Diesel,Usados,Mercedes-Benz,170 cv,98 052 km,Carrinha,Automática,,,Classe C,
1357,2017,Classe 1,Diesel,Usados,Citroën,75 cv,48 000 km,Citadino,Manual,,54-TI89,,Nacional
1358,2016,Classe 1,Diesel,Usados,MINI,116 cv,42 000 km,Carrinha,Manual,,,,Nacional
1359,2019,Classe 1,Híbrido (Gasolina),Usados,MINI,224 cv,9 000 km,Utilitário,Semi-automática,Sim,,,
1360,2017,Classe 1,Diesel,Usados,Ford,150 cv,46 500 km,Monovolume,Automática,Sim,10-TE-08,,Nacional
1361,2015,Classe 1,Diesel,Usados,Citroën,150 cv,33 044 km,Sedan,Manual,Sim,,,Nacional
1362,2017,Classe 1,Diesel,Usados,Ford,150 cv,46 500 km,Monovolume,Automática,Sim,10-TE-08,,Nacional
1363,2010,,Gasolina,Usados,Ford,330 cv,27 682 km,Coupé,Manual,,,,
1364,2009,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,203 000 km,Sedan,Manual,,,Classe E,
1365,2015,Classe 1,Diesel,Usados,Mercedes-Benz,136 cv,157 000 km,Carrinha,Manual,,,Classe C,Importado
1366,2018,Classe 1,Diesel,Usados,BMW,116 cv,23 219 km,Citadino,Automática,Sim,76-XI-32,Série 1,
1367,2000,Classe 1,Gasolina,Usados,Mercedes-Benz,370 cv,165 000 km,Coupé,Automática,Sim,,Classe CL,Nacional
1368,2007,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,212 000 km,Monovolume,Automática,,,Classe A,Importado
1369,2013,Classe 1,Diesel,Usados,BMW,184 cv,150 000 km,Citadino,Manual,,,Série 1,
1370,2016,Classe 1,Diesel,Usados,Volvo,120 cv,111 415 km,Carrinha,Manual,,,,
1371,2010,,Diesel,Usados,Volvo,110 cv,100 000 km,Carrinha,,,,,
1372,2010,Classe 1,Diesel,Usados,SEAT,105 cv,166 000 km,Monovolume,Manual,,,,Nacional
1373,2015,Classe 1,Gasolina,Usados,SEAT,75 cv,63 744 km,Citadino,Manual,,,,Nacional
1374,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 200 km,Utilitário,Automática,,,Classe B,Nacional
1375,2010,Classe 1,Diesel,Usados,Citroën,110 cv,187 000 km,Monovolume,Automática,Sim,00-00-00,,Nacional
1376,1974,Classe 1,Gasolina,Usados,BMW,145 cv,93 000 km,Sedan,Manual,,,Série 5,Nacional
1377,2015,Classe 1,Diesel,Usados,BMW,116 cv,68 000 km,Carrinha,Manual,,,Série 3,Nacional
1378,2019,Classe 1,Diesel,Usados,BMW,190 cv,400 km,Sedan,Automática,,,Série 4,
1379,2010,Classe 1,Diesel,Usados,Audi,105 cv,159 000 km,Utilitário,Manual,Sim,00-00-00,,Nacional
1380,2010,,Diesel,Usados,Volvo,110 cv,100 000 km,Carrinha,,,,,
1381,2017,,Diesel,Usados,SEAT,115 cv,69 000 km,Citadino,Manual,,09-ZJ-69,,Importado
1382,2016,Classe 1,Diesel,Usados,Renault,90 cv,60 000 km,SUV / TT,Manual,Sim,,,
1383,2015,,Híbrido (Diesel),Usados,Peugeot,200 cv,120 000 km,Carrinha,Automática,Sim,00-ZP-97,,Importado
1384,2019,Classe 1,Diesel,Usados,BMW,150 cv,150 km,Sedan,Automática,,,Série 4,Nacional
1385,2019,Classe 1,Diesel,Usados,BMW,190 cv,600 km,Sedan,Automática,,,Série 4,
1386,2010,Classe 1,Diesel,Usados,Citroën,110 cv,223 000 km,Utilitário,Manual,,,,Nacional
1387,2018,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,8 000 km,SUV / TT,Manual,,,Classe GLA,Importado
1388,2011,Classe 1,Diesel,Usados,Opel,160 cv,184 770 km,Carrinha,Manual,,,,Importado
1389,2015,,Diesel,Usados,Volvo,115 cv,86 112 km,Sedan,Manual,,,,
1390,2014,Classe 1,Diesel,Usados,Peugeot,120 cv,54 300 km,Monovolume,Automática,Sim,,,Nacional
1391,2015,Classe 1,Diesel,Usados,Ford,115 cv,109 000 km,Carrinha,Manual,Sim,00-00-00,,Nacional
1392,2006,,GPL,Usados,Mercedes-Benz,388 cv,219 500 km,Sedan,,,,Classe S,
1393,2010,Classe 1,Diesel,Usados,Audi,170 cv,198 000 km,Carrinha,Manual,Sim,00-00-00,,Nacional
1394,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 300 km,Utilitário,Manual,,,Classe A,Nacional
1395,2017,,Diesel,Usados,BMW,190 cv,39 309 km,Carrinha,Automática,Sim,,Série 3,Nacional
1396,2014,Classe 1,Diesel,Usados,Peugeot,120 cv,54 300 km,Monovolume,Automática,Sim,,,Nacional
1397,2009,Classe 1,Gasolina,Usados,Audi,211 cv,34 836 km,Cabrio,Automática,,,,Nacional
1398,2016,Classe 1,Diesel,Usados,Renault,90 cv,60 000 km,SUV / TT,Manual,Sim,,,
1399,2013,Classe 1,Diesel,Usados,Opel,95 cv,139 440 km,Carrinha,Manual,,00-00-00,,Nacional
1400,2014,Classe 1,Diesel,Usados,Audi,120 cv,178 000 km,Sedan,Manual,,,,Nacional
1401,2016,,Diesel,Usados,Renault,110 cv,91 313 km,Monovolume,Manual,,,,
1402,2010,,Diesel,Usados,BMW,245 cv,190 000 km,Sedan,,,,Série 5,
1403,2000,,Diesel,Usados,SEAT,130 cv,180 000 km,Monovolume,Manual,,,,Nacional
1404,2015,,Diesel,Usados,BMW,190 cv,70 000 km,Sedan,Manual,,,Série 3,
1405,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,1 900 km,Utilitário,Automática,,,Classe A,Nacional
1406,2013,,Diesel,Usados,BMW,163 cv,103 402 km,Carrinha,Manual,,,Série 3,
1407,2016,Classe 1,Diesel,Usados,Nissan,130 cv,34 000 km,SUV / TT,Automática,,,,
1408,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 600 km,Sedan,Manual,,,Classe CLA,Nacional
1409,2009,Classe 1,Gasolina,Usados,Audi,211 cv,34 836 km,Cabrio,Automática,,,,Nacional
1410,2016,Classe 1,Diesel,Usados,Skoda,110 cv,179 000 km,Carrinha,Manual,Sim,00-00-00,,Nacional
1411,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 400 km,Utilitário,Automática,,,Classe A,Nacional
1412,2015,,Diesel,Usados,Renault,110 cv,88 438 km,Carrinha,Manual,Sim,,,Nacional
1413,2019,Classe 1,Diesel,Usados,BMW,116 cv,300 km,SUV / TT,Automática,,,Série X,Nacional
1414,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 500 km,Utilitário,Automática,,,Classe A,Nacional
1415,2011,Classe 1,Diesel,Usados,VW,140 cv,185 000 km,Carrinha,Manual,Sim,00-00-00,,Nacional
1416,2019,Classe 1,Diesel,Usados,BMW,190 cv,300 km,Sedan,Automática,,,Série 4,
1417,2019,Classe 1,Gasolina,Usados,Mercedes-Benz,109 cv,2 100 km,Utilitário,Manual,,,Classe A,Nacional
1418,2016,,Diesel,Usados,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,Sim,13-ZI-41,Classe CLA,
1419,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 100 km,Utilitário,Manual,,,Classe A,Nacional
1420,2020,Classe 1,Diesel,Usados,BMW,116 cv,1 000 km,Utilitário,Manual,,,Série 1,Nacional
1421,2018,Classe 1,Diesel,Usados,Renault,90 cv,10 km,Carrinha,Manual,,,,Nacional
1422,2019,Classe 1,Diesel,Usados,Nissan,115 cv,250 km,SUV / TT,Manual,,,,Nacional
1423,2019,Classe 1,Diesel,Usados,BMW,116 cv,500 km,SUV / TT,Automática,,,Série X,Nacional
1424,2019,,Gasolina,Usados,Renault,90 cv,1 800 km,Citadino,Manual,,,,Nacional
1425,2017,Classe 1,Gasolina,Usados,VW,115 cv,22 000 km,Carrinha,Manual,,,,Importado
1426,2017,Classe 1,Gasolina,Usados,BMW,136 cv,31 000 km,Carrinha,Manual,,,Série 3,Importado
1427,2018,Classe 1,Gasolina,Usados,BMW,136 cv,25 000 km,Carrinha,Manual,,,Série 3,Importado
1428,2015,Classe 1,Diesel,Usados,Peugeot,75 cv,68 300 km,Carrinha,Manual,,,,Nacional
1429,2019,Classe 1,Diesel,Usados,BMW,116 cv,500 km,SUV / TT,Automática,,,Série X,Nacional
1430,2019,Classe 2,Diesel,Usados,Nissan,160 cv,2 000 km,SUV / TT,Manual,,,,Nacional
1431,2012,,Diesel,Usados,MINI,112 cv,91 750 km,Citadino,Manual,,,,
1432,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 100 km,Utilitário,Automática,,,Classe A,Nacional
1433,2016,Classe 1,Gasolina,Usados,BMW,136 cv,53 000 km,Sedan,Manual,,,Série 3,Importado
1434,2017,Classe 1,Gasolina,Usados,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
1435,2015,Classe 1,Diesel,Usados,Peugeot,75 cv,68 300 km,Carrinha,Manual,,,,Nacional
1436,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,1 800 km,Utilitário,Automática,,,Classe A,Nacional
1437,2016,Classe 1,Diesel,Usados,BMW,116 cv,52 000 km,Utilitário,Automática,,,Série 1,Nacional
1438,2015,Classe 1,Diesel,Usados,Citroën,120 cv,60 000 km,Utilitário,Manual,Sim,00-00-00,,Nacional
1439,2019,Classe 1,Diesel,Usados,BMW,116 cv,400 km,SUV / TT,Automática,,,Série X,Nacional
1440,2017,Classe 1,Gasolina,Usados,VW,115 cv,25 000 km,Carrinha,Manual,,,,Importado
1441,2017,Classe 1,Gasolina,Usados,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
1442,2019,Classe 1,Diesel,Usados,Mercedes-Benz,160 cv,12 000 km,Sedan,Automática,,,Classe C,Nacional
1443,2015,,Diesel,Usados,Renault,110 cv,88 438 km,Carrinha,Manual,Sim,,,Nacional
1444,2015,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,40 000 km,SUV / TT,Manual,,,Classe GLA,Nacional
1445,2018,Classe 1,Gasolina,Usados,SEAT,75 cv,22 000 km,Citadino,Manual,,,,
1446,2019,Classe 1,Diesel,Usados,BMW,190 cv,300 km,Sedan,Automática,,,Série 4,
1447,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 200 km,Utilitário,Manual,,,Classe A,Nacional
1448,2016,,Diesel,Usados,Mercedes-Benz,110 cv,107 000 km,Sedan,Automática,Sim,13-ZI-41,Classe CLA,
1449,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 300 km,Sedan,Manual,,,,Nacional
1450,2019,Classe 1,Gasolina,Usados,Mercedes-Benz,163 cv,2 300 km,Utilitário,Automática,,,Classe A,Nacional
1451,2008,,Diesel,Usados,VW,105 cv,204 415 km,Carrinha,Manual,,,,Nacional
1452,2015,,Diesel,Usados,VW,110 cv,88 500 km,Carrinha,Manual,,,,
1453,2010,Classe 1,Diesel,Usados,Renault,110 cv,152 000 km,Carrinha,Manual,Sim,00-00-00,,Nacional
1454,2015,Classe 1,Diesel,Usados,Renault,110 cv,103 777 km,Utilitário,Manual,,,,
1455,2014,Classe 1,Gasolina,Usados,Ford,125 cv,103 374 km,Utilitário,Manual,Sim,,,
1456,2015,Classe 1,Diesel,Usados,Volvo,115 cv,111 200 km,Utilitário,Manual,Sim,,,Nacional
1457,2016,Classe 1,Diesel,Usados,Hyundai,136 cv,28 000 km,Utilitário,Manual,Sim,00-00-00,,Nacional
1458,2015,,Diesel,Usados,BMW,163 cv,101 000 km,SUV / TT,Manual,,,Série X,Nacional
1459,2012,,Diesel,Usados,Mercedes-Benz,170 cv,330 000 km,Sedan,Automática,,,,
1460,2019,Classe 1,Diesel,Usados,Citroën,130 cv,100 km,Monovolume,Automática,,,,Nacional
1461,2018,Classe 1,Diesel,Usados,Fiat,95 cv,39 854 km,Carrinha,Manual,,,,Nacional
1462,2018,Classe 1,Diesel,Usados,Ford,120 cv,41 000 km,Carrinha,Manual,Sim,89-VU-22,,Nacional
1463,2015,,Diesel,Usados,VW,150 cv,89 239 km,Monovolume,Manual,Sim,09QP92,,
1464,2011,Classe 1,Diesel,Usados,Audi,177 cv,132 000 km,Carrinha,Automática,Sim,,,Nacional
1465,2016,,Diesel,Usados,VW,75 cv,39 560 km,Citadino,Manual,Sim,03SB35,,
1466,2006,Classe 1,Diesel,Usados,Audi,140 cv,172 000 km,Sedan,Automática,Sim,00-00-00,,Nacional
1467,2015,,Diesel,Usados,BMW,163 cv,101 000 km,SUV / TT,Manual,,,Série X,Nacional
1468,2018,Classe 1,Diesel,Usados,Mercedes-Benz,136 cv,16 000 km,Carrinha,Manual,,,Classe C,Importado
1469,2019,Classe 1,Gasolina,Usados,Citroën,82 cv,27 000 km,Utilitário,Automática,,,,Nacional
1470,2018,,Diesel,Usados,Volvo,190 cv,24 510 km,Sedan,Automática,,,,
1471,2014,,Diesel,Usados,Audi,136 cv,80 500 km,Carrinha,Manual,Sim,,,
1472,2019,Classe 2,Diesel,Usados,Mitsubishi,154 cv,130 km,SUV / TT,Manual,,,,Nacional
1473,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,11 000 km,Utilitário,Automática,,,Classe A,Importado
1474,2010,Classe 1,Diesel,Usados,VW,105 cv,160 000 km,Utilitário,Manual,,,,
1475,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,14 332 km,Cabrio,Manual,,,,Nacional
1476,2015,Classe 1,Diesel,Usados,Audi,110 cv,75 000 km,Utilitário,Manual,,,,Nacional
1477,2015,Classe 1,Diesel,Usados,SEAT,105 cv,36 000 km,Carrinha,Manual,,66-PZ-37,,Nacional
1478,2014,,Diesel,Usados,Nissan,109 cv,103 482 km,SUV / TT,Manual,,,,
1479,1998,,Diesel,Usados,BMW,136 cv,297 000 km,Sedan,,,,Série 3,
1480,2015,Classe 1,Diesel,Usados,SEAT,105 cv,36 000 km,Carrinha,Manual,,66-PZ-37,,Nacional
1481,2019,Classe 1,Diesel,Novos,Mazda,105 cv,50 km,Sedan,Manual,,,,
1482,2019,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,2 200 km,Utilitário,Manual,,,,Nacional
1483,2018,Classe 1,Diesel,Usados,Opel,134 cv,18 000 km,Monovolume,Manual,,,,Nacional
1484,2014,Classe 1,Diesel,Usados,BMW,184 cv,94 000 km,Coupé,Manual,,82/ZR/40,Série 1,Importado
1485,2014,Classe 1,Gasolina,Usados,Ford,125 cv,103 374 km,Utilitário,Manual,Sim,,,
1486,2014,Classe 1,Gasolina,Usados,Bentley,500 cv,28 000 km,Cabrio,Automática,,,,
1487,2019,,Diesel,Usados,MINI,116 cv,24 370 km,Cabrio,,,,,
1488,2014,,Diesel,Usados,Volvo,115 cv,119 750 km,Utilitário,Manual,,,,
1489,2014,Classe 1,Diesel,Usados,BMW,184 cv,94 000 km,Coupé,Manual,,82/ZR/40,Série 1,Importado
1490,2015,Classe 1,Diesel,Usados,SEAT,105 cv,114 000 km,Carrinha,Automática,Sim,00-00-00,,Nacional
1491,2015,Classe 1,Gasolina,Usados,Smart,71 cv,45 000 km,Pequeno citadino,Manual,,,,
1492,2017,,Gasolina,Usados,Renault,90 cv,25 534 km,SUV / TT,Manual,,90-SV-49,,Nacional
1493,2017,,Diesel,Usados,SEAT,110 cv,122 935 km,Carrinha,Manual,Sim,80TE17,,
1494,2015,,Diesel,Usados,Mercedes-Benz,170 cv,170 000 km,Carrinha,,,,Classe C,
1495,2015,,Diesel,Usados,VW,120 cv,140 355 km,Carrinha,Manual,,65-QE-43,,Nacional
1496,2015,,Diesel,Usados,VW,75 cv,100 674 km,Citadino,Manual,Sim,42PS88,,
1497,2015,Classe 1,Diesel,Usados,VW,150 cv,62 596 km,Carrinha,Manual,Sim,,,Nacional
1498,2017,,Gasolina,Usados,Hyundai,75 cv,33 247 km,Citadino,Manual,Sim,95TB54,,
1499,2016,,Diesel,Usados,Nissan,110 cv,57 492 km,SUV / TT,Manual,Sim,41RM76,,
1500,2017,,Diesel,Usados,Volvo,190 cv,51 037 km,Carrinha,Automática,Sim,75UA21,,
1501,2013,Classe 1,Diesel,Usados,Peugeot,115 cv,100 650 km,SUV / TT,Manual,,,,Nacional
1502,2017,,Gasolina,Usados,Renault,90 cv,25 000 km,Carrinha,Manual,,65-TF-19,,Nacional
1503,2016,Classe 1,Gasolina,Usados,Honda,100 cv,35 987 km,Utilitário,Manual,Sim,,,
1504,2017,,Diesel,Usados,Renault,110 cv,25 829 km,Carrinha,Manual,,27-TI-45,,Nacional
1505,2017,Classe 1,Diesel,Usados,Peugeot,120 cv,78 000 km,Carrinha,Manual,,,,
1506,2015,,Diesel,Usados,Citroën,115 cv,78 600 km,Utilitário,Manual,Sim,20PV51,,
1507,2018,,Gasolina,Usados,Fiat,69 cv,20 000 km,Cabrio,Automática,,,,Nacional
1508,2017,,Gasolina,Usados,Renault,90 cv,29 785 km,Citadino,Manual,,77-TC-56,,Nacional
1509,2016,,Gasolina,Usados,VW,115 cv,44 000 km,Citadino,,,,,
1510,2015,,Diesel,Usados,Toyota,90 cv,84 029 km,Utilitário,Manual,Sim,47QO35,,
1511,2016,Classe 1,Gasolina,Usados,Honda,100 cv,35 987 km,Utilitário,Manual,Sim,,,
1512,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,33 895 km,Pequeno citadino,Manual,,,,Nacional
1513,2018,,Gasolina,Usados,Smart,90 cv,10 000 km,Cabrio,Manual,Sim,27-VA-53,,Nacional
1514,2015,,Diesel,Usados,VW,150 cv,89 239 km,Monovolume,Manual,Sim,09QP92,,
1515,2016,,Diesel,Usados,VW,75 cv,39 560 km,Citadino,Manual,Sim,03SB35,,
1516,2015,Classe 1,Diesel,Usados,Mercedes-Benz,258 cv,225 000 km,Sedan,Automática,,,Classe S,
1517,2015,,Diesel,Usados,VW,90 cv,82 956 km,Utilitário,Manual,Sim,55PU80,,
1518,2015,,Diesel,Usados,Mercedes-Benz,170 cv,170 000 km,Carrinha,,,,Classe C,
1519,2018,,Diesel,Usados,Peugeot,100 cv,113 978 km,Carrinha,Manual,,64-UM-28,,Nacional
1520,2017,,Diesel,Usados,Peugeot,120 cv,28 588 km,Carrinha,Manual,,54-SS-78,,Nacional
1521,2018,,Diesel,Usados,Fiat,95 cv,50 000 km,SUV / TT,Manual,,,,Nacional
1522,2015,Classe 1,Diesel,Usados,Mercedes-Benz,258 cv,225 000 km,Sedan,Automática,,,Classe S,
1523,2016,,Gasolina,Usados,Smart,71 cv,55 677 km,Coupé,Manual,Sim,12RV56,,
1524,2016,,Diesel,Usados,SEAT,110 cv,124 708 km,Carrinha,Manual,Sim,55RZ67,,
1525,2018,,Diesel,Usados,Fiat,95 cv,39 000 km,SUV / TT,Manual,,,,Nacional
1526,2013,,Diesel,Usados,Fiat,95 cv,68 171 km,Pequeno citadino,Manual,,,,
1527,2000,,Gasolina,Usados,Audi,180 cv,138 000 km,Cabrio,Manual,,,,
1528,2018,,Gasolina,Usados,Smart,90 cv,10 000 km,Cabrio,Manual,Sim,27-VA-53,,Nacional
1529,2016,Classe 1,Diesel,Usados,BMW,231 cv,49 575 km,SUV / TT,Automática,Sim,,Série X,Nacional
1530,2018,,Diesel,Usados,Volvo,190 cv,32 750 km,Carrinha,Automática,Sim,81UF70,,
1531,1999,,Diesel,Usados,Land Rover,180 cv,175 000 km,SUV / TT,,,,,
1532,2018,,Diesel,Usados,Audi,190 cv,44 555 km,Coupé,Automática,Sim,71US38,,
1533,2018,,Diesel,Usados,Fiat,95 cv,40 000 km,Monovolume,Manual,,,,Nacional
1534,2018,Classe 1,Gasolina,Usados,VW,60 cv,38 478 km,Pequeno citadino,Manual,,,,Nacional
1535,2018,,Gasolina,Usados,Peugeot,130 cv,31 745 km,SUV / TT,Automática,Sim,,,
1536,2019,,Gasolina,Usados,Fiat,69 cv,10 000 km,Pequeno citadino,Manual,,,,Nacional
1537,2016,,Gasolina,Usados,Renault,90 cv,40 000 km,Citadino,Manual,,32-RL-77,,Nacional
1538,2005,Classe 1,Diesel,Usados,VW,75 cv,226 258 km,Citadino,Manual,,,,Nacional
1539,2014,Classe 1,Diesel,Usados,BMW,116 cv,138 611 km,SUV / TT,Manual,,,Série X,Nacional
1540,2017,Classe 1,Diesel,Usados,BMW,150 cv,80 000 km,SUV / TT,Automática,,,Série X,
1541,2016,,Gasolina,Usados,Renault,90 cv,40 000 km,Citadino,Manual,,32-RL-77,,Nacional
1542,2014,Classe 1,Híbrido (Diesel),Usados,Volvo,285 cv,189 900 km,Carrinha,Automática,,,,Importado
1543,2006,Classe 1,Gasolina,Usados,Toyota,67 cv,169 000 km,Citadino,Manual,,,,
1544,2015,,Diesel,Usados,Mercedes-Benz,109 cv,55 022 km,Carrinha,Manual,Sim,99QQ48,Classe CLA,
1545,2018,,Diesel,Usados,Nissan,110 cv,11 000 km,SUV / TT,Manual,Sim,81-VQ-17,,Nacional
1546,2019,,Diesel,Usados,BMW,190 cv,17 795 km,Sedan,Semi-automática,Sim,89-XE-73,Série 3,Nacional
1547,2019,Classe 1,Gasolina,Usados,Mitsubishi,105 cv,21 833 km,SUV / TT,Manual,,,,Nacional
1548,2019,,Diesel,Usados,BMW,190 cv,17 795 km,Sedan,Semi-automática,Sim,89-XE-73,Série 3,Nacional
1549,2014,Classe 1,Diesel,Usados,Renault,90 cv,100 750 km,Carrinha,Automática,,,,Nacional
1550,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,22 303 km,Cabrio,Automática,,,,Nacional
1551,2019,,Diesel,Usados,BMW,190 cv,14 442 km,SUV / TT,Automática,,,Série X,
1552,2008,,Gasolina,Usados,Honda,57 cv,196 030 km,Citadino,,,,,
