,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Série,Tipo de Caixa,Matrícula,Origem,Valor Fixo
2351,2010,Classe 1,Gasolina,Usados,8073514953,Peugeot,68 cv,92 300 km,Pequeno citadino,,Manual,,,
2352,2002,Classe 1,Diesel,Usados,8071659359,Smart,41 cv,210 000 km,Pequeno citadino,,Automática,,,
2353,2013,Classe 1,Diesel,Usados,8068694568,Jaguar,200 cv,98 000 km,Sedan,,Automática,00-00-00,,
2354,2015,,Diesel,Usados,8074239735,Opel,95 cv,129 900 km,Utilitário,,Manual,16-QC-78,Nacional,
2355,2019,,Diesel,Usados,8074469549,Peugeot,102 cv,8 067 km,SUV / TT,,Manual,01-XQ-39,Nacional,
2356,2014,,Diesel,Usados,8075595232,SEAT,184 cv,141 000 km,Utilitário,,Manual,,,Sim
2357,2011,Classe 1,Diesel,Usados,8074682674,BMW,184 cv,187 000 km,Carrinha,Série 5,Automática,00-00-00,Nacional,
2358,2009,,Gasolina,Usados,8073959393,Audi,265 cv,87 000 km,Sedan,,Manual,,Nacional,
2359,2013,Classe 1,Diesel,Usados,8072091988,Mercedes-Benz,136 cv,188 000 km,Utilitário,Classe A,Manual,,,
2360,2013,Classe 1,Diesel,Usados,8072372239,BMW,184 cv,170 000 km,Coupé,Série 4,Automática,,Importado,Sim
2361,2011,Classe 1,Diesel,Usados,8073141618,Alfa Romeo,95 cv,116 230 km,Utilitário,,Manual,,,Sim
2362,2011,Classe 1,Diesel,Usados,8073269001,Mercedes-Benz,113 cv,226 000 km,Carrinha,,Manual,,,Sim
2363,2013,Classe 1,Diesel,Usados,8063926672,Opel,125 cv,188 000 km,Carrinha,,Manual,,,
2364,2015,Classe 1,Diesel,Usados,8074232255,Mercedes-Benz,115 cv,111 000 km,Coupé,Classe CLA,Manual,,,
2365,2002,,Diesel,Usados,8075627211,Mercedes-Benz,116 cv,188 000 km,Sedan,Classe C,,,,
2366,2017,Classe 1,Gasolina,Usados,8059746685,Fiat,69 cv,67 947 km,Pequeno citadino,,Manual,55-TF-15,Nacional,
2367,2013,Classe 1,Diesel,Usados,8072372239,BMW,184 cv,170 000 km,Coupé,Série 4,Automática,,Importado,Sim
2368,2008,Classe 1,Diesel,Usados,8073472621,BMW,143 cv,234 267 km,Carrinha,Série 3,Manual,,Nacional,Sim
2369,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,,Manual,94QJ98,,Sim
2370,2015,Classe 1,Diesel,Usados,8073988344,Renault,90 cv,66 000 km,Citadino,,Manual,,Nacional,
2371,2015,,Diesel,Usados,8073470626,Renault,90 cv,159 609 km,Citadino,,Manual,,,
2372,2016,Classe 1,Diesel,Usados,8062410999,Renault,110 cv,168 323 km,Monovolume,,Manual,,,Sim
2373,2013,Classe 1,Diesel,Usados,8074231826,Opel,130 cv,140 000 km,Carrinha,,Manual,,Nacional,
2374,2008,,Diesel,Usados,8071609317,VW,140 cv,198 000 km,SUV / TT,,,,,
2375,2011,Classe 1,Diesel,Usados,8073141618,Alfa Romeo,95 cv,116 230 km,Utilitário,,Manual,,,Sim
2376,2005,,Gasolina,Usados,8074236104,Smart,82 cv,173 000 km,Cabrio,,,,,
2377,2015,,Diesel,Usados,8071834708,Peugeot,150 cv,150 000 km,Utilitário,,Automática,,,
2378,2013,,Diesel,Usados,8074230968,Citroën,120 cv,150 000 km,Monovolume,,,,,
2379,2015,Classe 1,Diesel,Usados,8074233633,Nissan,130 cv,47 500 km,SUV / TT,,Manual,,Nacional,Sim
2380,2000,Classe 2,Diesel,Usados,8072288267,Jeep,140 cv,192 039 km,SUV / TT,,Automática,,,Sim
2381,2008,Classe 1,Diesel,Usados,8074678905,Skoda,75 cv,200 000 km,Carrinha,,Manual,,Nacional,Sim
2382,2014,,Diesel,Usados,8072673853,Volvo,190 cv,55 000 km,Sedan,,Automática,,Nacional,
2383,2012,,Diesel,Usados,8074233781,Audi,77 cv,88 700 km,Citadino,,,,,
2384,2011,,Gasolina,Usados,8065632475,Peugeot,200 cv,99 850 km,Coupé,,,,,
2385,2000,Classe 1,Gasolina,Usados,8074227208,BMW,105 cv,183 000 km,Coupé,Série 3,Manual,,Nacional,
2386,2002,Classe 1,Diesel,Usados,8066499104,Audi,180 cv,220 000 km,Carrinha,,Manual,,Nacional,
2387,2019,,Diesel,Usados,8074236252,Mercedes-Benz,116 cv,14 500 km,Sedan,,Automática,,,
2388,2016,Classe 1,Diesel,Usados,8064881927,Kia,140 cv,68 000 km,Sedan,,Automática,89-XJ-86,Importado,
2389,2011,Classe 1,Diesel,Usados,8065342457,Audi,170 cv,205 000 km,Coupé,,Manual,,,
2390,2007,,Diesel,Usados,8073469323,Mitsubishi,170 cv,330 000 km,SUV / TT,,Automática,,,
2391,2013,,Diesel,Usados,8074233471,Ford,115 cv,157 670 km,Carrinha,,,,,
2392,2015,,Híbrido (Gasolina),Usados,8061170703,Porsche,416 cv,191 000 km,SUV / TT,,,,,Sim
2393,2008,Classe 1,Diesel,Usados,8074233465,Mazda,140 cv,181 000 km,Carrinha,,Manual,,Nacional,
2394,2002,,Diesel,Usados,8075627211,Mercedes-Benz,116 cv,188 000 km,Sedan,Classe C,,,,
2395,2016,Classe 1,Diesel,Usados,8074233922,BMW,116 cv,128 700 km,Utilitário,Série 1,Manual,,,
2396,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,,Manual,94QJ98,,Sim
2397,2003,,Gasolina,Usados,8074233258,VW,75 cv,153 431 km,Utilitário,,,,,Sim
2398,2016,Classe 1,Diesel,Usados,8070399822,Citroën,100 cv,65 000 km,Utilitário,,Manual,,Nacional,
2399,2012,Classe 1,Diesel,Usados,8073473922,BMW,184 cv,101 000 km,Carrinha,Série 3,Manual,,Nacional,
2400,2016,Classe 1,Diesel,Usados,8069114448,Citroën,120 cv,116 000 km,Monovolume,,Automática,00-00-00,,
2401,2017,,Eléctrico,Usados,8073799694,Renault,92 cv,17 000 km,Pequeno citadino,,Automática,,,Sim
2402,2000,,Gasolina,Usados,8074226454,BMW,400 cv,173 000 km,Sedan,serie-m,Manual,,,
2403,2015,Classe 1,Diesel,Usados,8069971254,Citroën,92 cv,114 000 km,Citadino,,Manual,00-00-00,,
2404,2015,Classe 1,Diesel,Usados,8073386907,SEAT,150 cv,156 000 km,Monovolume,,Automática,,,Sim
2405,2015,Classe 1,Gasolina,Usados,8037792530,Mercedes-Benz,367 cv,39 500 km,Sedan,Classe C,Automática,,Nacional,
2406,2015,Classe 1,Diesel,Usados,8070994393,Toyota,90 cv,136 000 km,Carrinha,,Manual,00-00-00,,
2407,2015,Classe 1,Diesel,Usados,8062058713,MINI,95 cv,149 000 km,Citadino,,Manual,00-00-00,,
2408,1989,,Gasolina,Usados,8074227690,Honda,110 cv,215 000 km,Sedan,,,,,
2409,2011,Classe 1,Diesel,Usados,8075610444,VW,140 cv,149 000 km,SUV / TT,,Manual,,Nacional,
2410,2005,,Diesel,Usados,8073306186,Fiat,70 cv,135 000 km,Citadino,,,,,
2411,2013,Classe 1,Diesel,Usados,8073464059,Renault,130 cv,128 000 km,Monovolume,,Manual,,Nacional,
2412,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,120 cv,54 300 km,Monovolume,,Automática,,Nacional,Sim
2413,2016,Classe 1,Diesel,Usados,8069250229,Dacia,110 cv,271 890 km,Carrinha,,Manual,,Nacional,Sim
2414,2019,Classe 1,Eléctrico,Usados,8073458322,Renault,109 cv,9 995 km,Pequeno citadino,,Automática,,,
2415,2014,,Diesel,Usados,8074224011,Audi,245 cv,39 200 km,Cabrio,,,,,
2416,2016,Classe 1,Diesel,Usados,8071814356,Opel,110 cv,111 000 km,Utilitário,,Manual,00-00-00,,
2417,2018,Classe 1,Híbrido (Gasolina),Usados,8066250062,BMW,252 cv,29 500 km,Sedan,série-5,Automática,,Nacional,
2418,2011,Classe 1,Diesel,Usados,8075610444,VW,140 cv,149 000 km,SUV / TT,,Manual,,Nacional,
2419,2005,Classe 1,Diesel,Usados,8074230535,BMW,218 cv,210 000 km,Carrinha,Série 5,Automática,,Importado,
2420,2014,Classe 1,Diesel,Usados,8063389364,Audi,170 cv,129 000 km,Carrinha,,Manual,74-ZB-90,,Sim
2421,2003,,Diesel,Usados,8073459194,Mercedes-Benz,143 cv,369 000 km,Coupé,Classe C,Manual,,,
2422,2003,,Gasolina,Usados,8074163997,Porsche,252 cv,152 000 km,Cabrio,,,,,
2423,2013,Classe 1,Híbrido (Gasolina),Usados,8069886021,Honda,88 cv,137 000 km,Citadino,,Automática,,Nacional,Sim
2424,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,120 cv,54 300 km,Monovolume,,Automática,,Nacional,Sim
2425,2015,Classe 1,Diesel,Usados,8071996944,Jaguar,163 cv,99 000 km,Sedan,,Automática,00-00-00,,
2426,2015,Classe 1,Diesel,Usados,8040654538,BMW,150 cv,144 000 km,Coupé,Série 4,Manual,00-00-00,,
2427,2018,Classe 1,Diesel,Usados,8073461100,Mercedes-Benz,116 cv,27 000 km,Utilitário,Classe A,Automática,,Nacional,
2428,2018,Classe 1,Gasolina,Usados,8062786456,Renault,90 cv,13 500 km,Carrinha,,Manual,,Nacional,Sim
2429,2018,Classe 1,Gasolina,Usados,8062786456,Renault,90 cv,13 500 km,Carrinha,,Manual,,Nacional,Sim
2430,2014,Classe 1,Diesel,Usados,8063389364,Audi,170 cv,129 000 km,Carrinha,,Manual,74-ZB-90,,Sim
2431,2018,,Diesel,Usados,8073458142,SEAT,95 cv,28 000 km,Citadino,,Automática,,Nacional,
2432,2007,Classe 1,Diesel,Usados,8074230865,Ford,110 cv,217 000 km,Monovolume,,Manual,08-ED-40,Nacional,
2433,2009,Classe 1,Diesel,Usados,8073464236,Kia,115 cv,190 000 km,Carrinha,,Manual,,,Sim
2434,2014,Classe 1,Diesel,Usados,8074229991,BMW,313 cv,140 000 km,Sedan,Série 6,Automática,,Nacional,
2435,2009,Classe 1,Diesel,Usados,8059944126,Renault,95 cv,290 700 km,Carrinha,,Manual,,Nacional,Sim
2436,2014,Classe 1,Diesel,Usados,8064453344,Audi,245 cv,92 880 km,Carrinha,,Automática,,Nacional,
2437,2016,Classe 1,Gasolina,Usados,8069608933,SEAT,95 cv,121 000 km,Utilitário,,Manual,00-00-00,,
2438,2014,Classe 1,Híbrido (Diesel),Usados,8069418876,Peugeot,200 cv,93 978 km,Sedan,,Automática,,Nacional,
2439,2011,Classe 1,GPL,Usados,8074229875,Chevrolet,80 cv,150 000 km,Pequeno citadino,,Manual,,,
2440,2019,Classe 1,Gasolina,Usados,8075599190,Renault,90 cv,19 500 km,Citadino,,Manual,,Nacional,
2441,2010,Classe 1,Gasolina,Usados,8073457169,Ford,69 cv,65 000 km,Pequeno citadino,,Manual,,Nacional,
2442,2005,Classe 1,Gasolina,Usados,8059578280,Mercedes-Benz,163 cv,188 000 km,Cabrio,Classe SLK,Manual,,Nacional,
2443,2015,,Híbrido (Diesel),Usados,8075625004,Mercedes-Benz,204 cv,32 700 km,Sedan,Classe E,,,,
2444,2016,,Diesel,Usados,8073454871,Mercedes-Benz,109 cv,49 000 km,Carrinha,Classe CLA,Manual,,,
2445,2016,,Diesel,Usados,8068962779,Peugeot,120 cv,109 000 km,SUV / TT,,Manual,13-ZM-48,Importado,
2446,2015,Classe 1,Diesel,Usados,8073091872,Renault,90 cv,147 000 km,Carrinha,,,,Importado,Sim
2447,2019,Classe 1,Gasolina,Usados,8038366077,Peugeot,72 cv,14 000 km,Pequeno citadino,,Automática,,Nacional,Sim
2448,2015,Classe 1,Diesel,Usados,8073091872,Renault,90 cv,147 000 km,Carrinha,,,,Importado,Sim
2449,2015,,Híbrido (Diesel),Usados,8075625004,Mercedes-Benz,204 cv,32 700 km,Sedan,Classe E,,,,
2450,2013,,Diesel,Usados,8063480232,Ford,105 cv,165 000 km,Carrinha,,,,,Sim
2451,2014,,Diesel,Usados,8072011993,MINI,90 cv,95 000 km,Citadino,,Manual,,,Sim
2452,2019,Classe 1,Gasolina,Usados,8038366077,Peugeot,72 cv,14 000 km,Pequeno citadino,,Automática,,Nacional,Sim
2453,2009,,Gasolina,Usados,8074118138,Renault,75 cv,200 000 km,Citadino,,,,,Sim
2454,2010,Classe 1,Diesel,Usados,8064538112,Citroën,115 cv,192 668 km,Sedan,,Manual,,Nacional,
2455,2013,Classe 1,Diesel,Usados,8044695055,Mercedes-Benz,170 cv,143 000 km,Carrinha,Classe E,Manual,,,
2456,2011,,Diesel,Usados,8059409103,Peugeot,115 cv,206 000 km,Carrinha,,,,,
2457,2008,,Gasolina,Usados,8054756424,VW,220 cv,193 000 km,Coupé,,Semi-automática,,Nacional,
2458,2008,Classe 1,Diesel,Usados,8073454678,Mercedes-Benz,170 cv,220 000 km,Carrinha,Classe C,Manual,,Nacional,
2459,2016,,Diesel,Usados,8063514372,Mercedes-Benz,170 cv,99 000 km,Carrinha,Classe C,Automática,,,
2460,2018,,Diesel,Usados,8073458142,SEAT,95 cv,28 000 km,Citadino,,Automática,,Nacional,
2461,2010,Classe 1,Diesel,Usados,8073452069,BMW,143 cv,190 000 km,SUV / TT,Série X,Manual,80-PX-76,,
2462,2015,Classe 1,Diesel,Usados,8064015152,Mercedes-Benz,110 cv,117 000 km,Utilitário,Classe A,Manual,80-ZG-55,Importado,
2463,2012,,Diesel,Usados,8074218432,Audi,204 cv,217 000 km,Sedan,,Automática,14-MP-96,Nacional,Sim
2464,2005,,Gasolina,Usados,8074118634,Smart,61 cv,125 000 km,Pequeno citadino,,Automática,,Nacional,Sim
2465,2019,Classe 1,Eléctrico,Usados,8073458322,Renault,109 cv,9 995 km,Pequeno citadino,,Automática,,,
2466,2011,Classe 1,Diesel,Usados,8073911214,Fiat,85 cv,103 000 km,Citadino,,Manual,,Nacional,
2467,2008,,Diesel,Usados,8073620461,Fiat,105 cv,219 000 km,Utilitário,,Manual,,,
2468,2019,Classe 1,Gasolina,Usados,8075599190,Renault,90 cv,19 500 km,Citadino,,Manual,,Nacional,
2469,2014,Classe 1,Diesel,Usados,8068813952,Audi,105 cv,129 500 km,Sedan,,Manual,,,
2470,2007,Classe 1,Diesel,Usados,8074222265,Audi,180 cv,320 000 km,Carrinha,,Automática,,Nacional,
2471,2003,,Gasolina,Usados,8063089000,Smart,82 cv,176 223 km,Cabrio,,Automática,,,
2472,2016,Classe 1,Diesel,Usados,8073451682,Mercedes-Benz,204 cv,72 km,Coupé,Classe E,Automática,,,
2473,2017,Classe 1,Híbrido (Gasolina),Usados,8049060795,Mercedes-Benz,320 cv,120 000 km,SUV / TT,Classe GLC,Automática,,Nacional,
2474,2016,Classe 1,Gasolina,Usados,8073455951,Abarth,180 cv,28 500 km,Citadino,,Manual,,,Sim
2475,2016,,Diesel,Usados,8073451696,Mercedes-Benz,109 cv,31 200 km,Coupé,Classe CLA,Manual,,,
2476,2019,Classe 1,Diesel,Usados,8067547533,Renault,90 cv,22 500 km,Citadino,,Manual,,,Sim
2477,2015,,Diesel,Usados,8045393645,BMW,143 cv,99 000 km,Carrinha,Série 3,Manual,,Importado,
2478,2003,Classe 1,GPL,Usados,8071001379,Saab,250 cv,263 000 km,Carrinha,,Automática,,Nacional,
2479,2016,Classe 1,Diesel,Usados,8073456881,Porsche,258 cv,68 500 km,SUV / TT,,Automática,,Importado,
2480,2014,Classe 1,Gasolina,Usados,8073449198,Fiat,69 cv,40 500 km,Utilitário,,Manual,,Nacional,
2481,2015,,Gasolina,Usados,8069301611,BMW,431 cv,81 000 km,Coupé,Série 4,Automática,,,
2482,2015,,Diesel,Usados,8075606899,BMW,163 cv,101 000 km,SUV / TT,Série X,Manual,,Nacional,
2483,1997,,Diesel,Usados,8066126713,Mercedes-Benz,177 cv,277 000 km,SUV / TT,Classe G,,,,
2484,2017,,Gasolina,Usados,8069429646,BMW,370 cv,32 000 km,Coupé,Série 2,,,,
2485,2011,Classe 1,Diesel,Usados,8074214355,Renault,110 cv,165 000 km,Coupé,,Manual,,Nacional,
2486,2015,,Diesel,Usados,8075606899,BMW,163 cv,101 000 km,SUV / TT,Série X,Manual,,Nacional,
2487,2008,Classe 1,Diesel,Usados,8066359449,BMW,177 cv,260 000 km,Coupé,Série 1,Manual,,Nacional,
2488,2017,,Gasolina,Usados,8073449943,Smart,70 cv,12 000 km,Pequeno citadino,,Automática,,,
2489,2011,Classe 1,Diesel,Usados,8073448715,Renault,88 cv,163 650 km,Carrinha,,Manual,,,
2490,2014,,Gasolina,Usados,8073956758,Ford,69 cv,38 800 km,Pequeno citadino,,Manual,31-PH-20,Nacional,Sim
2491,2014,Classe 1,Diesel,Usados,8074213387,Land Rover,150 cv,125 000 km,SUV / TT,,,,,
2492,2005,Classe 1,Diesel,Usados,8073450200,Mazda,68 cv,161 000 km,Citadino,,Manual,,,
2493,2010,,Gasolina,Usados,8049973783,Audi,86 cv,55 000 km,Citadino,,Manual,,,
2494,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,,Manual,,Nacional,Sim
2495,2001,,Gasolina,Usados,8059945034,BMW,321 cv,94 000 km,Cabrio,Série 3,,,,Sim
2496,2016,,Diesel,Usados,8073451764,Toyota,90 cv,50 000 km,Utilitário,,Manual,,Nacional,Sim
2497,1999,,Diesel,Usados,8073450282,BMW,136 cv,390 km,Sedan,Série 3,Manual,,,
2498,2017,,Eléctrico,Usados,8071329385,Tesla,517 cv,104 000 km,Sedan,,,,,
2499,2009,Classe 1,Gasolina,Usados,8073776914,Audi,125 cv,114 000 km,Utilitário,,Automática,36-SJ-81,,
2500,2005,Classe 1,Diesel,Usados,8073451058,Mazda,110 cv,222 km,Citadino,,Manual,,Nacional,
2501,2018,,Eléctrico,Usados,8074358975,Citroën,67 cv,7 080 km,Carrinha,,Automática,85-VU-46,Nacional,Sim
2502,2018,,Eléctrico,Usados,8074358975,Citroën,67 cv,7 080 km,Carrinha,,Automática,85-VU-46,Nacional,Sim
2503,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,,Manual,,Nacional,Sim
2504,2001,Classe 1,Diesel,Usados,8069159252,Kia,136 cv,231 000 km,Monovolume,,Manual,,,
2505,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
2506,1975,,Gasolina,Usados,8042299142,VW,75 cv,57 943 km,Coupé,,Manual,,,
2507,2014,Classe 1,Diesel,Usados,8050617411,BMW,218 cv,134 000 km,Coupé,Série 2,Automática,,,
2508,2009,,Diesel,Usados,8034042115,Audi,170 cv,80 000 km,Cabrio,,,,Nacional,Sim
2509,1962,Classe 1,Gasolina,Usados,8073448733,Ford,70 cv,50 000 km,Citadino,,,,,
2510,2011,,Diesel,Usados,8073448167,Volvo,115 cv,164 000 km,Citadino,,Manual,,,
2511,2008,Classe 1,Diesel,Usados,8074214540,Dodge,140 cv,170 000 km,SUV / TT,,Automática,,,
2512,2008,Classe 1,Gasolina,Usados,8074212678,VW,70 cv,69 600 km,Citadino,,Manual,,,Sim
2513,2010,Classe 1,Diesel,Usados,8073450798,Mitsubishi,150 cv,153 500 km,SUV / TT,,Manual,00-JR-64,Nacional,Sim
2514,2016,Classe 1,Diesel,Usados,8069506909,SEAT,184 cv,118 100 km,Monovolume,,Manual,,,
2515,2015,Classe 1,Diesel,Usados,8074216708,Citroën,90 cv,267 847 km,Sedan,,Manual,,,
2516,1990,,Gasolina,Usados,8071821235,Renault,70 cv,73 000 km,Utilitário,,,,,Sim
2517,2014,,Diesel,Usados,8073449142,Mercedes-Benz,258 cv,95 000 km,Carrinha,Classe CLS,Automática,,,
2518,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
2519,2013,Classe 1,Eléctrico,Usados,8050772152,Tesla,421 cv,77 000 km,Sedan,,Automática,10-XD-29,Importado,
2520,2015,Classe 1,Diesel,Usados,8073443026,Audi,110 cv,42 300 km,Utilitário,,Manual,,Nacional,Sim
2521,2004,Classe 1,Gasolina,Usados,8074207539,Smart,82 cv,75 000 km,Pequeno citadino,,Automática,,,
2522,2011,,Diesel,Usados,8072865856,Mercedes-Benz,204 cv,207 000 km,Sedan,Classe CLS,Automática,,Importado,
2523,1989,Classe 1,Diesel,Usados,8073387584,Mercedes-Benz,71 cv,319 000 km,Sedan,,Manual,,,Sim
2524,1975,,Gasolina,Usados,8074211090,BMW,55 cv,115 896 km,Utilitário,,Manual,,Nacional,
2525,2015,Classe 1,Diesel,Usados,8059443481,Renault,90 cv,48 000 km,SUV / TT,,Automática,59-QB-38,,
2526,2016,Classe 1,Gasolina,Usados,8060315248,Toyota,99 cv,90 000 km,Citadino,,Manual,19-RC-10,Nacional,
2527,2016,Classe 1,Diesel,Usados,8072576004,BMW,218 cv,90 000 km,Carrinha,Série 5,Automática,,Importado,
2528,2017,Classe 1,Diesel,Usados,8075740967,Peugeot,120 cv,156 611 km,Utilitário,,Manual,,Importado,
2529,2010,Classe 1,Diesel,Usados,8074196147,Toyota,126 cv,210 920 km,Carrinha,,Manual,,Nacional,Sim
2530,2017,Classe 1,Diesel,Usados,8075740967,Peugeot,120 cv,156 611 km,Utilitário,,Manual,,Importado,
2531,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,,Manual,,Nacional,Sim
2532,2017,Classe 1,Gasolina,Usados,8075708522,Ford,125 cv,35 000 km,Utilitário,,Manual,05-TV-42,Nacional,
2533,2016,Classe 1,Híbrido (Gasolina),Usados,8074210528,BMW,224 cv,39 900 km,Monovolume,Série 2,Automática,05-ZS-62,,
2534,2009,,Diesel,Usados,8074204378,SEAT,105 cv,160 000 km,Monovolume,,,,,
2535,2006,Classe 1,Diesel,Usados,8074049350,Opel,90 cv,243 000 km,Coupé,,Manual,,Nacional,Sim
2536,2006,,Gasolina,Usados,8074212131,Mazda,160 cv,155 000 km,Cabrio,,,,,
2537,2017,Classe 1,Diesel,Usados,8073442921,Renault,110 cv,84 000 km,Carrinha,,Automática,,Importado,
2538,2011,,Gasolina,Usados,8074209483,Toyota,69 cv,106 000 km,Citadino,,,,,
2539,2015,Classe 1,Diesel,Usados,8072343778,Renault,110 cv,103 500 km,Carrinha,,Manual,,,
2540,2011,,Diesel,Usados,8071517651,Volvo,163 cv,159 km,Sedan,,,,,
2541,2005,,Gasolina,Usados,8070855016,BMW,120 cv,160 000 km,Sedan,Série 1,,,,
2542,2013,Classe 1,Diesel,Usados,8073445235,Volvo,115 cv,163 791 km,Utilitário,,Manual,72-NO-62,Nacional,
2543,2006,Classe 1,Diesel,Usados,8071726545,Toyota,177 cv,112 500 km,Monovolume,,Manual,,Nacional,
2544,2008,Classe 1,Gasolina,Usados,8064847773,Audi,272 cv,210 000 km,Coupé,,Manual,,,
2545,2010,Classe 1,Diesel,Usados,8074205687,SEAT,75 cv,215 000 km,Citadino,,Manual,,Nacional,
2546,2018,Classe 1,Eléctrico,Usados,8075627651,Nissan,150 cv,22 500 km,Utilitário,,Automática,,Nacional,
2547,2018,Classe 1,Eléctrico,Usados,8075627651,Nissan,150 cv,22 500 km,Utilitário,,Automática,,Nacional,
2548,2012,Classe 1,Diesel,Usados,8074209049,Renault,110 cv,226 500 km,Monovolume,,Manual,,Importado,
2549,2007,,Diesel,Usados,8074067111,Citroën,110 cv,270 000 km,Utilitário,,,,,Sim
2550,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,,Manual,,Nacional,Sim
2551,2015,Classe 1,Gasolina,Usados,8068383907,VW,60 cv,90 168 km,Pequeno citadino,,Manual,,Importado,
2552,2008,Classe 1,Diesel,Usados,8073441501,BMW,177 cv,215 900 km,Coupé,,Manual,,,
2553,2011,Classe 2,Diesel,Usados,8072282870,BMW,245 cv,185 000 km,SUV / TT,Série X,Semi-automática,,,
2554,2016,Classe 1,Diesel,Usados,8074205083,Mercedes-Benz,110 cv,105 km,SUV / TT,Classe GLA,Manual,,,
2555,2010,,Diesel,Usados,8074203375,SEAT,105 cv,140 000 km,Citadino,,Manual,,,
2556,2009,Classe 1,Diesel,Usados,8047575502,VW,140 cv,170 000 km,Coupé,,Automática,,Nacional,
2557,1999,Classe 1,Gasolina,Usados,8074212032,Citroën,75 cv,167 900 km,Utilitário,,Manual,,Nacional,
2558,2017,Classe 1,Gasolina,Usados,8075708522,Ford,125 cv,35 000 km,Utilitário,,Manual,05-TV-42,Nacional,
2559,2015,Classe 1,Diesel,Usados,8072579313,Renault,160 cv,121 834 km,Monovolume,,Automática,,,Sim
2560,2003,,Diesel,Usados,8074192933,BMW,193 cv,280 000 km,Sedan,Série 5,Manual,,Nacional,
2561,2002,Classe 1,Gasolina,Usados,8057944402,Peugeot,110 cv,108 000 km,Cabrio,,Manual,,Nacional,Sim
2562,2000,,Diesel,Usados,8064519086,Nissan,115 cv,220 000 km,Sedan,,Manual,,,
2563,2015,Classe 1,Diesel,Usados,8074519984,Peugeot,115 cv,155 286 km,Utilitário,,Manual,,Importado,
2564,2015,Classe 1,Diesel,Usados,8040130311,MINI,116 cv,130 000 km,Pequeno citadino,,Manual,,,
2565,2012,Classe 1,Diesel,Usados,8073436602,Renault,130 cv,164 200 km,Monovolume,,Manual,,,
2566,2005,,Diesel,Usados,8073216931,Opel,90 cv,230 000 km,Citadino,,,,,Sim
2567,2017,Classe 1,Diesel,Usados,8075740967,Peugeot,120 cv,156 611 km,Utilitário,,Manual,,Importado,
2568,2010,Classe 1,Diesel,Usados,8052152643,Mercedes-Benz,204 cv,275 000 km,Carrinha,Classe E,Manual,,Nacional,Sim
2569,2019,Classe 1,Gasolina,Usados,8074297516,Ford,85 cv,16 000 km,Citadino,,Manual,81-XE-91,Nacional,Sim
2570,2019,Classe 1,Gasolina,Usados,8069157459,VW,115 cv,11 800 km,SUV / TT,,Manual,,,
2571,2008,,Gasolina,Usados,8062185131,Fiat,69 cv,140 000 km,Pequeno citadino,,Automática,,Nacional,
2572,2014,Classe 1,Eléctrico,Usados,8065940319,Renault,88 cv,83 500 km,Pequeno citadino,,Automática,,,
2573,2017,Classe 1,Diesel,Usados,8059096565,Toyota,90 cv,35 000 km,Citadino,,Manual,,Nacional,
2574,2012,,Gasolina,Usados,8071470791,Skoda,140 cv,59 523 km,Sedan,,Manual,,Nacional,
2575,2019,Classe 1,Diesel,Usados,8075522344,BMW,116 cv,450 km,Citadino,Série 1,,,Nacional,Sim
2576,1999,,Gasolina,Usados,8073436918,Audi,225 cv,175 000 km,Coupé,,Manual,,,
2577,2017,Classe 1,Diesel,Usados,8059096565,Toyota,90 cv,35 000 km,Citadino,,Manual,,Nacional,
2578,2009,Classe 1,Gasolina,Usados,8063604433,Renault,100 cv,115 000 km,Pequeno citadino,,Manual,,Nacional,
2579,2017,Classe 1,Diesel,Usados,8075740967,Peugeot,120 cv,156 611 km,Utilitário,,Manual,,Importado,
2580,1992,,Gasolina,Usados,8046898398,Mercedes-Benz,231 cv,163 569 km,Coupé,,,,,
2581,2013,,Diesel,Usados,8073437238,Audi,105 cv,180 000 km,Utilitário,,Manual,,,Sim
2582,2015,,Diesel,Usados,8044007887,DS,120 cv,108 000 km,Citadino,,Manual,,Importado,
2583,2013,Classe 1,Gasolina,Usados,8074193063,Audi,300 cv,120 000 km,Utilitário,,Manual,,Importado,
2584,1995,Classe 1,Gasolina,Usados,8074203333,Mercedes-Benz,136 cv,344 000 km,Coupé,,Manual,,Nacional,
2585,2011,,Diesel,Usados,8073433486,VW,140 cv,135 000 km,Carrinha,,,,,Sim
2586,2019,Classe 1,Diesel,Usados,8075522344,BMW,116 cv,450 km,Citadino,Série 1,,,Nacional,Sim
