,Ano de Registo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Origem
595,2015,Diesel,Usados,8059534135,Volvo,115,77495,Utilitário,Manual,,
596,2016,Diesel,Usados,8065748403,BMW,150,168534,Citadino,Manual,Série 1,
597,2015,Diesel,Usados,8043568499,BMW,190,168881,Carrinha,Automática,Série 3,
598,2014,Diesel,Usados,8073519794,Ford,140,166000,Carrinha,Manual,,Nacional
599,2018,Gasolina,Usados,8057775819,Renault,90,11000,SUV / TT,Manual,,
600,2005,Diesel,Usados,8072673761,Land Rover,190,325000,SUV / TT,Automática,,Importado
601,2016,Eléctrico,Usados,8070988465,Nissan,110,29966,Utilitário,Automática,,
602,2015,Diesel,Usados,8071240056,Opel,95,159029,Citadino,Manual,,
603,2015,Gasolina,Usados,8071237224,Porsche,340,93777,SUV / TT,Unknown,,
604,2015,Diesel,Usados,8074054939,Peugeot,120,163989,Carrinha,Manual,,
605,2011,Diesel,Usados,8074565670,Ford,110,169000,Utilitário,Manual,,
606,2008,Diesel,Usados,8073519420,Ford,125,286400,Carrinha,Manual,,
607,2018,Gasolina,Usados,8061466932,SEAT,75,20695,Utilitário,Manual,,Nacional
608,2017,Gasolina,Usados,8069272128,Renault,100,21000,Citadino,Manual,,
609,2005,Gasolina,Usados,8074830195,Mercedes-Benz,95,98950,Utilitário,Automática,Classe A,
610,2005,Diesel,Usados,8074041467,Toyota,90,274000,Utilitário,Manual,,
611,2016,Diesel,Usados,8046729266,BMW,150,161555,Monovolume,Manual,Série 2,Importado
612,2009,Diesel,Usados,8074565006,BMW,245,215000,Sedan,Automática,Série 7,
613,2015,Diesel,Usados,8065239873,Peugeot,120,146300,Carrinha,Manual,,
614,2015,Diesel,Usados,8075342456,BMW,116,88000,Utilitário,Manual,Série 1,
615,2012,Diesel,Usados,8061557035,MINI,90,94800,Citadino,Unknown,,
616,2017,Diesel,Usados,8070881614,BMW,116,42000,Utilitário,Manual,Série 1,
617,2010,Diesel,Usados,8066035604,Nissan,150,197500,SUV / TT,Manual,,Nacional
618,2019,Gasolina,Usados,8075275066,Renault,70,7191,Pequeno citadino,Manual,,
619,2008,Diesel,Usados,8070742089,Mercedes-Benz,170,256000,Carrinha,Unknown,Classe C,
620,2015,Diesel,Usados,8073535786,Mercedes-Benz,110,99000,Utilitário,Automática,Classe A,
621,1999,GPL,Usados,8074041695,Honda,128,319,SUV / TT,Unknown,,
622,2017,Diesel,Usados,8073977809,Peugeot,120,179998,SUV / TT,Manual,,
623,2014,Gasolina,Usados,8074830493,BMW,431,70163,Coupé,Automática,Série 4,Nacional
624,2016,Diesel,Usados,8073883512,Mercedes-Benz,109,139991,Carrinha,Manual,Classe CLA,
625,2015,Diesel,Usados,8074833393,BMW,112,143500,Utilitário,Manual,Série 1,
626,2016,Diesel,Usados,8053900575,Mercedes-Benz,109,59000,Carrinha,Manual,Classe CLA,
627,2015,Diesel,Usados,8067777927,Ford,120,76000,Carrinha,Manual,,Nacional
628,2017,Diesel,Usados,8054928282,VW,150,29257,Monovolume,Automática,,Nacional
629,2009,Diesel,Usados,8072008902,Audi,170,210000,Coupé,Unknown,,
630,2009,Diesel,Usados,8074607986,Citroën,92,95000,Utilitário,Manual,,Nacional
631,2009,Diesel,Usados,8046627941,Porsche,250,273000,SUV / TT,Automática,,
632,2016,Eléctrico,Usados,8074941662,BMW,170,45880,Utilitário,Automática,Série i,Importado
633,2017,Diesel,Usados,8070694720,Renault,110,119000,Monovolume,Manual,,
634,1972,Diesel,Usados,8075681500,Land Rover,75,27700,SUV / TT,Manual,,
635,2017,Diesel,Usados,8074992761,Volvo,120,48385,Utilitário,Manual,,
636,2013,Diesel,Usados,8061981982,Renault,90,199000,Carrinha,Manual,,
637,2015,Diesel,Usados,8072289216,Citroën,120,178000,Utilitário,Unknown,,
638,2011,Diesel,Usados,8074791116,VW,90,147000,Citadino,Manual,,Nacional
639,2005,Diesel,Usados,8065824973,Nissan,115,255600,SUV / TT,Manual,,
640,2014,Diesel,Usados,8066204529,Mercedes-Benz,136,188000,Carrinha,Manual,Classe C,Importado
641,2015,Diesel,Usados,8042200892,Audi,150,159000,Carrinha,Manual,,
642,2017,Diesel,Usados,8066071047,Renault,110,119000,Monovolume,Manual,,
643,2015,Diesel,Usados,8071234192,MINI,95,171234,Citadino,Manual,,
644,2014,Diesel,Usados,8046610263,Volvo,114,114894,Carrinha,Manual,,
645,2015,Diesel,Usados,8075692364,Peugeot,120,107200,Carrinha,Manual,,
646,2012,Gasolina,Usados,8058388654,Peugeot,156,89000,Citadino,Manual,,
647,2013,Diesel,Usados,8074771625,Mercedes-Benz,110,105000,Sedan,Unknown,Classe A,
648,2012,Diesel,Usados,8066544852,Renault,110,133000,Carrinha,Manual,,Nacional
649,2014,Diesel,Usados,8074212300,Peugeot,120,65000,SUV / TT,Manual,,Nacional
650,2018,Diesel,Usados,8064030219,VW,150,7211,Monovolume,Manual,,Nacional
651,2014,Diesel,Usados,8075600203,Volvo,190,198000,Utilitário,Manual,,Importado
652,2015,Diesel,Usados,8073535043,Audi,110,60000,Sedan,Manual,,
653,2018,Diesel,Usados,8074608048,VW,150,46000,Sedan,Automática,,
654,2014,Diesel,Usados,8074147665,BMW,218,260000,SUV / TT,Automática,Série X,
655,2017,Diesel,Usados,8073610096,Renault,110,139000,Carrinha,Automática,,
656,2015,Híbrido (Diesel),Usados,8060382722,Peugeot,200,81200,Carrinha,Automática,,
657,2017,Diesel,Usados,8074941588,Mercedes-Benz,170,65000,Sedan,Automática,Classe E,
658,2014,Diesel,Usados,8074040710,Renault,95,146000,Carrinha,Manual,,
659,2014,Diesel,Usados,8072259799,BMW,205,153000,Carrinha,Automática,Série 3,
660,2002,Diesel,Usados,8075591800,Mercedes-Benz,143,240000,Carrinha,Manual,Classe C,
661,2016,Diesel,Usados,8073881200,MINI,102,93000,Citadino,Manual,,
662,2007,Gasolina,Usados,8070909977,Smart,71,47640,Pequeno citadino,Semi-automática,,Nacional
663,2014,Diesel,Usados,8075599380,BMW,184,94000,Coupé,Manual,Série 1,Importado
664,2015,Diesel,Usados,8075063354,Citroën,115,151965,Monovolume,Manual,,Importado
665,2003,Gasolina,Usados,8059029984,Porsche,320,105000,Cabrio,Semi-automática,911 (Todos),Importado
666,2004,GPL,Usados,8070327123,Subaru,245,18000,Sedan,Manual,,Nacional
667,2000,Diesel,Usados,8074513189,VW,75,250000,Citadino,Manual,,Nacional
668,2009,Diesel,Usados,8074827137,Nissan,106,155000,SUV / TT,Manual,,
669,2013,Diesel,Usados,8074635340,Peugeot,70,113384,Citadino,Manual,,Nacional
670,2012,Diesel,Usados,8046723009,Mercedes-Benz,204,97000,Carrinha,Automática,Classe CLS,
671,2012,Diesel,Usados,8073865136,Peugeot,82,167310,Sedan,Unknown,,
672,2014,Diesel,Usados,8075595232,SEAT,184,141000,Utilitário,Manual,,
673,2011,Diesel,Usados,8071025773,MINI,112,152000,Citadino,Manual,,
674,2019,Diesel,Usados,8075629386,Nissan,115,30975,SUV / TT,Manual,,Nacional
675,2016,Diesel,Usados,8075254661,Peugeot,120,88734,Utilitário,Manual,,Importado
676,2018,Diesel,Usados,8062311980,Nissan,110,11000,SUV / TT,Manual,,Nacional
677,2016,Diesel,Usados,8075255058,DS,120,114139,Utilitário,Automática,,
678,2002,Diesel,Usados,8074826486,VW,130,340000,Carrinha,Unknown,,
679,2017,Diesel,Usados,8052686046,Nissan,177,41750,SUV / TT,Manual,,Nacional
680,2015,Diesel,Usados,8072062848,Peugeot,120,127000,Carrinha,Manual,,
681,2018,Diesel,Usados,8064210189,VW,150,24400,SUV / TT,Automática,,Nacional
682,2013,Eléctrico,Usados,8058326282,Nissan,110,36000,Utilitário,Automática,,
683,2018,Diesel,Usados,8065418466,MINI,170,30500,Citadino,Automática,,Nacional
684,2014,Híbrido (Gasolina),Usados,8070778969,Mitsubishi,203,103850,SUV / TT,Automática,,Nacional
685,2012,Diesel,Usados,8071022861,BMW,165,140000,Carrinha,Manual,Série 3,
686,2011,Gasolina,Usados,8055935841,Smart,102,70200,Cabrio,Automática,,Nacional
687,2003,Diesel,Usados,8068724753,Smart,41,242000,Pequeno citadino,Automática,,Importado
688,2019,Gasolina,Usados,8073483686,Nissan,100,16990,Citadino,Manual,,Nacional
689,2007,Diesel,Usados,8074827874,Citroën,110,156881,Monovolume,Manual,,Nacional
690,2005,Gasolina,Usados,8074828031,Smart,75,114000,Cabrio,Unknown,,
691,2015,Híbrido (Diesel),Usados,8062719154,Mercedes-Benz,231,58000,Carrinha,Automática,Classe C,
692,2012,Gasolina,Usados,8074827676,Renault,203,56000,Citadino,Manual,,
693,2016,Diesel,Usados,8072484872,Peugeot,100,65672,Carrinha,Manual,,Nacional
694,2017,Gasolina,Usados,8054621790,Ford,320,11700,Coupé,Manual,,
695,2017,Gasolina,Usados,8061639362,Fiat,70,58000,Pequeno citadino,Manual,,Nacional
696,2016,Diesel,Usados,8066342628,Ford,120,80000,Utilitário,Manual,,Nacional
697,2015,Híbrido (Diesel),Usados,8057636157,Mercedes-Benz,231,89000,Carrinha,Automática,Classe E,
698,2016,Diesel,Usados,8072198660,Renault,110,120000,Carrinha,Manual,,
699,2017,Híbrido (Gasolina),Usados,8065230710,Toyota,122,46500,SUV / TT,Automática,,
700,2017,Diesel,Usados,8054917160,Peugeot,82,76877,Citadino,Manual,,Importado
701,2005,Diesel,Usados,8075515579,Mercedes-Benz,190,184000,Sedan,Automática,Classe E,
702,2008,Gasolina,Usados,8073389988,Nissan,80,155000,Citadino,Manual,,Nacional
703,2013,Diesel,Usados,8071303044,BMW,143,197885,Carrinha,Manual,Série 3,
704,2010,Diesel,Usados,8074825287,VW,105,147000,Utilitário,Manual,,
705,2006,Diesel,Usados,8074865896,Opel,150,263900,Carrinha,Manual,,Nacional
706,2016,Diesel,Usados,8075294893,Ford,150,86000,Monovolume,Manual,,Nacional
707,2017,Diesel,Usados,8075166434,Renault,110,95000,Carrinha,Manual,,
708,1987,Gasolina,Usados,8060752975,BMW,170,201200,Coupé,Manual,Série 3,Nacional
709,2017,Gasolina,Usados,8074824403,Mercedes-Benz,367,45000,Coupé,Automática,Classe C,Nacional
710,2015,Diesel,Usados,8063510449,Mercedes-Benz,170,179000,Carrinha,Unknown,Classe C,
711,2006,Diesel,Usados,8075515553,SEAT,105,220000,Utilitário,Manual,,Nacional
712,2008,Diesel,Usados,8075515614,Fiat,75,148000,Pequeno citadino,Manual,,Nacional
713,2008,Gasolina,Usados,8074745798,Mazda,75,74600,Citadino,Manual,,Nacional
714,2017,Diesel,Usados,8075051496,Fiat,95,23600,SUV / TT,Manual,,
715,2015,Gasolina,Usados,8068256245,Fiat,85,78000,Pequeno citadino,Manual,,
716,2015,Diesel,Usados,8075644339,Audi,110,140000,Sedan,Unknown,,
717,2011,Diesel,Usados,8040357222,Mazda,115,159000,Monovolume,Manual,,Nacional
718,2003,GPL,Usados,8071541818,Opel,100,187000,Monovolume,Manual,,Nacional
719,2014,Diesel,Usados,8054916632,Audi,105,145000,Utilitário,Unknown,,Importado
720,2016,Diesel,Usados,8074038717,BMW,190,135000,Coupé,Automática,Série 4,
721,2014,Diesel,Usados,8067349569,Volvo,115,185000,Carrinha,Manual,,Importado
722,2018,Gasolina,Usados,8075515471,Ford,85,43230,Citadino,Manual,,Nacional
723,2010,Diesel,Usados,8064218357,SEAT,80,121600,Citadino,Manual,,Nacional
724,2011,Diesel,Usados,8072251244,Citroën,163,187000,Carrinha,Manual,,Nacional
725,2015,Híbrido (Diesel),Usados,8064855856,Mercedes-Benz,204,135000,Carrinha,Automática,Classe C,
726,2015,Diesel,Usados,8074038289,VW,110,115000,Utilitário,Unknown,,
727,2015,Diesel,Usados,8074530276,BMW,116,147000,Citadino,Manual,Série 1,
728,2018,Gasolina,Usados,8067062217,Honda,129,9000,Utilitário,Manual,,
729,2016,Diesel,Usados,8058472190,Porsche,422,50000,Sedan,Automática,,
730,2016,Gasolina,Usados,8074821973,Mercedes-Benz,381,23500,Carrinha,Automática,Classe CLA,Importado
731,2012,Diesel,Usados,8058454246,Volvo,115,104300,Carrinha,Manual,,Nacional
732,1989,Gasolina,Usados,8074523964,Toyota,80,109000,Sedan,Manual,,
733,2017,Diesel,Usados,8074532203,Peugeot,120,44600,Utilitário,Manual,,Nacional
734,2014,Diesel,Usados,8072929673,SEAT,105,113000,Citadino,Manual,,
735,2014,Diesel,Usados,8070380012,Ford,115,125000,Carrinha,Manual,,Nacional
736,2014,Híbrido (Diesel),Usados,8057065477,Mercedes-Benz,231,207000,Carrinha,Automática,Classe E,
737,2012,Diesel,Usados,8067995813,Jeep,200,75600,SUV / TT,Unknown,,
738,2016,Diesel,Usados,8071239114,Renault,110,70900,Carrinha,Manual,,Nacional
739,2015,Diesel,Usados,8050522913,Audi,136,108400,Carrinha,Automática,,Nacional
740,2005,Diesel,Usados,8074036696,Volvo,109,230000,Sedan,Manual,,Nacional
741,1992,Gasolina,Usados,8058317820,Alfa Romeo,115,69900,Cabrio,Manual,,
742,2018,Diesel,Usados,8070603527,Opel,95,29100,Citadino,Manual,,Nacional
743,2013,Diesel,Usados,8071019743,Mercedes-Benz,265,138000,Carrinha,Automática,Classe CLS,
744,2007,Diesel,Usados,8059740023,Volvo,109,111000,Carrinha,Manual,,Nacional
745,2008,Diesel,Usados,8054731874,BMW,286,182000,Coupé,Automática,Série 6,Importado
746,2004,Diesel,Usados,8069248764,Audi,105,253000,Utilitário,Manual,,Nacional
747,1992,Gasolina,Usados,8074523532,Ford,120,131800,Sedan,Manual,,
748,2018,Gasolina,Usados,8066664389,Alfa Romeo,220,15000,Sedan,Automática,,Nacional
749,2013,Híbrido (Diesel),Usados,8073859517,Peugeot,200,157000,Carrinha,Automática,,Nacional
750,2006,Diesel,Usados,8064659974,Smart,40,125250,Pequeno citadino,Semi-automática,,
751,2013,Diesel,Usados,8070161751,Volvo,115,162000,Carrinha,Automática,,Nacional
752,2006,Diesel,Usados,8074494245,Alfa Romeo,150,222000,Sedan,Manual,,Nacional
753,2015,Diesel,Usados,8061895762,Audi,150,96000,Sedan,Manual,,Nacional
754,2016,Diesel,Usados,8068727258,Mercedes-Benz,204,105000,Coupé,Automática,Classe C,Nacional
755,2006,Gasolina,Usados,8074038035,Alfa Romeo,120,163000,Utilitário,Unknown,,Nacional
756,1998,Diesel,Usados,8070266962,Land Rover,134,254080,SUV / TT,Unknown,,
757,2017,Eléctrico,Usados,8071736238,Renault,92,56000,Pequeno citadino,Automática,,Importado
758,2015,Híbrido (Diesel),Usados,8034295648,Mercedes-Benz,231,160000,Carrinha,Automática,Classe C,
759,2008,Diesel,Usados,8041367007,Audi,180,225000,Carrinha,Automática,,Nacional
760,2014,Gasolina,Usados,8057369239,Renault,90,141000,Citadino,Manual,,Importado
761,2019,Híbrido (Gasolina),Usados,8074920872,BMW,292,3500,Sedan,Unknown,Série 3,
762,2015,Diesel,Usados,8068693858,Mercedes-Benz,136,96196,Carrinha,Automática,Classe C,
763,2001,Gasolina,Usados,8070650379,Fiat,60,170000,Citadino,Manual,,
764,2003,Gasolina,Usados,8074777718,SEAT,90,150000,Utilitário,Unknown,,
765,2016,Diesel,Usados,8070742424,Audi,150,69600,Sedan,Automática,,Nacional
766,2015,Diesel,Usados,8075697555,BMW,190,60000,Utilitário,Manual,Série 1,Nacional
767,2017,Gasolina,Usados,8065445241,Renault,90,20365,Carrinha,Manual,,Nacional
768,2012,Gasolina,Usados,8073099662,Toyota,68,35867,Pequeno citadino,Unknown,,
769,2007,Diesel,Usados,8072496200,Land Rover,272,193000,SUV / TT,Automática,,Nacional
770,2015,Diesel,Usados,8064523527,Mercedes-Benz,136,94100,Sedan,Manual,Classe CLA,Nacional
771,2017,Eléctrico,Usados,8072483803,Tesla,350,55000,Sedan,Automática,,Nacional
772,2015,Diesel,Usados,8061712634,Audi,110,69500,Sedan,Manual,,Nacional
773,2016,Diesel,Usados,8072705966,Renault,110,74400,Carrinha,Manual,,Nacional
774,2015,Diesel,Usados,8071546577,VW,150,82600,Utilitário,Manual,,Nacional
775,2015,Híbrido (Gasolina),Usados,8068976817,VW,204,95000,Utilitário,Automática,,
776,2012,Diesel,Usados,8072289523,BMW,163,170000,Sedan,Automática,Série 3,Nacional
777,2014,Diesel,Usados,8035871852,VW,140,111100,Monovolume,Manual,,Nacional
778,2014,Diesel,Usados,8051250691,Peugeot,150,97700,Sedan,Manual,,Nacional
779,2017,Gasolina,Usados,8068409026,Renault,90,33235,Citadino,Manual,,Nacional
780,2008,Diesel,Usados,8066199943,BMW,286,225000,SUV / TT,Automática,Série X,Nacional
781,2017,Diesel,Usados,8070669405,Renault,110,49000,Carrinha,Automática,,
782,2015,Diesel,Usados,8053966644,VW,150,80700,Carrinha,Manual,,Nacional
783,2014,Diesel,Usados,8073520377,Audi,177,129500,Carrinha,Automática,,Nacional
784,2015,Diesel,Usados,8059400912,Audi,90,123000,Citadino,Manual,,
785,2011,Diesel,Usados,8074033520,VW,140,149000,Carrinha,Manual,,Nacional
786,2010,Diesel,Usados,8069308083,BMW,177,160000,Sedan,Manual,Série 3,
787,2018,Diesel,Usados,8073868136,Opel,95,21400,Citadino,Manual,,Nacional
788,2013,Diesel,Usados,8069031462,SEAT,80,89000,Citadino,Manual,,
789,2000,Diesel,Usados,8074813922,Smart,40,202800,Pequeno citadino,Unknown,,
790,2018,Diesel,Usados,8069751624,Renault,110,52000,SUV / TT,Manual,,
791,2016,Diesel,Usados,8072544233,BMW,150,72400,Carrinha,Manual,Série 3,Nacional
792,2007,Diesel,Usados,8068792312,Audi,170,201100,Carrinha,Manual,,
793,2015,Diesel,Usados,8072802676,Renault,110,88000,Monovolume,Automática,,
794,2012,Diesel,Usados,8073511321,Citroën,92,93000,Citadino,Manual,,
795,2015,Diesel,Usados,8066218094,BMW,190,72000,Coupé,Unknown,Série 4,
796,2016,Diesel,Usados,8075197652,Renault,130,125650,Monovolume,Manual,,Importado
797,2010,Diesel,Usados,8075626366,Volvo,110,100000,Carrinha,Unknown,,
798,2015,Diesel,Usados,8073962711,Mercedes-Benz,136,164000,Carrinha,Automática,Classe C,Importado
799,2008,Diesel,Usados,8072372822,Citroën,109,219000,Sedan,Manual,,Nacional
800,2015,Diesel,Usados,8072951516,VW,120,93000,Carrinha,Manual,,Nacional
801,2006,Gasolina,Usados,8064657094,Mazda,128,62000,Cabrio,Manual,,
802,2015,Diesel,Usados,8071716736,Mercedes-Benz,90,75000,Citadino,Automática,Classe A,
803,2015,Diesel,Usados,8073987708,Renault,110,69000,Carrinha,Manual,,Importado
804,2003,Gasolina,Usados,8075318789,Mercedes-Benz,163,149000,Cabrio,Manual,Classe CLK,
805,2003,Diesel,Usados,8073398004,BMW,218,200000,Sedan,Automática,Série 5,Importado
806,2010,Diesel,Usados,8075197713,Audi,170,198200,SUV / TT,Manual,,Nacional
807,2017,Gasolina,Usados,8075197525,Nissan,80,62134,Citadino,Manual,,Nacional
808,2005,Diesel,Usados,8074025183,BMW,163,246647,Carrinha,Automática,Série 3,Importado
809,2012,Diesel,Usados,8070790677,Peugeot,200,160981,Carrinha,Automática,,Importado
810,2008,Diesel,Usados,8075197025,Mitsubishi,136,175600,SUV / TT,Manual,,Nacional
811,2015,Diesel,Usados,8059858911,Peugeot,120,160546,Carrinha,Manual,,
812,2011,Diesel,Usados,8073988794,Toyota,90,119000,Citadino,Manual,,Importado
813,2014,Diesel,Usados,8062641814,Mercedes-Benz,109,119000,Utilitário,Manual,Classe A,Importado
814,2012,Diesel,Usados,8073840042,Toyota,177,75000,Sedan,Manual,,Nacional
815,2007,Diesel,Usados,8066274192,Suzuki,75,174400,Citadino,Manual,,Nacional
816,2014,Diesel,Usados,8070810508,VW,75,181000,Citadino,Manual,,
817,2017,Diesel,Usados,8075197188,DS,120,55675,Utilitário,Automática,,Importado
818,2007,Diesel,Usados,8074893965,Mercedes-Benz,170,297850,Carrinha,Automática,Classe E,
819,2016,Diesel,Usados,8075197591,Volvo,120,86600,Utilitário,Manual,,Importado
820,2009,Gasolina,Usados,8074285502,VW,150,127000,SUV / TT,Manual,,
821,2015,Diesel,Usados,8075197293,Peugeot,200,134450,Carrinha,Automática,,Importado
822,2016,Diesel,Usados,8074778831,Mercedes-Benz,170,50000,Coupé,Manual,Classe C,Importado
823,2018,Gasolina,Usados,8075197353,Fiat,69,31783,Pequeno citadino,Manual,,Nacional
824,2004,Diesel,Usados,8073983302,Renault,80,86000,Monovolume,Manual,,Nacional
825,2014,Diesel,Usados,8074893581,BMW,313,120000,Sedan,Semi-automática,Série 6,
826,2015,Diesel,Usados,8062020972,BMW,116,10000,Carrinha,Manual,Série 3,Nacional
827,2018,Diesel,Usados,8075197253,Nissan,110,40779,SUV / TT,Manual,,Nacional
828,2016,Diesel,Usados,8074893646,Peugeot,75,49500,Citadino,Manual,,
829,2006,Diesel,Usados,8074564139,Audi,170,259000,Utilitário,Unknown,,
830,2017,Gasolina,Usados,8073985634,Citroën,68,31000,Citadino,Manual,,Importado
831,2017,Diesel,Usados,8075624652,Mercedes-Benz,110,24000,Citadino,Unknown,Classe A,
832,2015,Diesel,Usados,8064856398,Citroën,120,75000,Utilitário,Manual,,Nacional
833,2017,Diesel,Usados,8035881248,SEAT,90,62000,Citadino,Manual,,Nacional
834,2003,Gasolina,Usados,8074792232,Citroën,75,113000,Citadino,Unknown,,Nacional
835,2006,Diesel,Usados,8075198291,Peugeot,90,256478,Utilitário,Manual,,Nacional
836,2004,Diesel,Usados,8074793596,Ford,110,299000,Monovolume,Unknown,,
837,2017,Diesel,Usados,8074561034,Renault,110,73000,Carrinha,Automática,,
838,2015,Diesel,Usados,8075198025,Peugeot,120,129980,Carrinha,Manual,,Importado
839,2009,Diesel,Usados,8074791126,Skoda,105,152900,Carrinha,Manual,,
840,2005,Diesel,Usados,8074791402,Audi,225,217000,Sedan,Automática,,
841,2004,Diesel,Usados,8074886990,Mazda,136,337000,Carrinha,Manual,,
842,2006,Diesel,Usados,8071589881,Audi,140,165000,Carrinha,Manual,,Nacional
843,2018,Diesel,Usados,8075198388,Opel,136,70881,Sedan,Manual,,Nacional
844,2016,Diesel,Usados,8044099914,VW,110,100000,Carrinha,Manual,,Importado
845,2015,Diesel,Usados,8075198050,Mercedes-Benz,136,149200,Carrinha,Automática,Classe C,Importado
846,2014,Diesel,Usados,8074889439,Audi,110,142000,Sedan,Manual,,
847,2014,Diesel,Usados,8072823102,Renault,110,140000,Monovolume,Manual,,
848,2014,Diesel,Usados,8062992697,SEAT,110,159249,Citadino,Manual,,Importado
849,2017,Diesel,Usados,8075198179,Renault,110,124600,Carrinha,Automática,,Importado
850,1999,Gasolina,Usados,8055701684,VW,75,159500,Carrinha,Manual,,
851,2012,Diesel,Usados,8052219796,Peugeot,140,170000,Carrinha,Manual,,
852,2019,Gasolina,Usados,8075197741,Nissan,90,17597,Citadino,Manual,,Nacional
853,2018,Diesel,Usados,8035879449,Ford,120,59000,Carrinha,Manual,,Nacional
854,2018,Diesel,Usados,8058867498,Mercedes-Benz,170,26000,Cabrio,Automática,Classe C,
855,2011,Diesel,Usados,8075198426,Opel,125,255400,Utilitário,Manual,,Nacional
856,2005,Gasolina,Usados,8074793162,Citroën,60,170000,Citadino,Unknown,,
857,2013,Diesel,Usados,8069268967,MINI,150,110000,Carrinha,Manual,,Importado
858,2015,Diesel,Usados,8074532384,VW,120,159666,Carrinha,Automática,,
859,2011,Diesel,Usados,8072035280,Mercedes-Benz,204,224000,Sedan,Automática,,Importado
860,2015,Diesel,Usados,8072287803,Citroën,100,80986,Utilitário,Manual,,
861,2006,Gasolina,Usados,8074791479,Smart,55,131000,Citadino,Automática,,
862,2014,Diesel,Usados,8075620838,SEAT,110,159783,Carrinha,Manual,,
863,2012,Diesel,Usados,8074792500,MINI,112,137000,Citadino,Manual,,Nacional
864,2016,Diesel,Usados,8075198138,Citroën,115,142120,SUV / TT,Manual,,Importado
865,2016,Diesel,Usados,8063168876,Renault,130,63000,Sedan,Manual,,Nacional
866,2015,Diesel,Usados,8073865594,Ford,120,93675,Carrinha,Manual,,
867,2007,Diesel,Usados,8072160182,Renault,120,244321,Monovolume,Manual,,Nacional
868,2013,Híbrido (Diesel),Usados,8038946101,Volvo,284,176582,Carrinha,Automática,,
869,2015,Diesel,Usados,8069595689,Nissan,110,43350,SUV / TT,Manual,,Nacional
870,2018,Diesel,Usados,8073893356,Fiat,120,73421,Carrinha,Manual,,Nacional
871,2011,Diesel,Usados,8072161105,Renault,110,124223,Monovolume,Manual,,
872,2013,Diesel,Usados,8074217738,BMW,184,220414,Sedan,Automática,Série 3,
873,2017,Diesel,Usados,8074141073,Opel,110,54000,Carrinha,Manual,,
874,2013,Diesel,Usados,8074789594,Mercedes-Benz,110,146648,Utilitário,Automática,Classe A,
875,2015,Diesel,Usados,8072160644,Fiat,90,51324,Monovolume,Automática,,
876,2010,Diesel,Usados,8072160367,Opel,125,126443,Carrinha,Manual,,Nacional
877,2013,Diesel,Usados,8062812898,Volvo,114,110000,Carrinha,Automática,,Importado
878,2011,Diesel,Usados,8072161380,Mercedes-Benz,265,133765,Monovolume,Automática,Classe R,Nacional
879,2016,Diesel,Usados,8074054614,Renault,90,117015,Citadino,Manual,,
880,2017,Eléctrico,Usados,8072160928,BMW,170,21051,Utilitário,Automática,Série i,
881,2015,Diesel,Usados,8072160052,Ford,150,145332,Monovolume,Manual,,
882,2016,Diesel,Usados,8074629166,Opel,136,112843,Carrinha,Manual,,Nacional
883,2015,Híbrido (Gasolina),Usados,8046734069,VW,204,121649,Utilitário,Automática,,Importado
884,2008,Diesel,Usados,8072160608,Volvo,110,195242,Carrinha,Manual,,Nacional
885,2011,Diesel,Usados,8073871182,Renault,110,143332,Carrinha,Manual,,
886,2012,Diesel,Usados,8072160810,Peugeot,92,174321,Citadino,Manual,,
887,2011,Diesel,Usados,8072159866,Renault,110,125232,Monovolume,Manual,,Nacional
888,2015,Diesel,Usados,8072160102,Renault,160,110834,Monovolume,Automática,,
889,2015,Diesel,Usados,8075083069,VW,150,205143,Carrinha,Manual,,Nacional
890,2015,Diesel,Usados,8075081508,Peugeot,180,183232,Sedan,Automática,,Nacional
891,2011,Diesel,Usados,8074625657,Citroën,115,113222,Utilitário,Automática,,Nacional
892,2014,Diesel,Usados,8074885912,BMW,190,212000,Sedan,Automática,Série 5,
893,2016,Gasolina,Usados,8075484278,Peugeot,110,59400,SUV / TT,Automática,,
894,2014,Diesel,Usados,8072261693,Opel,165,220754,Monovolume,Manual,,Nacional
895,2017,Diesel,Usados,8073863753,Mercedes-Benz,204,42665,SUV / TT,Automática,Classe GLC,Nacional
896,2017,Gasolina,Usados,8072160269,Fiat,69,38566,Pequeno citadino,Manual,,Nacional
897,2013,Diesel,Usados,8059227651,Peugeot,115,206000,Carrinha,Manual,,
898,2019,Híbrido (Gasolina),Usados,8047891641,Mazda,122,13300,Utilitário,Manual,,Nacional
899,2019,Gasolina,Usados,8074297516,Ford,85,16000,Citadino,Manual,,Nacional
900,2004,Gasolina,Usados,8072611276,Opel,90,200000,Cabrio,Manual,,Nacional
901,1987,Diesel,Usados,8072816442,UMM,110,165000,SUV / TT,Manual,,Nacional
902,2015,Diesel,Usados,8075303459,VW,240,146500,Carrinha,Automática,,Nacional
903,2015,Híbrido (Gasolina),Usados,8075342661,BMW,170,64051,Utilitário,Automática,Série i,
904,2015,Diesel,Usados,8072927189,Mercedes-Benz,204,187000,Carrinha,Automática,Classe CLS,Nacional
905,2006,Diesel,Usados,8060613527,Lexus,177,202500,Sedan,Manual,IS,Nacional
906,2014,Diesel,Usados,8075314432,Audi,136,76130,Sedan,Manual,,Nacional
