,Ano de Registo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Origem
11166,2011,Diesel,Usados,8061467762,Peugeot,120,160000,Sedan,Automática,,
11167,2018,Diesel,Usados,8075495138,BMW,190,26957,Sedan,Semi-automática,Série 5,
11168,2019,Diesel,Usados,8075495087,BMW,116,16861,Carrinha,Semi-automática,Série X,
11169,2006,Diesel,Usados,8069259942,SEAT,105,247000,Utilitário,Manual,,Nacional
11170,2018,Diesel,Usados,8075495097,BMW,190,1141,Coupé,Semi-automática,Série 4,
11171,2008,Diesel,Usados,8055001885,MINI,110,170000,Citadino,Manual,,
11172,2014,Diesel,Usados,8059190097,Citroën,75,174000,Citadino,Manual,,
11173,2013,Gasolina,Usados,8070233070,Renault,110,161000,Carrinha,Manual,,
11174,2009,Diesel,Usados,8074054133,BMW,143,306000,Carrinha,Manual,Série 3,
11175,2014,Diesel,Usados,8072917827,Peugeot,120,186000,Utilitário,Manual,,
11176,2017,Diesel,Usados,8075495107,BMW,190,55000,Cabrio,Automática,Série 4,
11177,2013,Diesel,Usados,8075495038,BMW,313,131317,Coupé,Automática,Série 6,
11178,2011,Diesel,Usados,8060836271,Peugeot,112,98000,Cabrio,Manual,,
11179,2019,Diesel,Usados,8075495077,BMW,116,15780,Sedan,Manual,Série 1,
11180,2011,Diesel,Usados,8072260147,Mercedes-Benz,231,110000,Cabrio,Automática,Classe E,
11181,2015,Diesel,Usados,8075495146,BMW,190,110778,Carrinha,Automática,Série 5,
11182,2019,Diesel,Usados,8075495072,BMW,190,21387,Sedan,Semi-automática,Série 4,
11183,2008,Gasolina,Usados,8073970502,Ford,75,134000,Citadino,Manual,,
11184,2005,Diesel,Usados,8065942126,Audi,160,270000,Cabrio,Manual,,
11185,2013,Diesel,Usados,8059179168,Renault,110,160000,Utilitário,Manual,,
11186,2004,Diesel,Usados,8072809534,Land Rover,175,255000,SUV / TT,Unknown,,
11187,2019,Diesel,Usados,8075495376,BMW,116,19969,Sedan,Manual,Série 1,
11188,2018,Diesel,Usados,8075495212,BMW,116,17776,Sedan,Semi-automática,Série 1,
11189,2019,Diesel,Usados,8075495389,BMW,116,21615,Sedan,Manual,Série 1,
11190,2018,Diesel,Usados,8075495289,BMW,116,26610,Carrinha,Semi-automática,Série X,
11191,2008,Diesel,Usados,8072909479,Lexus,177,136380,Sedan,Manual,IS,Nacional
11192,2019,Diesel,Usados,8075495266,BMW,190,23490,Sedan,Semi-automática,Série 4,
11193,2019,Diesel,Usados,8075495172,BMW,190,15004,Sedan,Semi-automática,Série 4,
11194,1994,Gasolina,Usados,8072810657,Honda,90,242000,Utilitário,Manual,,
11195,2010,Diesel,Usados,8072809703,Audi,105,155000,Citadino,Manual,,
11196,2012,Diesel,Usados,8075495401,BMW,116,120221,Sedan,Manual,Série 1,
11197,2017,Diesel,Usados,8075495220,Audi,190,14500,Sedan,Semi-automática,,
11198,2003,Diesel,Usados,8075492002,Audi,130,280000,Carrinha,Unknown,,
11199,2012,Diesel,Usados,8075494921,Renault,110,213265,Utilitário,Manual,,
11200,2019,Diesel,Usados,8075495424,BMW,116,21027,SUV / TT,Semi-automática,Série X,
11201,2019,Diesel,Usados,8075495363,BMW,190,17216,Sedan,Semi-automática,Série 4,
11202,2019,Diesel,Usados,8075495254,BMW,190,18234,Sedan,Semi-automática,Série 4,
11203,2019,Diesel,Usados,8075495241,BMW,190,8866,Sedan,Semi-automática,Série 4,
11204,2017,Diesel,Usados,8075180848,Peugeot,120,28437,SUV / TT,Manual,,Nacional
11205,1989,Gasolina,Usados,8074866348,Austin,68,102000,Utilitário,Manual,,Nacional
11206,2017,Diesel,Usados,8075495434,BMW,190,57759,Sedan,Semi-automática,Série 5,
11207,2014,Diesel,Usados,8072811341,SEAT,106,180000,Utilitário,Manual,,
11208,2018,Diesel,Usados,8075495196,BMW,116,31576,Sedan,Manual,Série 1,
11209,2019,Diesel,Usados,8075495274,BMW,190,14479,Sedan,Semi-automática,Série 4,
11210,2006,Diesel,Usados,8075495197,Mercedes-Benz,235,240000,Sedan,Automática,Classe S,Nacional
11211,2019,Diesel,Usados,8075495183,BMW,116,18577,Sedan,Manual,Série 1,
11212,2018,Diesel,Usados,8075495284,BMW,116,30113,Sedan,Manual,Série 1,
11213,2008,Diesel,Usados,8035139514,BMW,143,192000,Carrinha,Manual,Série 3,
11214,2019,Diesel,Usados,8075495417,BMW,116,20158,Sedan,Manual,Série 1,
11215,2019,Diesel,Usados,8075495229,BMW,190,16893,Sedan,Semi-automática,Série 4,
11216,2016,Diesel,Usados,8075495163,BMW,116,49750,Monovolume,Manual,Série 2,
11217,2019,Diesel,Usados,8075495410,BMW,150,19697,Carrinha,Semi-automática,Série 3,
11218,1999,Gasolina,Usados,8072866583,Jaguar,240,140000,Sedan,Unknown,,
11219,1996,Gasolina,Usados,8072814914,Outra não listada,204,90000,Coupé,Automática,,
11220,2002,Diesel,Usados,8072815115,Nissan,120,222000,Sedan,Unknown,,
11221,2012,Gasolina,Usados,8075495482,Toyota,68,44500,Citadino,Automática,,
11222,1994,Gasolina,Usados,8075493987,BMW,286,163000,Sedan,Automática,Série 7,
11223,2016,Diesel,Usados,8037812822,Fiat,120,30409,Carrinha,Manual,,Nacional
11224,2006,Diesel,Usados,8072867001,Mercedes-Benz,224,170000,Sedan,Automática,Classe S,
11225,1990,Diesel,Usados,8072812554,Nissan,90,190000,SUV / TT,Unknown,,
11226,2018,Diesel,Usados,8072811858,Jeep,140,22000,SUV / TT,Unknown,,
11227,2006,Diesel,Usados,8072866407,Mercedes-Benz,224,280000,Carrinha,Automática,Classe C,
11228,2018,Diesel,Usados,8037903302,Alfa Romeo,120,15439,Utilitário,Manual,,Nacional
11229,2008,Diesel,Usados,8072871562,Ford,70,129000,Citadino,Manual,,
11230,1989,Gasolina,Usados,8072812748,Renault,34,255000,Citadino,Unknown,,
11231,2018,Diesel,Usados,8075495464,Renault,90,58000,Citadino,Manual,,Nacional
11232,1979,Gasolina,Usados,8072814690,Ford,100,37000,Sedan,Manual,,
11233,2013,Diesel,Usados,8072813124,Renault,95,146000,Utilitário,Unknown,,
11234,1999,Gasolina,Usados,8072814098,Saab,225,180000,Cabrio,Unknown,,
11235,2011,Diesel,Usados,8075494946,SEAT,75,127327,Utilitário,Manual,,
11236,2018,Diesel,Usados,8073202751,Jaguar,150,4353,SUV / TT,Automática,,
11237,2010,Gasolina,Usados,8072813875,Renault,75,150000,Citadino,Unknown,,
11238,2018,Diesel,Usados,8038292665,Jeep,120,21735,Monovolume,Manual,,Nacional
11239,2007,Diesel,Usados,8072813321,Citroën,110,225000,Monovolume,Automática,,
11240,2017,Gasolina,Usados,8036846794,Abarth,165,15497,Sedan,Manual,,Nacional
11241,2016,Diesel,Usados,8066546410,BMW,190,120000,Coupé,Automática,Série 4,Nacional
11242,2017,Diesel,Usados,8072810884,Jeep,120,45000,SUV / TT,Automática,,
11243,2019,Gasolina,Usados,8075495504,Mazda,180,4500,Utilitário,Manual,,Nacional
11244,2004,Diesel,Usados,8072871456,SEAT,80,329000,Sedan,Unknown,,
11245,1998,Diesel,Usados,8072813445,BMW,145,467000,Sedan,Automática,Série 7,
11246,2010,Diesel,Usados,8072811054,Suzuki,75,104000,Citadino,Manual,,
11247,2008,Diesel,Usados,8037292457,Mercedes-Benz,170,297000,Carrinha,Manual,Classe C,Nacional
11248,2018,Gasolina,Usados,8038967012,Peugeot,82,37177,Citadino,Manual,,
11249,2002,Diesel,Usados,8072812341,Volvo,160,215000,Sedan,Manual,,
11250,2004,Gasolina,Usados,8067909527,Ford,75,185000,Sedan,Manual,,Nacional
11251,1998,Gasolina,Usados,8067906106,Peugeot,60,165000,Citadino,Manual,,Nacional
11252,2010,Gasolina,Usados,8068517091,Honda,90,114500,Citadino,Manual,,Nacional
11253,2011,Gasolina,Usados,8066078554,Toyota,68,134800,Citadino,Manual,,Nacional
11254,2018,Diesel,Usados,8065831372,Ford,120,23455,Sedan,Manual,,Nacional
11255,2006,Diesel,Usados,8036788727,Mercedes-Benz,109,242876,Utilitário,Manual,Classe A,
11256,2000,Diesel,Usados,8046970606,Renault,102,139761,Monovolume,Manual,,
11257,2010,Diesel,Usados,8066077498,Peugeot,92,129800,Carrinha,Manual,,Nacional
11258,2008,Gasolina,Usados,8048512299,Smart,71,132800,Pequeno citadino,Semi-automática,,Nacional
11259,2011,Gasolina,Usados,8072524007,SEAT,105,87000,Citadino,Automática,,Nacional
11260,2001,Gasolina,Usados,8043702165,Porsche,420,66940,Coupé,Manual,911 (Todos),Nacional
11261,2007,Gasolina,Usados,8043634345,Honda,78,230723,Citadino,Manual,,
11262,2015,Híbrido (Gasolina),Usados,8074195514,BMW,365,72000,Coupé,Automática,Série i,Importado
11263,2009,Diesel,Usados,8047185497,BMW,285,283000,SUV / TT,Automática,Série X,
11264,2013,Híbrido (Diesel),Usados,8045403689,Volvo,215,146140,Carrinha,Unknown,,
11265,2007,Diesel,Usados,8046261006,Fiat,90,173000,Citadino,Manual,,
11266,2016,Diesel,Usados,8047395961,Fiat,120,39343,Carrinha,Manual,,Nacional
11267,2007,Diesel,Usados,8058040457,MINI,110,149000,Carrinha,Manual,,
11268,2010,Diesel,Usados,8072289377,VW,105,110000,Utilitário,Automática,,Nacional
11269,2019,Gasolina,Usados,8045500032,Smart,90,5232,Cabrio,Manual,,Nacional
11270,2015,Eléctrico,Usados,8065206987,Renault,88,29000,Pequeno citadino,Automática,,
11271,2002,Diesel,Usados,8059893168,Land Rover,122,262000,SUV / TT,Manual,,Importado
11272,2017,Diesel,Usados,8045899245,Fiat,120,17419,Sedan,Manual,,Nacional
11273,2005,Gasolina,Usados,8066079256,Smart,61,128500,Citadino,Semi-automática,,Nacional
11274,2013,Diesel,Usados,8075494977,BMW,163,137561,Carrinha,Manual,Série 5,
11275,2015,Gasolina,Usados,8075495606,Peugeot,82,35450,SUV / TT,Manual,,
11276,1992,Gasolina,Usados,8038801416,Toyota,106,5828,Coupé,Manual,,Nacional
11277,1999,Gasolina,Usados,8038800464,BMW,140,162500,Cabrio,Manual,Série Z,Nacional
11278,2003,Gasolina,Usados,8067908142,Skoda,100,190000,Citadino,Manual,,Nacional
11279,2011,Diesel,Usados,8075495771,Ford,109,110000,Utilitário,Manual,,Nacional
11280,2011,Gasolina,Usados,8069329213,VW,85,159300,Citadino,Automática,,Nacional
11281,2011,Diesel,Usados,8037321195,Mercedes-Benz,190,121850,SUV / TT,Automática,Classe R,Nacional
11282,2018,Gasolina,Usados,8049321699,Smart,90,31851,Citadino,Automática,,Nacional
11283,2014,Diesel,Usados,8051774160,Fiat,80,136061,Citadino,Unknown,,
11284,2014,Diesel,Usados,8052376184,Citroën,120,127000,Citadino,Manual,,
11285,2011,Gasolina,Usados,8072987627,MINI,120,110300,Cabrio,Manual,,
11286,2010,Diesel,Usados,8037287502,Ford,68,145000,Citadino,Manual,,Nacional
11287,2015,Diesel,Usados,8075496323,Volvo,120,112000,Carrinha,Manual,,Importado
11288,2016,Diesel,Usados,8061660653,BMW,163,161000,Carrinha,Automática,Série 3,
11289,2003,Diesel,Usados,8049736596,BMW,150,246000,Carrinha,Manual,Série 3,
11290,1987,Gasolina,Usados,8069849450,Jaguar,225,122850,Sedan,Manual,,Nacional
11291,2016,Diesel,Usados,8069255321,BMW,150,155000,Monovolume,Automática,Série 2,
11292,2016,Diesel,Usados,8049744288,Renault,110,82050,Carrinha,Manual,,Nacional
11293,2017,Diesel,Usados,8060369975,Renault,110,130000,SUV / TT,Manual,,
11294,2016,Diesel,Usados,8050205645,Renault,160,35000,Monovolume,Automática,,Importado
11295,2009,Diesel,Usados,8038149819,Toyota,95,145400,Pequeno citadino,Manual,,
11296,1959,Gasolina,Usados,8075496246,Opel,60,50635,Carrinha,Unknown,,
11297,2015,Diesel,Usados,8001451842,VW,140,87000,Monovolume,Automática,,
11298,2013,Diesel,Usados,8054868137,Nissan,90,60007,Monovolume,Manual,,Nacional
11299,2009,Diesel,Usados,8049711735,Hyundai,115,171454,Utilitário,Manual,,Nacional
11300,2016,Diesel,Usados,8075489154,Mercedes-Benz,90,56460,Citadino,Manual,Classe A,Nacional
11301,2016,Diesel,Usados,8069256690,Mercedes-Benz,170,84000,Carrinha,Manual,Classe C,
11302,2015,Híbrido (Gasolina),Usados,8054868125,BMW,365,40000,Coupé,Unknown,Série i,
11303,2009,Diesel,Usados,8049749154,Audi,170,224380,Coupé,Manual,,Nacional
11304,2017,Diesel,Usados,8073710633,Renault,90,112000,Citadino,Manual,,Nacional
11305,2014,Diesel,Usados,8054810890,Audi,110,147000,Utilitário,Manual,,
11306,2006,Diesel,Usados,8070149063,BMW,143,201000,Carrinha,Manual,Série 3,
11307,2013,Híbrido (Diesel),Usados,8051772638,Peugeot,163,134093,Sedan,Unknown,,
11308,2002,Diesel,Usados,8075180347,VW,130,293000,Sedan,Manual,,Nacional
11309,2013,Diesel,Usados,8075496983,Renault,90,150000,Citadino,Manual,,
11310,2010,Diesel,Usados,8075495518,Volvo,163,140000,SUV / TT,Manual,,Nacional
11311,2019,Diesel,Usados,8050202712,Mercedes-Benz,116,18170,Utilitário,Automática,Classe A,Nacional
11312,2008,Diesel,Usados,8052743532,Toyota,126,305000,Sedan,Manual,,
11313,2016,Diesel,Usados,8057578442,Nissan,110,60080,SUV / TT,Manual,,Nacional
11314,2018,Gasolina,Usados,8060585596,Abarth,145,22562,Cabrio,Manual,,Nacional
11315,2018,Gasolina,Usados,8060585621,Fiat,69,22855,Pequeno citadino,Manual,,Nacional
11316,2018,Gasolina,Usados,8060585626,Abarth,145,23273,Cabrio,Manual,,Nacional
11317,2012,Diesel,Usados,8072605587,VW,90,128187,Utilitário,Manual,,Nacional
11318,2017,Diesel,Usados,8069344963,MINI,115,94000,Citadino,Manual,,
11319,2016,Gasolina,Usados,8059216802,Abarth,160,18221,Sedan,Manual,,Nacional
11320,2009,Diesel,Usados,8073998812,VW,103,258449,Coupé,Manual,,
11321,2018,Gasolina,Usados,8057578538,Abarth,160,20857,Sedan,Manual,,Nacional
11322,2018,Diesel,Usados,8057578467,Fiat,95,27606,SUV / TT,Manual,,Nacional
11323,2014,Diesel,Usados,8074191423,Volvo,190,180000,Utilitário,Manual,,
11324,2011,Diesel,Usados,8074194935,BMW,190,220000,Sedan,Automática,Série 5,Nacional
11325,2019,Diesel,Usados,8057765251,Mazda,150,12500,SUV / TT,Manual,,
11326,2017,Diesel,Usados,8059467110,BMW,190,53000,Carrinha,Automática,Série 5,
11327,2011,Diesel,Usados,8069259734,Mercedes-Benz,170,185000,Carrinha,Manual,Classe C,
11328,1999,Gasolina,Usados,8075484068,Audi,180,313573,Coupé,Manual,,
11329,2011,Diesel,Usados,8073803875,VW,105,237073,Carrinha,Manual,,
11330,2016,Diesel,Usados,8050684856,Peugeot,120,99800,SUV / TT,Manual,,
11331,2008,Diesel,Usados,8074190770,Jeep,140,160000,SUV / TT,Manual,,Nacional
11332,2015,Diesel,Usados,8061268073,Fiat,95,35444,Cabrio,Manual,,Nacional
11333,2002,Gasolina,Usados,8059772823,SEAT,100,149000,Sedan,Manual,,Nacional
11334,2017,Diesel,Usados,8060441223,Dacia,90,60000,SUV / TT,Manual,,
11335,2018,Diesel,Usados,8058908189,BMW,116,8973,Monovolume,Manual,Série 2,Nacional
11336,2017,Diesel,Usados,8057765126,BMW,231,44930,SUV / TT,Automática,,Nacional
11337,2013,Diesel,Usados,8063495388,Alfa Romeo,85,163053,Utilitário,Manual,,
11338,2011,Diesel,Usados,8069342927,Volvo,115,204000,Carrinha,Manual,,
11339,2013,Diesel,Usados,8061798068,Mercedes-Benz,170,240000,Sedan,Unknown,Classe E,
11340,2007,Diesel,Usados,8058806614,Audi,170,199000,Sedan,Manual,,Nacional
11341,2017,Híbrido (Gasolina),Usados,8055414323,Toyota,122,25000,SUV / TT,Automática,,
11342,2016,Diesel,Usados,8060585615,Fiat,95,73758,Citadino,Manual,,Nacional
11343,2018,Diesel,Usados,8057578459,Fiat,95,30545,SUV / TT,Manual,,Nacional
11344,2016,Diesel,Usados,8064208573,Audi,190,161050,Carrinha,Automática,,
11345,2016,Diesel,Usados,8063137663,Audi,150,70251,Carrinha,Manual,,Nacional
11346,2007,Diesel,Usados,8072907165,Renault,105,277000,Carrinha,Manual,,Importado
11347,2015,Diesel,Usados,8064219145,Mercedes-Benz,170,108560,Carrinha,Unknown,Classe C,
11348,2012,Gasolina,Usados,8064528969,Porsche,290,115224,Sedan,Automática,,
11349,2013,Diesel,Usados,8075498364,Peugeot,110,170000,Carrinha,Semi-automática,,
11350,2017,Diesel,Usados,8075498054,Nissan,110,46500,SUV / TT,Manual,,Nacional
11351,2007,Gasolina,Usados,8060389432,Audi,200,50932,Cabrio,Manual,,Nacional
11352,2014,Híbrido (Gasolina),Usados,8064297249,Mitsubishi,200,149752,SUV / TT,Automática,,
11353,2017,Diesel,Usados,8075498220,Audi,116,30500,SUV / TT,Manual,,Nacional
11354,2017,Diesel,Usados,8064103005,Audi,116,122150,SUV / TT,Manual,,
11355,2007,Diesel,Usados,8064457645,Mitsubishi,136,287000,SUV / TT,Manual,,Nacional
11356,2008,Diesel,Usados,8059175396,MINI,110,131400,Citadino,Manual,,
11357,2008,GPL,Usados,8064455916,Mazda,84,133000,Utilitário,Manual,,Nacional
11358,2017,Diesel,Usados,8063213103,SEAT,110,138000,Carrinha,Manual,,Nacional
11359,2012,Diesel,Usados,8062674886,Peugeot,140,239500,Carrinha,Manual,,
11360,2015,Diesel,Usados,8059442842,VW,140,91000,Monovolume,Automática,,Nacional
11361,2019,Diesel,Usados,8075498242,Jaguar,150,19559,SUV / TT,Manual,,Nacional
11362,2012,Diesel,Usados,8052833223,Volvo,215,139800,Carrinha,Manual,,Nacional
11363,2017,Diesel,Usados,8059106402,Mercedes-Benz,136,146175,Carrinha,Automática,Classe CLA,
11364,2019,Diesel,Usados,8065742335,Mercedes-Benz,160,20906,Carrinha,Automática,Classe C,Nacional
11365,2017,Diesel,Usados,8063137107,Renault,110,83350,Carrinha,Manual,,Nacional
11366,2017,Gasolina,Usados,8063203836,Renault,90,63875,Citadino,Manual,,Nacional
11367,2015,Híbrido (Gasolina),Usados,8059297582,VW,204,131500,Utilitário,Unknown,,
11368,2015,Híbrido (Gasolina),Usados,8034773230,Audi,204,21556,Utilitário,Automática,,
11369,2011,Diesel,Usados,8064191819,Renault,75,240000,Citadino,Manual,,Nacional
11370,2019,Gasolina,Usados,8063206947,Opel,83,15000,SUV / TT,Manual,,Nacional
11371,1992,Gasolina,Usados,8057117108,BMW,400,1000,Sedan,Manual,Série 5,Nacional
11372,2015,Diesel,Usados,8064191812,MINI,95,104520,Citadino,Manual,,Nacional
11373,2015,Gasolina,Usados,8052116576,VW,75,65000,Citadino,Manual,,Nacional
11374,2015,Diesel,Usados,8059110324,MINI,95,128640,Citadino,Manual,,
11375,2018,Diesel,Usados,8066085651,Fiat,120,14900,SUV / TT,Manual,,Nacional
11376,2018,Diesel,Usados,8066247480,Volvo,190,36700,SUV / TT,Automática,,Nacional
11377,2017,Diesel,Usados,8066085856,Jeep,120,39198,SUV / TT,Manual,,Nacional
11378,2018,Diesel,Usados,8066085599,Fiat,95,24839,SUV / TT,Manual,,Nacional
11379,2018,Diesel,Usados,8066085566,Fiat,95,5000,Carrinha,Manual,,Nacional
11380,2010,Gasolina,Usados,8066238179,Citroën,68,162000,Pequeno citadino,Manual,,
11381,2017,Diesel,Usados,8066246563,Volvo,200,26875,Carrinha,Automática,,Nacional
11382,2017,Diesel,Usados,8066085835,Fiat,120,21091,Sedan,Manual,,Nacional
11383,2009,Diesel,Usados,8066076272,Mercedes-Benz,231,114000,Coupé,Automática,Classe E,Nacional
11384,2018,Gasolina,Usados,8066250341,MINI,102,32000,Cabrio,Manual,,Nacional
11385,2015,Diesel,Usados,8066248498,SEAT,75,160000,Utilitário,Manual,,Nacional
11386,2012,Diesel,Usados,8066074906,Opel,105,166000,Monovolume,Manual,,Nacional
11387,2018,Diesel,Usados,8066085558,Fiat,95,5000,Carrinha,Manual,,Nacional
11388,2018,Diesel,Usados,8064396922,Ford,85,25000,Citadino,Manual,,Nacional
11389,2018,Diesel,Usados,8066085610,Fiat,95,29527,SUV / TT,Manual,,Nacional
11390,2015,Diesel,Usados,8075498451,VW,110,119711,Carrinha,Unknown,,
11391,2018,Diesel,Usados,8066085720,Fiat,95,7000,SUV / TT,Manual,,Nacional
11392,2018,Diesel,Usados,8075498620,Audi,116,49002,Utilitário,Manual,,Nacional
11393,2019,Gasolina,Usados,8066264252,Peugeot,82,1083,SUV / TT,Manual,,
11394,2017,Diesel,Usados,8066085738,Fiat,95,20000,Citadino,Manual,,Nacional
11395,2018,Diesel,Usados,8066085628,Fiat,95,32294,SUV / TT,Manual,,Nacional
11396,2018,Diesel,Usados,8066085638,Fiat,95,5000,SUV / TT,Manual,,Nacional
11397,2018,Gasolina,Usados,8066085533,Abarth,160,22785,Sedan,Manual,,Nacional
11398,2018,Diesel,Usados,8066085805,Fiat,95,9000,SUV / TT,Manual,,Nacional
11399,2017,Diesel,Usados,8066085666,Alfa Romeo,180,5000,Monovolume,Automática,,Nacional
11400,2015,Diesel,Usados,8064728732,Volvo,181,136000,Carrinha,Automática,,Nacional
11401,2019,Diesel,Usados,8064721436,Mercedes-Benz,116,15000,Utilitário,Automática,Classe A,Nacional
11402,2018,Gasolina,Usados,8066085520,Fiat,120,2400,SUV / TT,Manual,,Nacional
11403,2018,Diesel,Usados,8064734885,Nissan,90,61000,Citadino,Manual,,Nacional
11404,2015,Diesel,Usados,8065945758,SEAT,90,95000,Carrinha,Manual,,Nacional
11405,2012,Diesel,Usados,8064659166,BMW,143,219023,Carrinha,Manual,Série 3,
11406,2017,Diesel,Usados,8064738354,VW,184,81000,Monovolume,Automática,,Nacional
11407,2007,Diesel,Usados,8067751359,Ford,110,159177,Monovolume,Manual,,
11408,2018,Gasolina,Usados,8068828594,Porsche,440,26000,Sedan,Automática,,Nacional
11409,2018,Diesel,Usados,8067749993,Mercedes-Benz,109,22089,Utilitário,Manual,Classe B,Nacional
11410,2018,Gasolina,Usados,8068886976,Hyundai,84,29700,Citadino,Manual,,Nacional
11411,2018,Gasolina,Usados,8049047309,VW,60,20383,Pequeno citadino,Manual,,Nacional
11412,2018,Híbrido (Gasolina),Usados,8069036573,Hyundai,141,4500,Utilitário,Automática,,Nacional
11413,2017,Diesel,Usados,8068886907,Hyundai,200,13000,SUV / TT,Manual,,Nacional
11414,2017,Diesel,Usados,8068886963,Hyundai,75,33500,Citadino,Manual,,Nacional
11415,2017,Diesel,Usados,8068886984,Hyundai,75,43980,Citadino,Manual,,Nacional
11416,2019,Diesel,Usados,8067748425,Mercedes-Benz,170,300,SUV / TT,Automática,Classe GLA,Nacional
11417,2017,Diesel,Usados,8067742942,Opel,95,27554,Citadino,Manual,,Nacional
11418,2019,Diesel,Usados,8069253270,Mercedes-Benz,194,11000,Sedan,Automática,Classe C,Nacional
11419,2017,Diesel,Usados,8068887132,Hyundai,115,35400,SUV / TT,Manual,,Nacional
11420,2017,Diesel,Usados,8025470562,Mercedes-Benz,136,87998,Carrinha,Manual,Classe C,
11421,2012,Diesel,Usados,8066251166,Volvo,115,92300,Utilitário,Manual,,
11422,2016,Diesel,Usados,8067758436,SEAT,90,40000,Carrinha,Manual,,Nacional
11423,2016,Diesel,Usados,8067752011,VW,110,135652,Utilitário,Manual,,Nacional
11424,2018,Gasolina,Usados,8067755674,Peugeot,72,26000,Pequeno citadino,Manual,,Nacional
11425,2017,Gasolina,Usados,8068887120,Hyundai,120,25500,Utilitário,Manual,,Nacional
11426,2018,Diesel,Usados,8068887067,Hyundai,110,5863,Utilitário,Manual,,Nacional
11427,2016,Diesel,Usados,8037323793,VW,102,102310,Monovolume,Manual,,
11428,2016,Diesel,Usados,8068886869,Hyundai,200,45051,SUV / TT,Semi-automática,,Nacional
11429,2018,Gasolina,Usados,8068887126,Hyundai,66,15500,Pequeno citadino,Manual,,Nacional
11430,2018,Gasolina,Usados,8068887003,Hyundai,75,24482,Citadino,Manual,,Nacional
11431,2018,Gasolina,Usados,8068886840,Hyundai,84,4178,Citadino,Manual,,Nacional
11432,2019,Gasolina,Usados,8067757319,Mercedes-Benz,136,6790,Utilitário,Automática,Classe B,Nacional
11433,2017,Diesel,Usados,8068887115,Hyundai,110,30500,Utilitário,Manual,,Nacional
11434,2018,Gasolina,Usados,8069262077,Hyundai,100,32235,Citadino,Manual,,Nacional
11435,2017,Eléctrico,Usados,8061108344,Renault,92,39700,Pequeno citadino,Automática,,
11436,2018,Gasolina,Usados,8068887097,Hyundai,75,22519,Citadino,Manual,,Nacional
11437,2018,Gasolina,Usados,8068886956,Hyundai,84,29500,Citadino,Manual,,Nacional
11438,2018,Diesel,Usados,8070969123,Volvo,190,22535,Sedan,Automática,,Nacional
11439,2016,Diesel,Usados,8061661934,Peugeot,120,86000,Monovolume,Automática,,
11440,2014,Diesel,Usados,8061674882,Peugeot,120,145032,Carrinha,Manual,,
11441,2013,Diesel,Usados,8070358848,Ford,95,73172,Citadino,Unknown,,
11442,2008,Gasolina,Usados,8071913631,Porsche,385,115500,SUV / TT,Automática,,Nacional
11443,2018,Diesel,Usados,8070967852,Opel,110,22898,Carrinha,Manual,,Nacional
11444,2014,Diesel,Usados,8070238385,Peugeot,120,144166,Carrinha,Unknown,,
11445,2018,Híbrido (Diesel),Usados,8075496131,Mercedes-Benz,231,13500,Carrinha,Automática,Classe C,
11446,2019,Gasolina,Usados,8070972970,Mercedes-Benz,224,17000,Utilitário,Automática,Classe A,Nacional
11447,2017,Diesel,Usados,8070966393,Dacia,110,48230,SUV / TT,Manual,,Nacional
11448,2015,Diesel,Usados,8070965397,Opel,95,45721,Utilitário,Manual,,Nacional
11449,2017,Gasolina,Usados,8070966530,Skoda,90,54082,Citadino,Manual,,Nacional
11450,2017,Diesel,Usados,8065801370,Opel,110,130550,Carrinha,Manual,,
11451,2015,Diesel,Usados,8069329124,BMW,190,99000,Coupé,Automática,Série 2,
11452,2018,Diesel,Usados,8075498813,Volvo,120,28260,Carrinha,Manual,,Nacional
11453,2016,Diesel,Usados,8067137963,Audi,190,136800,Sedan,Automática,,Nacional
11454,2018,Gasolina,Usados,8069475044,Fiat,69,35050,Citadino,Manual,,Nacional
11455,2013,Diesel,Usados,8069492151,Mercedes-Benz,110,153185,Utilitário,Manual,Classe A,
11456,2015,Diesel,Usados,8070971173,Peugeot,115,139978,Sedan,Automática,,
11457,2018,Diesel,Usados,8070968162,Mercedes-Benz,109,23500,Carrinha,Automática,Classe CLA,Nacional
11458,2017,Diesel,Usados,8061753973,Renault,110,23932,Carrinha,Automática,,
11459,2015,Diesel,Usados,8069476341,Mercedes-Benz,170,39000,Coupé,Automática,Classe C,Nacional
11460,2019,Diesel,Usados,8069478123,Mercedes-Benz,116,10000,Sedan,Automática,Classe CLA,Nacional
11461,2018,Diesel,Usados,8070968335,Opel,99,41169,SUV / TT,Manual,,Nacional
11462,2001,Diesel,Usados,8069477346,Mercedes-Benz,170,451552,Sedan,Automática,Classe C,
11463,2018,Gasolina,Usados,8075498788,VW,75,49877,Citadino,Manual,,Nacional
11464,2015,Diesel,Usados,8070355811,Peugeot,120,134528,Carrinha,Unknown,,
11465,2018,Diesel,Usados,8070962866,Volvo,150,11747,SUV / TT,Automática,,Nacional
11466,2016,Diesel,Usados,8068841391,Audi,190,168900,Sedan,Automática,,
11467,2019,Híbrido (Gasolina),Usados,8070962341,BMW,224,8950,Monovolume,Automática,Série 2,Nacional
11468,2015,Diesel,Usados,8070649249,Renault,90,128500,Citadino,Manual,,
