,Ano de Registo,Combustível,Condição,ID,Marca,Origem,Potência,Quilómetros,Segmento,Série,Tipo de Caixa
9970,2018,Diesel,Usados,8066199992,Nissan,,90,8150,Citadino,,Manual
9971,2003,Gasolina,Usados,8075429148,Citroën,Nacional,54,104500,Pequeno citadino,,Manual
9972,2011,Diesel,Usados,8074113363,SEAT,Nacional,75,195000,Citadino,,Manual
9973,2008,Diesel,Usados,8068265866,Mercedes-Benz,Nacional,170,300000,Carrinha,Classe C,Manual
9974,2004,Diesel,Usados,8060038862,Renault,Nacional,120,240000,Sedan,,Manual
9975,2018,Gasolina,Usados,8063383110,Renault,Nacional,90,40268,Citadino,,Manual
9976,2005,Diesel,Usados,8072820861,Isuzu,Nacional,130,180000,SUV / TT,,Manual
9977,2014,Diesel,Usados,8057838339,VW,,90,90123,Utilitário,,Manual
9978,2018,Gasolina,Usados,8072309601,VW,,75,30606,Citadino,,Manual
9979,2006,Gasolina,Usados,8067778582,Maserati,Nacional,400,91892,Sedan,,Automática
9980,2001,Diesel,Usados,8069763675,Opel,,75,213580,Utilitário,,Manual
9981,2008,Diesel,Usados,8056266922,Audi,,240,80000,SUV / TT,,Automática
9982,2004,Gasolina,Usados,8058052700,Ford,Nacional,75,170000,Carrinha,,Manual
9983,2015,Diesel,Usados,8049065426,BMW,Nacional,150,107771,Monovolume,Série 2,Automática
9984,2013,Gasolina,Usados,8051369496,VW,Nacional,60,95346,Pequeno citadino,,Manual
9985,2015,Diesel,Usados,8072970995,Land Rover,Nacional,150,145000,SUV / TT,,Manual
9986,2011,Diesel,Usados,8054251402,VW,,105,260300,Carrinha,,Unknown
9987,2008,Diesel,Usados,8069516703,Mercedes-Benz,Nacional,235,305387,Sedan,Classe S,Automática
9988,2016,Diesel,Usados,8064815823,Ford,,120,125614,Utilitário,,Manual
9989,2017,Diesel,Usados,8072920942,Nissan,Nacional,130,23000,SUV / TT,,Automática
9990,2012,Diesel,Usados,8074213862,Mercedes-Benz,Nacional,109,87323,Utilitário,Classe B,Automática
9991,2013,Diesel,Usados,8075476068,Renault,,110,118784,Carrinha,,Manual
9992,2009,Diesel,Usados,8074118740,Renault,Nacional,110,245000,Carrinha,,Manual
9993,2019,Diesel,Usados,8072702085,Alfa Romeo,Nacional,190,8088,SUV / TT,,Automática
9994,2017,Gasolina,Usados,8075476082,Renault,,90,37640,Citadino,,Manual
9995,2017,Diesel,Usados,8064815735,Opel,,110,27232,Utilitário,,Manual
9996,2004,Diesel,Usados,8073977913,Ford,Nacional,130,200000,Carrinha,,Manual
9997,2007,Diesel,Usados,8068992257,Ford,Nacional,140,300000,Sedan,,Manual
9998,2012,Diesel,Usados,8059098995,Audi,,143,233000,Sedan,,Manual
9999,2015,Diesel,Usados,8074236442,BMW,,258,30000,Sedan,Série 7,Automática
10000,2010,Diesel,Usados,8069582846,Opel,Nacional,125,189000,Carrinha,,Manual
10001,2016,Gasolina,Usados,8066258620,Citroën,Nacional,70,31000,Pequeno citadino,,Manual
10002,2015,Diesel,Usados,8074205559,Alfa Romeo,,85,74000,Utilitário,,Manual
10003,2004,Diesel,Usados,8044164529,Mercedes-Benz,,250,234035,SUV / TT,Classe M,Automática
10004,2000,Diesel,Usados,8070999598,Land Rover,,97,190000,SUV / TT,,Manual
10005,2001,Gasolina,Usados,8074211827,Hyundai,Nacional,85,182000,Utilitário,,Manual
10006,2002,Gasolina,Usados,8065191277,Fiat,Nacional,60,120000,Citadino,,Manual
10007,2016,Diesel,Usados,8070674859,BMW,Nacional,218,82000,Carrinha,Série 5,Automática
10008,2006,Diesel,Usados,8054905241,Mazda,Nacional,143,223000,Carrinha,,Manual
10009,1998,Diesel,Usados,8073022754,Audi,,110,280000,Sedan,,Manual
10010,2010,Diesel,Usados,8064551674,Audi,Importado,105,164000,Citadino,,Manual
10011,2008,Diesel,Usados,8069486884,Audi,,143,223084,Sedan,,Manual
10012,2015,Diesel,Usados,8072915335,Peugeot,Importado,120,118200,Carrinha,,Manual
10013,2004,Diesel,Usados,8073030492,Toyota,Nacional,115,290000,SUV / TT,,Manual
10014,1971,Gasolina,Usados,8074220325,Mercedes-Benz,Nacional,140,27141,Sedan,,Manual
10015,2005,Diesel,Usados,8054918260,Renault,Nacional,80,190000,Carrinha,,Manual
10016,2001,Diesel,Usados,8063256092,VW,Nacional,101,220000,Utilitário,,Manual
10017,2012,Diesel,Usados,8067775018,VW,,105,185000,Carrinha,,Manual
10018,2005,Gasolina,Usados,8071008590,Renault,Nacional,75,180000,Monovolume,,Manual
10019,2005,Diesel,Usados,8070999567,Opel,Nacional,90,149000,Carrinha,,Manual
10020,2002,Gasolina,Usados,8074219848,Fiat,Nacional,103,167000,Utilitário,,Manual
10021,2007,Diesel,Usados,8075457278,BMW,,163,327000,Utilitário,Série 3,Unknown
10022,2008,Diesel,Usados,8067754887,Renault,Nacional,65,143000,Pequeno citadino,,Manual
10023,2017,Diesel,Usados,8072193521,Ford,Nacional,75,41000,Citadino,,Manual
10024,2017,Diesel,Usados,8072195337,Renault,Nacional,90,40000,Carrinha,,Manual
10025,2018,Diesel,Usados,8061895299,Dacia,Nacional,90,40000,Sedan,,Manual
10026,2013,Diesel,Usados,8066078990,Peugeot,Nacional,92,127000,Utilitário,,Manual
10027,2010,Diesel,Usados,8056159247,Audi,Nacional,170,177858,SUV / TT,,Manual
10028,2014,Diesel,Usados,8050856612,SEAT,Nacional,105,137834,Utilitário,,Manual
10029,2007,Diesel,Usados,8061889340,Renault,Nacional,85,125000,Carrinha,,Manual
10030,2011,Diesel,Usados,8072912395,Mercedes-Benz,Nacional,110,184500,Utilitário,Classe A,Manual
10031,1999,Diesel,Usados,8071000242,Mercedes-Benz,,116,480000,Citadino,Classe E,Automática
10032,2012,Diesel,Usados,8074185234,BMW,Nacional,143,180000,SUV / TT,Série X,Manual
10033,2007,Diesel,Usados,8066646292,BMW,Nacional,177,272000,Carrinha,Série 3,Automática
10034,2007,Diesel,Usados,8069845949,VW,Nacional,105,472000,Sedan,,Manual
10035,2016,Diesel,Usados,8074261533,Renault,,160,96314,Carrinha,,Automática
10036,2000,Gasolina,Usados,8072915642,BMW,Nacional,170,152000,Cabrio,Série 3,Manual
10037,2004,Diesel,Usados,8075477995,Peugeot,Nacional,133,180000,Sedan,,Manual
10038,2003,Diesel,Usados,8061892019,Renault,Nacional,100,414000,Monovolume,,Manual
10039,2014,Diesel,Usados,8073875818,VW,,105,160000,Utilitário,,Automática
10040,2013,Diesel,Usados,8072966976,BMW,Nacional,313,291000,Carrinha,Série 5,Automática
10041,2012,Diesel,Usados,8073955002,Toyota,,90,220000,Utilitário,,Unknown
10042,1996,Diesel,Usados,8063703674,Audi,Nacional,110,357000,Carrinha,,Manual
10043,2015,Gasolina,Usados,8063095211,Fiat,Nacional,70,51541,Pequeno citadino,,Manual
10044,2000,Diesel,Usados,8075366291,Peugeot,Nacional,90,340000,Citadino,,Manual
10045,2000,Diesel,Usados,8063703211,Audi,,115,327000,Carrinha,,Automática
10046,2002,Diesel,Usados,8070802995,Mercedes-Benz,,143,363000,Utilitário,Classe C,Manual
10047,2015,Diesel,Usados,8062375716,Audi,,110,131000,Utilitário,,Manual
10048,2015,Diesel,Usados,8075477999,Jaguar,,180,87000,Sedan,,Automática
10049,2015,Diesel,Usados,8055713716,Toyota,Nacional,90,62800,Carrinha,,Manual
10050,2002,Diesel,Usados,8073874706,Mercedes-Benz,,143,190000,Carrinha,Classe C,Manual
10051,2016,Diesel,Usados,8070432586,Mercedes-Benz,,109,207000,Utilitário,Classe A,Manual
10052,2007,Diesel,Usados,8066453252,BMW,Nacional,163,248000,Carrinha,Série 5,Automática
10053,2015,Diesel,Usados,8047647256,Opel,,110,166000,Carrinha,,Manual
10054,1999,Diesel,Usados,8067881094,Peugeot,Nacional,60,234000,Pequeno citadino,,Manual
10055,2007,Diesel,Usados,8069511885,Citroën,Nacional,70,286000,Citadino,,Manual
10056,2015,Diesel,Usados,8035500263,VW,Nacional,120,120000,Carrinha,,Manual
10057,2002,Diesel,Usados,8064278735,Fiat,Nacional,115,298000,Citadino,,Manual
10058,2015,Gasolina,Usados,8073766351,Fiat,,69,35100,Pequeno citadino,,Manual
10059,2001,Gasolina,Usados,8074300666,Opel,Nacional,75,149000,Citadino,,Manual
10060,2017,Diesel,Usados,8067775860,Peugeot,,120,135000,Carrinha,,Automática
10061,2000,Gasolina,Usados,8075365106,Nissan,Nacional,90,217000,Sedan,,Manual
10062,2008,Diesel,Usados,8070739962,SEAT,Nacional,170,300000,Carrinha,,Manual
10063,2010,Diesel,Usados,8073805599,Audi,Nacional,105,130000,Utilitário,,Manual
10064,2005,Gasolina,Usados,8071549647,Renault,Nacional,75,163000,Monovolume,,Manual
10065,2005,Diesel,Usados,8064583256,Opel,Nacional,150,170000,Monovolume,,Manual
